day,date,wk,age_group,obs,dR_med,dR_lo,dR_hi,Rj_med,Rj_lo,Rj_hi,Rj_renewal
5,2013-09-05,36,12-17,17.2857,15.5921,12.7405,19.3008,1.3863,1.1760,1.6408,1.8736
5,2013-09-05,36,18-44,46.7143,45.7544,37.7723,54.9982,0.7536,0.6544,0.8678,1.0500
5,2013-09-05,36,45-64,38.1429,35.6362,29.4167,43.1203,0.7834,0.6739,0.9109,1.1027
5,2013-09-05,36,65+,24.7143,22.3438,18.2203,27.0799,0.8732,0.7393,1.0320,1.2733
6,2013-09-06,36,0-5,32.4286,31.8981,26.6575,38.0842,1.2398,1.0400,1.4862,1.5247
6,2013-09-06,36,6-11,27.7143,25.4520,21.0958,30.7192,1.3688,1.1681,1.6100,1.7130
6,2013-09-06,36,12-17,18.5714,16.4434,13.3170,20.4231,1.3375,1.1344,1.5781,1.6775
6,2013-09-06,36,18-44,47.4286,46.9497,38.5860,56.1480,0.7174,0.6206,0.8292,0.9024
6,2013-09-06,36,45-64,37.5714,36.7026,30.2244,44.3647,0.7392,0.6359,0.8618,0.9540
6,2013-09-06,36,65+,25.2857,23.0850,18.6825,28.0687,0.8165,0.6927,0.9664,1.1030
7,2013-09-07,36,0-5,33.5714,31.8933,26.5515,38.4366,1.2242,1.0266,1.4685,1.4347
7,2013-09-07,36,6-11,26.0000,25.3058,21.0707,30.7178,1.3381,1.1391,1.5752,1.5326
7,2013-09-07,36,12-17,18.5714,17.2200,13.9161,21.2589,1.3009,1.1012,1.5376,1.5126
7,2013-09-07,36,18-44,47.7143,47.8255,39.3019,56.8858,0.6929,0.5991,0.8014,0.8185
7,2013-09-07,36,45-64,35.8571,37.4606,30.9965,44.8815,0.7093,0.6080,0.8251,0.8535
7,2013-09-07,36,65+,25.0000,23.4381,19.0169,28.6463,0.7774,0.6570,0.9184,0.9866
8,2013-09-08,37,0-5,32.2857,31.9845,26.5767,38.4294,1.2267,1.0253,1.4752,1.3150
8,2013-09-08,37,6-11,25.0000,25.2541,20.8324,30.5802,1.3247,1.1314,1.5567,1.4146
8,2013-09-08,37,12-17,18.1429,17.8927,14.5515,21.9111,1.2784,1.0781,1.5206,1.3967
8,2013-09-08,37,18-44,44.7143,48.2692,39.8567,57.3008,0.6817,0.5917,0.7883,0.7522
8,2013-09-08,37,45-64,36.2857,37.6823,31.4508,45.2317,0.6921,0.5956,0.8100,0.7907
8,2013-09-08,37,65+,24.1429,23.3816,19.1606,28.3526,0.7514,0.6365,0.8900,0.9087
9,2013-09-09,37,0-5,32.0000,32.1236,26.8823,38.8140,1.2398,1.0284,1.4902,1.2715
9,2013-09-09,37,6-11,24.2857,25.1640,20.6664,30.4571,1.3241,1.1308,1.5706,1.3567
9,2013-09-09,37,12-17,17.1429,18.4065,15.0248,22.5837,1.2645,1.0608,1.4941,1.3004
9,2013-09-09,37,18-44,44.4286,48.5310,40.4783,57.7187,0.6776,0.5876,0.7832,0.7163
9,2013-09-09,37,45-64,35.2857,37.7827,31.6504,45.5867,0.6828,0.5850,0.7941,0.7435
9,2013-09-09,37,65+,22.1429,22.9552,18.7959,27.7985,0.7364,0.6238,0.8723,0.8372
10,2013-09-10,37,0-5,31.7143,32.3306,27.0082,39.1255,1.2602,1.0466,1.5347,1.2604
10,2013-09-10,37,6-11,23.1429,25.0124,20.5897,30.3361,1.3341,1.1365,1.5752,1.3294
10,2013-09-10,37,12-17,17.5714,18.8224,15.2886,23.0977,1.2554,1.0597,1.4925,1.3039
10,2013-09-10,37,18-44,45.5714,48.6480,40.6626,57.9603,0.6790,0.5896,0.7852,0.7116
10,2013-09-10,37,45-64,35.4286,37.4983,31.4494,44.9212,0.6785,0.5834,0.7909,0.7333
10,2013-09-10,37,65+,20.2857,22.2882,18.3238,26.9307,0.7311,0.6197,0.8677,0.8009
11,2013-09-11,37,0-5,30.1429,32.6602,27.1423,39.5571,1.2907,1.0732,1.5518,1.2172
11,2013-09-11,37,6-11,23.1429,24.9079,20.4952,30.0989,1.3410,1.1371,1.5834,1.3275
11,2013-09-11,37,12-17,17.5714,18.9796,15.4228,23.2558,1.2430,1.0487,1.4810,1.2983
11,2013-09-11,37,18-44,44.5714,48.4885,40.6940,57.2475,0.6828,0.5896,0.7883,0.7016
11,2013-09-11,37,45-64,36.0000,36.9252,30.7357,44.0930,0.6789,0.5795,0.7930,0.7259
11,2013-09-11,37,65+,18.8571,21.4877,17.7082,26.0205,0.7323,0.6173,0.8713,0.7779
12,2013-09-12,37,0-5,32.7143,33.2042,27.6162,40.1841,1.3197,1.0933,1.5875,1.2929
12,2013-09-12,37,6-11,24.8571,24.7670,20.3408,29.8818,1.3398,1.1388,1.5839,1.4013
12,2013-09-12,37,12-17,18.8571,18.9673,15.3236,23.1596,1.2281,1.0373,1.4630,1.3504
12,2013-09-12,37,18-44,44.4286,48.0781,40.2454,57.0403,0.6840,0.5929,0.7919,0.7165
12,2013-09-12,37,45-64,35.4286,35.8010,29.6176,42.7876,0.6755,0.5801,0.7917,0.7313
12,2013-09-12,37,65+,18.4286,20.6259,16.8308,25.0742,0.7325,0.6186,0.8694,0.7797
13,2013-09-13,37,0-5,32.4286,33.9440,28.1224,40.7761,1.3322,1.1089,1.6183,1.3281
13,2013-09-13,37,6-11,26.4286,24.5460,20.1507,29.7471,1.3302,1.1311,1.5652,1.4918
13,2013-09-13,37,12-17,19.7143,18.7572,15.1916,22.8855,1.2063,1.0159,1.4310,1.4088
13,2013-09-13,37,18-44,49.0000,47.3944,39.4633,55.9268,0.6795,0.5879,0.7864,0.7558
13,2013-09-13,37,45-64,35.5714,34.5755,28.8710,41.1537,0.6693,0.5737,0.7812,0.7649
13,2013-09-13,37,65+,19.1429,19.8345,16.0876,24.2106,0.7308,0.6157,0.8696,0.8172
14,2013-09-14,37,0-5,33.5714,34.8438,28.8280,41.7969,1.3401,1.1131,1.6291,1.3879
14,2013-09-14,37,6-11,26.0000,24.2841,19.9825,29.3791,1.3130,1.1156,1.5476,1.5207
14,2013-09-14,37,12-17,19.0000,18.3961,14.9934,22.4678,1.1816,0.9967,1.4036,1.4227
14,2013-09-14,37,18-44,52.8571,46.4178,38.8111,54.5748,0.6737,0.5830,0.7800,0.8041
14,2013-09-14,37,45-64,39.1429,33.2922,27.9168,39.9863,0.6647,0.5687,0.7744,0.8256
14,2013-09-14,37,65+,22.0000,19.0711,15.5147,23.2650,0.7322,0.6158,0.8710,0.9058
15,2013-09-15,38,0-5,34.0000,35.8451,29.8264,42.8852,1.3419,1.1102,1.6252,1.3431
15,2013-09-15,38,6-11,25.0000,23.8914,19.6624,28.9070,1.2990,1.1058,1.5329,1.4268
15,2013-09-15,38,12-17,19.0000,17.9150,14.6144,21.9285,1.1670,0.9800,1.3900,1.3396
15,2013-09-15,38,18-44,50.4286,45.4983,38.1621,53.9531,0.6732,0.5806,0.7795,0.7433
15,2013-09-15,38,45-64,34.4286,32.1574,27.0367,38.6858,0.6677,0.5687,0.7824,0.7470
15,2013-09-15,38,65+,20.0000,18.6043,15.1592,22.6877,0.7433,0.6229,0.8898,0.8154
16,2013-09-16,38,0-5,33.7143,36.9563,30.9000,44.0990,1.3322,1.1065,1.6087,1.2682
16,2013-09-16,38,6-11,23.2857,23.5341,19.3154,28.3861,1.2981,1.1005,1.5281,1.3077
16,2013-09-16,38,12-17,18.7143,17.3654,14.1788,21.3333,1.1648,0.9839,1.3837,1.2532
16,2013-09-16,38,18-44,45.1429,44.6581,37.5641,53.2770,0.6809,0.5897,0.7869,0.6744
16,2013-09-16,38,45-64,30.7143,31.3826,26.3030,37.8124,0.6840,0.5847,0.7994,0.6730
16,2013-09-16,38,65+,18.2857,18.3923,14.7932,22.6213,0.7674,0.6434,0.9153,0.7366
17,2013-09-17,38,0-5,39.8571,37.9492,31.8253,45.2289,1.3141,1.0947,1.5816,1.3620
17,2013-09-17,38,6-11,23.1429,23.0473,18.9476,27.8284,1.3045,1.1125,1.5379,1.2658
17,2013-09-17,38,12-17,16.7143,16.7244,13.5420,20.6590,1.1829,1.0043,1.3970,1.1222
17,2013-09-17,38,18-44,40.8571,43.9628,37.1594,52.6567,0.6995,0.6067,0.8085,0.6304
17,2013-09-17,38,45-64,25.8571,31.1659,25.7753,37.6899,0.7172,0.6159,0.8373,0.6002
17,2013-09-17,38,65+,15.7143,18.3888,14.7448,22.7009,0.8102,0.6822,0.9618,0.6534
18,2013-09-18,38,0-5,41.4286,38.4843,32.2356,45.8411,1.2906,1.0734,1.5442,1.4019
18,2013-09-18,38,6-11,23.5714,22.6025,18.4954,27.2821,1.3259,1.1313,1.5638,1.3184
18,2013-09-18,38,12-17,16.0000,16.1076,13.0022,19.9740,1.2216,1.0406,1.4426,1.1415
18,2013-09-18,38,18-44,42.5714,43.6649,36.6370,52.2307,0.7278,0.6313,0.8438,0.6613
18,2013-09-18,38,45-64,26.5714,31.4688,26.0973,38.0124,0.7640,0.6551,0.8972,0.6345
18,2013-09-18,38,65+,16.7143,18.7241,14.8952,23.3501,0.8671,0.7318,1.0318,0.7018
19,2013-09-19,38,0-5,42.0000,38.3260,32.1155,45.6819,1.2668,1.0605,1.5177,1.3888
19,2013-09-19,38,6-11,22.4286,22.0847,17.8916,26.9042,1.3581,1.1626,1.5912,1.3001
19,2013-09-19,38,12-17,15.2857,15.4334,12.4954,19.0435,1.2765,1.0856,1.4982,1.1442
19,2013-09-19,38,18-44,42.2857,43.6729,36.7319,52.2662,0.7661,0.6627,0.8848,0.6677
19,2013-09-19,38,45-64,26.8571,32.5803,27.0857,39.4003,0.8246,0.7032,0.9621,0.6503
19,2013-09-19,38,65+,17.2857,19.1996,15.3488,23.8615,0.9368,0.7866,1.1054,0.7302
20,2013-09-20,38,0-5,42.0000,37.5099,31.6351,44.6922,1.2521,1.0558,1.4942,1.3718
20,2013-09-20,38,6-11,20.1429,21.6413,17.5000,26.4070,1.3984,1.1971,1.6337,1.2640
20,2013-09-20,38,12-17,13.2857,14.8039,11.9996,18.3543,1.3347,1.1375,1.5654,1.1382
20,2013-09-20,38,18-44,41.7143,44.2802,36.9726,53.2575,0.8077,0.6989,0.9317,0.6951
20,2013-09-20,38,45-64,32.0000,34.3135,28.5910,41.7176,0.8874,0.7587,1.0315,0.7100
20,2013-09-20,38,65+,18.8571,19.9789,16.1423,24.6621,1.0077,0.8503,1.1922,0.8068
21,2013-09-21,38,0-5,37.0000,36.1519,30.4159,43.1502,1.2505,1.0473,1.4873,1.2284
21,2013-09-21,38,6-11,19.5714,21.1625,17.2005,25.6799,1.4378,1.2314,1.6829,1.2296
21,2013-09-21,38,12-17,13.2857,14.2501,11.4438,17.6324,1.3891,1.1847,1.6293,1.1526
21,2013-09-21,38,18-44,38.7143,45.5792,37.8633,54.4680,0.8479,0.7324,0.9811,0.6685
21,2013-09-21,38,45-64,32.8571,37.0723,30.8568,44.3821,0.9437,0.8057,1.1052,0.7015
21,2013-09-21,38,65+,17.7143,21.0709,17.1668,25.9678,1.0741,0.9058,1.2654,0.7837
22,2013-09-22,39,0-5,35.4286,34.3371,28.7878,40.9211,1.2418,1.0459,1.4726,1.2731
22,2013-09-22,39,6-11,20.0000,20.6976,16.8053,25.2157,1.4611,1.2544,1.7049,1.3501
22,2013-09-22,39,12-17,12.5714,13.7696,10.9317,16.9898,1.4236,1.2146,1.6723,1.2573
22,2013-09-22,39,18-44,44.4286,47.3334,39.4530,56.5393,0.8755,0.7538,1.0121,0.7628
22,2013-09-22,39,45-64,39.8571,40.2479,33.5844,47.9518,0.9826,0.8366,1.1498,0.8240
22,2013-09-22,39,65+,20.7143,22.3708,18.2203,27.4741,1.1183,0.9444,1.3254,0.9232
23,2013-09-23,39,0-5,34.7143,32.2571,26.8342,38.6515,1.2265,1.0325,1.4577,1.3440
23,2013-09-23,39,6-11,21.2857,20.2925,16.4243,24.7047,1.4589,1.2540,1.7077,1.4948
23,2013-09-23,39,12-17,13.0000,13.2880,10.5195,16.4001,1.4268,1.2201,1.6717,1.3893
23,2013-09-23,39,18-44,50.7143,49.2179,41.1641,58.5141,0.8768,0.7578,1.0143,0.8551
23,2013-09-23,39,45-64,45.2857,43.5637,36.3694,51.4765,0.9841,0.8420,1.1498,0.9354
23,2013-09-23,39,65+,25.1429,23.9122,19.4952,29.0711,1.1200,0.9440,1.3285,1.0677
24,2013-09-24,39,0-5,29.1429,30.0567,24.9696,36.3288,1.2062,1.0203,1.4359,1.2961
24,2013-09-24,39,6-11,20.5714,19.7966,16.0927,24.3124,1.4381,1.2330,1.6794,1.5490
24,2013-09-24,39,12-17,13.8571,12.9265,10.2228,16.0424,1.3988,1.1920,1.6352,1.5387
24,2013-09-24,39,18-44,56.1429,51.0009,42.7725,60.5089,0.8579,0.7400,0.9947,0.9336
24,2013-09-24,39,45-64,55.4286,46.2946,38.7473,55.0242,0.9563,0.8163,1.1197,1.0596
24,2013-09-24,39,65+,30.2857,25.4590,20.7481,30.6765,1.0874,0.9187,1.2903,1.2149
25,2013-09-25,39,0-5,26.7143,28.1024,23.0759,33.9687,1.1841,1.0042,1.4079,1.2479
25,2013-09-25,39,6-11,19.2857,19.4435,15.7528,23.9109,1.4029,1.2037,1.6444,1.4871
25,2013-09-25,39,12-17,13.7143,12.6623,10.0364,15.8651,1.3536,1.1552,1.5880,1.4999
25,2013-09-25,39,18-44,57.2857,52.6573,44.2529,62.6292,0.8263,0.7152,0.9591,0.9104
25,2013-09-25,39,45-64,57.4286,48.6981,40.7511,57.3575,0.9117,0.7817,1.0695,1.0333
25,2013-09-25,39,65+,31.8571,26.9379,21.9878,32.3682,1.0356,0.8764,1.2270,1.1832
26,2013-09-26,39,0-5,23.0000,26.3404,21.7062,31.8649,1.1731,0.9867,1.3929,1.1664
26,2013-09-26,39,6-11,19.1429,19.1803,15.5520,23.5236,1.3709,1.1734,1.6108,1.4443
26,2013-09-26,39,12-17,13.4286,12.6112,10.0160,15.7585,1.3067,1.1131,1.5367,1.4303
26,2013-09-26,39,18-44,58.0000,53.9739,45.3332,63.9519,0.7951,0.6863,0.9228,0.8678
26,2013-09-26,39,45-64,57.1429,50.3652,42.4129,59.6019,0.8677,0.7438,1.0153,0.9757
26,2013-09-26,39,65+,31.2857,28.2024,23.0988,34.3315,0.9854,0.8379,1.1671,1.1013
27,2013-09-27,39,0-5,23.0000,24.9675,20.6384,30.2067,1.1658,0.9799,1.3933,1.1629
27,2013-09-27,39,6-11,19.8571,18.9357,15.3363,23.3608,1.3397,1.1456,1.5681,1.4254
27,2013-09-27,39,12-17,12.5714,12.6433,10.0411,15.8375,1.2680,1.0819,1.4854,1.3253
27,2013-09-27,39,18-44,56.1429,55.0661,46.3523,65.2155,0.7706,0.6653,0.8927,0.8209
27,2013-09-27,39,45-64,53.7143,51.4377,43.4225,60.8650,0.8318,0.7130,0.9699,0.9057
27,2013-09-27,39,65+,31.5714,29.3477,24.1809,35.5752,0.9436,0.7976,1.1145,1.0333
28,2013-09-28,39,0-5,24.1429,23.9720,19.8460,29.0730,1.1632,0.9790,1.3895,1.2030
28,2013-09-28,39,6-11,19.2857,18.7112,15.1563,23.0977,1.3144,1.1233,1.5370,1.3921
28,2013-09-28,39,12-17,12.2857,12.7534,10.1166,15.9207,1.2374,1.0511,1.4571,1.2769
28,2013-09-28,39,18-44,55.5714,55.6208,47.1103,66.3404,0.7518,0.6483,0.8719,0.7987
28,2013-09-28,39,45-64,51.5714,51.8067,43.5945,61.4623,0.8057,0.6896,0.9389,0.8651
28,2013-09-28,39,65+,30.8571,30.2686,24.9234,36.7281,0.9135,0.7731,1.0806,0.9821
29,2013-09-29,40,0-5,23.1429,23.3445,19.2498,28.4314,1.1700,0.9849,1.4023,1.2093
29,2013-09-29,40,6-11,19.7143,18.5026,15.0041,22.7096,1.3014,1.1110,1.5244,1.4173
29,2013-09-29,40,12-17,12.4286,12.8647,10.1965,15.9840,1.2148,1.0354,1.4268,1.2887
29,2013-09-29,40,18-44,56.8571,55.7784,47.3328,66.3681,0.7418,0.6412,0.8596,0.8047
29,2013-09-29,40,45-64,51.5714,51.5650,43.0838,61.1340,0.7911,0.6769,0.9222,0.8656
29,2013-09-29,40,65+,31.0000,30.8552,25.3702,37.2609,0.8992,0.7595,1.0635,0.9769
30,2013-09-30,40,0-5,21.4286,22.9418,18.9070,27.9256,1.1794,0.9898,1.4058,1.1188
30,2013-09-30,40,6-11,17.7143,18.2711,14.7717,22.4644,1.2984,1.1075,1.5237,1.2815
30,2013-09-30,40,12-17,12.1429,12.9544,10.2405,16.1021,1.2020,1.0231,1.4130,1.2041
30,2013-09-30,40,18-44,50.5714,55.4700,46.9960,66.0999,0.7390,0.6375,0.8573,0.7288
30,2013-09-30,40,45-64,47.1429,50.9008,42.9309,60.1381,0.7872,0.6732,0.9201,0.7830
30,2013-09-30,40,65+,27.7143,31.1464,25.8058,37.6659,0.8995,0.7588,1.0636,0.8758
31,2013-10-01,40,0-5,23.1429,22.6247,18.6353,27.6406,1.1921,0.9966,1.4278,1.2260
31,2013-10-01,40,6-11,17.5714,18.0320,14.6242,22.2039,1.3055,1.1142,1.5336,1.3412
31,2013-10-01,40,12-17,13.4286,12.9083,10.2060,16.1100,1.1919,1.0137,1.4003,1.2981
31,2013-10-01,40,18-44,54.1429,54.8744,46.3602,64.8748,0.7413,0.6417,0.8605,0.7755
31,2013-10-01,40,45-64,46.8571,50.0699,42.0744,59.0444,0.7904,0.6780,0.9227,0.8230
31,2013-10-01,40,65+,29.4286,31.2447,25.8192,37.9072,0.9074,0.7662,1.0749,0.9261
32,2013-10-02,40,0-5,24.7143,22.4259,18.5060,27.3689,1.2081,1.0151,1.4426,1.2834
32,2013-10-02,40,6-11,17.7143,17.7931,14.3849,21.8613,1.3161,1.1248,1.5499,1.3613
32,2013-10-02,40,12-17,13.8571,12.6775,10.0383,15.8899,1.1832,1.0037,1.3880,1.3156
32,2013-10-02,40,18-44,53.0000,53.9196,45.5651,64.0022,0.7482,0.6467,0.8672,0.7798
32,2013-10-02,40,45-64,45.8571,49.1418,41.3581,58.1271,0.7976,0.6839,0.9331,0.8206
32,2013-10-02,40,65+,28.8571,31.2444,26.0264,37.8234,0.9223,0.7771,1.0949,0.9212
33,2013-10-03,40,0-5,24.0000,22.2979,18.5023,27.2935,1.2204,1.0232,1.4608,1.2647
33,2013-10-03,40,6-11,16.7143,17.4853,14.1508,21.6463,1.3328,1.1361,1.5598,1.3338
33,2013-10-03,40,12-17,13.5714,12.3393,9.7775,15.4022,1.1742,0.9994,1.3805,1.3018
33,2013-10-03,40,18-44,52.2857,52.6946,44.4500,62.1893,0.7535,0.6515,0.8733,0.7766
33,2013-10-03,40,45-64,45.5714,48.1381,40.6551,56.7183,0.8049,0.6899,0.9404,0.8224
33,2013-10-03,40,65+,29.2857,31.2148,25.9615,37.7704,0.9341,0.7888,1.1105,0.9311
34,2013-10-04,40,0-5,21.4286,22.1932,18.3888,27.1944,1.2447,1.0434,1.4875,1.2254
34,2013-10-04,40,6-11,16.4286,17.3198,13.9442,21.3919,1.3516,1.1494,1.5886,1.3669
34,2013-10-04,40,12-17,13.2857,11.8836,9.3707,14.8887,1.1723,0.9964,1.3764,1.3385
34,2013-10-04,40,18-44,54.5714,51.3302,43.4671,61.1706,0.7622,0.6566,0.8841,0.8117
34,2013-10-04,40,45-64,49.2857,47.3282,40.0483,56.1134,0.8153,0.6956,0.9530,0.8773
34,2013-10-04,40,65+,31.5714,31.1825,25.8367,37.3721,0.9482,0.7987,1.1228,1.0010
35,2013-10-05,40,0-5,21.2857,22.2660,18.4269,27.2022,1.2704,1.0629,1.5135,1.2263
35,2013-10-05,40,6-11,17.4286,17.2113,13.8619,21.1953,1.3769,1.1709,1.6198,1.4002
35,2013-10-05,40,12-17,12.2857,11.3738,8.9438,14.2727,1.1804,1.0075,1.3812,1.2863
35,2013-10-05,40,18-44,53.5714,50.1607,42.6124,59.5361,0.7739,0.6674,0.8979,0.8038
35,2013-10-05,40,45-64,48.0000,46.6681,39.6281,55.6569,0.8275,0.7068,0.9699,0.8640
35,2013-10-05,40,65+,32.0000,31.0940,25.7801,37.3363,0.9609,0.8100,1.1367,0.9968
36,2013-10-06,41,0-5,22.1429,22.4396,18.5130,27.4214,1.2975,1.0921,1.5510,1.1754
36,2013-10-06,41,6-11,15.5714,17.2328,13.8889,21.1232,1.4027,1.1979,1.6442,1.2435
36,2013-10-06,41,12-17,11.4286,10.8679,8.5646,13.6567,1.1931,1.0201,1.3933,1.1478
36,2013-10-06,41,18-44,44.8571,49.0713,41.5670,58.5281,0.7886,0.6822,0.9117,0.7064
36,2013-10-06,41,45-64,41.1429,46.4288,39.2445,55.4918,0.8426,0.7218,0.9857,0.7519
36,2013-10-06,41,65+,29.0000,31.0427,25.7943,37.2236,0.9749,0.8216,1.1528,0.8794
37,2013-10-07,41,0-5,24.4286,22.7675,18.8580,27.8166,1.3315,1.1130,1.5867,1.3320
37,2013-10-07,41,6-11,17.7143,17.2862,14.0042,21.3674,1.4255,1.2182,1.6804,1.4321
37,2013-10-07,41,12-17,11.0000,10.3850,8.1039,13.1419,1.2148,1.0375,1.4215,1.2570
37,2013-10-07,41,18-44,49.5714,48.3706,40.6906,57.8155,0.8037,0.6966,0.9330,0.8139
37,2013-10-07,41,45-64,49.1429,46.5432,39.0560,55.7162,0.8569,0.7343,1.0055,0.8761
37,2013-10-07,41,65+,32.8571,31.0998,25.8161,37.3739,0.9846,0.8311,1.1697,1.0221
38,2013-10-08,41,0-5,22.1429,23.2435,19.1231,28.1266,1.3675,1.1457,1.6286,1.2336
38,2013-10-08,41,6-11,18.1429,17.3847,14.1299,21.4861,1.4557,1.2412,1.7107,1.4045
38,2013-10-08,41,12-17,9.1429,9.9882,7.7608,12.5805,1.2493,1.0659,1.4643,1.1563
38,2013-10-08,41,18-44,46.2857,47.8789,40.3390,57.4402,0.8255,0.7138,0.9566,0.7741
38,2013-10-08,41,45-64,47.7143,46.7892,39.0732,55.6831,0.8775,0.7487,1.0261,0.8386
38,2013-10-08,41,65+,31.7143,30.9516,25.6616,37.4664,0.9927,0.8414,1.1758,0.9821
39,2013-10-09,41,0-5,20.8571,23.7742,19.5594,28.7588,1.3995,1.1759,1.6688,1.2051
39,2013-10-09,41,6-11,18.4286,17.5393,14.3140,21.7491,1.4836,1.2666,1.7391,1.4117
39,2013-10-09,41,12-17,8.0000,9.6990,7.5220,12.3065,1.2925,1.1025,1.5089,1.1173
39,2013-10-09,41,18-44,47.2857,48.0091,40.1058,57.3930,0.8506,0.7342,0.9836,0.7718
39,2013-10-09,41,45-64,46.8571,47.1913,39.1306,56.3388,0.9009,0.7688,1.0518,0.8312
39,2013-10-09,41,65+,30.7143,30.7506,25.2990,36.9039,1.0049,0.8517,1.1852,0.9646
40,2013-10-10,41,0-5,24.7143,24.3542,19.9194,29.4251,1.4254,1.2046,1.6947,1.3359
40,2013-10-10,41,6-11,18.4286,17.6690,14.4012,21.9363,1.5143,1.2996,1.7694,1.4303
40,2013-10-10,41,12-17,7.8571,9.5646,7.4010,12.1252,1.3438,1.1470,1.5760,1.1368
40,2013-10-10,41,18-44,47.0000,48.7494,40.6323,58.1680,0.8772,0.7589,1.0157,0.7927
40,2013-10-10,41,45-64,47.1429,47.8026,39.4086,56.6467,0.9278,0.7926,1.0818,0.8445
40,2013-10-10,41,65+,31.0000,30.4680,25.0911,36.4687,1.0200,0.8648,1.2006,0.9797
41,2013-10-11,41,0-5,27.0000,25.0325,20.4744,30.1666,1.4406,1.2114,1.7107,1.3885
41,2013-10-11,41,6-11,18.4286,17.8344,14.4495,22.0994,1.5434,1.3245,1.8045,1.4176
41,2013-10-11,41,12-17,8.1429,9.5888,7.4652,12.1587,1.3941,1.1877,1.6337,1.1394
41,2013-10-11,41,18-44,46.4286,50.2267,42.1026,59.7791,0.9010,0.7785,1.0441,0.7798
41,2013-10-11,41,45-64,44.0000,48.5656,40.3797,57.9043,0.9505,0.8139,1.1145,0.8141
41,2013-10-11,41,65+,29.0000,30.0654,24.8174,36.0665,1.0295,0.8746,1.2185,0.9337
42,2013-10-12,41,0-5,25.8571,25.5458,20.9887,31.0113,1.4435,1.2144,1.7125,1.3555
42,2013-10-12,41,6-11,17.2857,17.9427,14.4590,22.3662,1.5635,1.3400,1.8265,1.3990
42,2013-10-12,41,12-17,9.0000,9.7114,7.5795,12.4349,1.4337,1.2214,1.6768,1.2253
42,2013-10-12,41,18-44,48.8571,52.3168,43.9626,61.7874,0.9178,0.7911,1.0670,0.8016
42,2013-10-12,41,45-64,45.8571,49.6177,41.4870,58.9730,0.9673,0.8258,1.1301,0.8465
42,2013-10-12,41,65+,28.5714,29.6625,24.5693,35.7690,1.0339,0.8780,1.2164,0.9526
43,2013-10-13,42,0-5,26.8571,25.9511,21.2036,31.4032,1.4266,1.2009,1.6948,1.4693
