Np,L,sigma_rw,resample,day,age_group,true_Rj,Rj_med,Rj_lo,Rj_hi,true_dR,dR_med,dR_lo,dR_hi
100000,16,0.15,every,80,45-64,0.716005,0.7118742999430813,0.6058787415640129,0.8367345404839681,16014.866088,16085.613795609679,14010.04389475938,18495.369823177112
100000,16,0.15,every,80,65+,0.634817,0.631949015460683,0.5437933292501221,0.7320761993737318,3407.283915,3418.414777261438,2955.5971943172626,3941.474686408823
100000,16,0.15,every,81,0-5,0.913513,0.9094221503072465,0.763415111121479,1.0756624264920682,2606.35823,2613.631406283239,2264.04978530691,2996.847783148987
100000,16,0.15,every,81,6-11,0.949472,0.9449955442316131,0.805461068247341,1.105162989022805,1334.966727,1335.9085923759267,1159.8678038571961,1540.1817543619416
100000,16,0.15,every,81,12-17,1.095371,1.0884585649891785,0.9339133797902069,1.2605741102227888,4596.148715,4610.810998522909,4001.399996450171,5292.10378634464
100000,16,0.15,every,81,18-44,0.718448,0.71515898987297,0.6001770306908938,0.8480043284912728,25958.338424,25980.80907275062,22701.231236231513,29967.852121819742
100000,16,0.15,every,81,45-64,0.717947,0.7137625828916003,0.6053680802328337,0.8392881388545137,14999.740158,15047.6315351245,13147.330202819314,17321.60638618935
100000,16,0.15,every,81,65+,0.6372,0.6331091068612614,0.5440618787958061,0.7360965814621586,3208.473716,3222.427383459464,2786.45822519192,3705.810087697697
100000,16,0.15,every,82,0-5,0.912626,0.9053817986573374,0.763654911470192,1.069560563991508,2395.166974,2398.4537273929454,2079.8800420050975,2753.802041580435
100000,16,0.15,every,82,6-11,0.948911,0.9419594799150154,0.8054597584417842,1.1007910220538655,1224.060502,1223.8418362676166,1070.910429947544,1409.6894163032994
100000,16,0.15,every,82,12-17,1.094944,1.0866260953932847,0.9349193121021582,1.261002817541502,4207.792174,4216.677259124117,3662.4388549043797,4845.113271422322
100000,16,0.15,every,82,18-44,0.719661,0.7138556821644715,0.6012020224028828,0.8458548640727981,24200.722704,24272.895531130023,21103.22779132519,27954.530168278143
100000,16,0.15,every,82,45-64,0.71987,0.7142393304101478,0.6069956806187422,0.8401031403020243,14047.381915,14068.088890602812,12232.972592433449,16226.744125981815
100000,16,0.15,every,82,65+,0.639561,0.635007543187261,0.5450976208698857,0.7372627001503987,3020.543563,3029.774549758178,2624.4797617194126,3490.3168891692767
100000,16,0.15,every,83,0-5,0.911765,0.9032571273640779,0.76218174662345,1.0745559988508864,2201.996369,2204.6514913600404,1915.7715068256948,2535.382492751511
100000,16,0.15,every,83,6-11,0.948368,0.9388817854025034,0.8017411539039497,1.1061561095127113,1122.852833,1123.6688632471487,979.5969846104272,1297.3200746672228
100000,16,0.15,every,83,12-17,1.09455,1.0861726966079979,0.9331903243010353,1.2613901188333805,3854.692944,3858.360023565823,3349.4519926444627,4424.751712638419
100000,16,0.15,every,83,18-44,0.720859,0.7128689356729826,0.6000201768146167,0.8519070245735267,22562.72463,22672.648813164793,19711.058453151025,26007.946152454242
100000,16,0.15,every,83,45-64,0.721769,0.7147309902269832,0.6075749186534206,0.8415625369029155,13154.448672,13163.059010095429,11459.4448448224,15187.938015457941
100000,16,0.15,every,83,65+,0.641895,0.6364050103366861,0.547558781869193,0.7398180200120111,2843.054607,2848.958310828428,2466.7075735399267,3279.9318357668235
100000,16,0.15,every,84,0-5,0.91092,0.9033082474612737,0.7616335815674271,1.0710966276742777,2025.209824,2028.861474637175,1768.722716006916,2346.8174810716882
100000,16,0.15,every,84,6-11,0.947834,0.9403992536473162,0.8032021136446665,1.1041764348327814,1030.437079,1033.451445220504,898.4232833832502,1191.4423108552583
100000,16,0.15,every,84,12-17,1.094175,1.0888525530929858,0.9342790303374644,1.2624793748853873,3533.426253,3531.3027020858135,3075.9087510848885,4064.004482879536
100000,16,0.15,every,84,18-44,0.722038,0.7160865206926981,0.6026722294568244,0.8513591177168318,21036.557339,21137.90597607661,18392.74049745314,24382.940966706723
100000,16,0.15,every,84,45-64,0.723639,0.7191794050013816,0.6116527759467796,0.8439333281303676,12317.646236,12338.71266776044,10721.436639914755,14217.67921165144
100000,16,0.15,every,84,65+,0.644198,0.6408182237925527,0.5514224862955158,0.7431351672107002,2675.553738,2678.458776694082,2327.2936162459664,3080.2627623630106
100000,16,0.15,every,85,0-5,0.910081,0.9035926661358734,0.7601628236119138,1.071809322623306,1863.327747,1869.5975692907814,1623.5578086262103,2149.3037851906847
100000,16,0.15,every,85,6-11,0.9473,0.9410961059651,0.8019236225640644,1.105174926781207,945.998449,949.1792404702865,825.2854272718541,1094.8129350468516
100000,16,0.15,every,85,12-17,1.093807,1.0899684522175932,0.9365646871028082,1.2662935494765597,3240.907839,3240.9395646629855,2825.7755834448617,3727.497994577512
100000,16,0.15,every,85,18-44,0.72319,0.7189788380916041,0.6038029432234054,0.8555031360632233,19614.818001,19687.44122331869,17147.57499007322,22723.679821118712
100000,16,0.15,every,85,45-64,0.725476,0.7223325817275801,0.6137574149749553,0.8487532521763156,11533.757881,11537.53762859432,10006.564546210691,13285.599612493534
100000,16,0.15,every,85,65+,0.646468,0.6438975219546831,0.5543785148319693,0.7466665630526913,2517.580922,2520.02424387238,2181.909674156923,2903.4836578064715
100000,16,0.15,every,86,0-5,0.909241,0.9024413979684047,0.7589303844539786,1.0749120383511357,1715.012017,1719.2213195997756,1499.1016284427606,1979.051366567146
100000,16,0.15,every,86,6-11,0.946757,0.9392160103129703,0.8008635294515163,1.1074526146843358,868.803605,870.6078579756431,757.7337903920561,1008.9053621650673
100000,16,0.15,every,86,12-17,1.093435,1.087062525305826,0.9349752295679318,1.2601067989575276,2974.362717,2978.3624546469655,2589.2543312250637,3410.2530830826145
100000,16,0.15,every,86,18-44,0.724313,0.7188619438706252,0.6046444897559533,0.859157602701276,18290.496243,18336.423585448414,15977.804493397474,21102.37097589206
100000,16,0.15,every,86,45-64,0.727275,0.7227582669034023,0.6149769302162857,0.8498925776144086,10799.666217,10815.558205703739,9406.34343271004,12449.956500577275
100000,16,0.15,every,86,65+,0.6487,0.6452322050329619,0.5555432717562944,0.7489788217729065,2368.675246,2368.8782094001654,2056.8521509390557,2728.702183856978
100000,16,0.15,every,87,0-5,0.90839,0.9001336903413687,0.7591207400440082,1.0726878552495367,1579.051949,1582.4003545430023,1379.963668080978,1822.359555185074
100000,16,0.15,every,87,6-11,0.946198,0.9365440034585705,0.8000106050572109,1.1040787568733865,798.191647,798.9197359373793,696.7688339954243,929.5371688562445
100000,16,0.15,every,87,12-17,1.093047,1.0823169112415254,0.9329115464818964,1.256713276275697,2731.295777,2737.7646169732325,2384.278144379845,3137.9835143471137
100000,16,0.15,every,87,18-44,0.7254,0.7179384431863944,0.6047916354456337,0.8587187964956111,17056.975586,17094.88840996381,14869.808662704192,19645.22294927761
100000,16,0.15,every,87,45-64,0.729032,0.7217945292850532,0.614857462962294,0.849937332016614,10112.369144,10137.48473593546,8833.182122623548,11613.565424352884
100000,16,0.15,every,87,65+,0.650892,0.645600488415754,0.5561632792707636,0.7498961326792465,2228.379826,2229.582373629033,1936.8677010623505,2571.659408352163
100000,16,0.15,every,88,0-5,0.907521,0.897607222001134,0.7565362567111982,1.0697362678677622,1454.351632,1459.0101937016007,1269.158857440576,1684.7917739860713
100000,16,0.15,every,88,6-11,0.945615,0.9356145061553276,0.7989434783104773,1.1030576638379035,733.566273,734.3731694407761,640.0015441332944,852.8651953767985
100000,16,0.15,every,88,12-17,1.092636,1.0826981183314617,0.9327855156783352,1.254173299434464,2509.464408,2512.582510992419,2186.655221508583,2881.715180612169
100000,16,0.15,every,88,18-44,0.726449,0.7181619103433801,0.6050496551004859,0.8583807882019702,15908.029376,15939.632767650299,13900.823220157996,18299.34693129547
100000,16,0.15,every,88,45-64,0.730743,0.7229419508151567,0.6157824789263229,0.8522073535308929,9468.990915,9486.82625615457,8290.90958724916,10856.200867658015
100000,16,0.15,every,88,65+,0.65304,0.6469620520066637,0.557984436584121,0.751797423352585,2096.245738,2095.2877733445494,1827.2699049934163,2421.8106550155208
100000,16,0.15,every,89,0-5,0.906628,0.900216056867416,0.758696512889071,1.0714582797422125,1339.91854,1343.6573358257301,1167.6906989165582,1548.3670739317313
100000,16,0.15,every,89,6-11,0.945004,0.9373815075469478,0.7984645060102005,1.104922418865965,674.388904,674.2681827386841,588.8008888172917,781.9819700201042
100000,16,0.15,every,89,12-17,1.092192,1.0832847447292928,0.933465897191765,1.2583423270671583,2306.853268,2311.3373078694567,2011.5856431969441,2653.2233626914676
100000,16,0.15,every,89,18-44,0.727454,0.7214427644615292,0.6061370366432786,0.8631172739778689,14837.812471,14868.170372381806,12975.24634001311,17043.45015145652
100000,16,0.15,every,89,45-64,0.732405,0.7267049698630913,0.6177843700643288,0.856849227972785,8866.789195,8882.49135400122,7752.811525085475,10146.413338535
100000,16,0.15,every,89,65+,0.655142,0.6506462580101247,0.5603632082365818,0.7561247445637156,1971.835097,1970.9550354382955,1716.929638266447,2286.289834371186
100000,16,0.15,every,90,0-5,0.905703,0.8981707165817023,0.7574994171728318,1.0630806925462868,1234.853285,1238.809241679497,1079.2860635481775,1426.9156274897978
100000,16,0.15,every,90,6-11,0.944357,0.9356214252101867,0.7997251783083087,1.0958745957487739,620.172649,619.6434402130544,541.4410177683458,717.7500400543213
100000,16,0.15,every,90,12-17,1.091708,1.0816641790898895,0.9335913130015591,1.2529951936025596,2121.651185,2124.889018101152,1850.0897046790924,2449.6741200336255
100000,16,0.15,every,90,18-44,0.728412,0.7206644063876333,0.6079944566633864,0.8549040575637787,13840.849731,13864.992158322595,12097.24672548566,15969.445591792464
100000,16,0.15,every,90,45-64,0.734015,0.7269664200462194,0.6199244204479738,0.8521619631354054,8303.158879,8315.48451620806,7242.191232615616,9508.544814290479
100000,16,0.15,every,90,65+,0.657195,0.6519722606949669,0.5622948693342147,0.7555604223741851,1854.723408,1853.7856547748088,1616.2962915790267,2136.522226364643
100000,16,0.15,every,91,0-5,0.904742,0.8967765544291998,0.7495987903218961,1.065489083265145,1138.340422,1141.9869882427156,997.9718097038567,1322.0072614864912
100000,16,0.15,every,91,6-11,0.943669,0.9345228091384723,0.7935060356931716,1.0992615404574215,570.476969,568.9861929472536,497.74048497574404,660.6022403524257
100000,16,0.15,every,91,12-17,1.091175,1.0831501166160218,0.9313679459973444,1.2572522799799208,1952.230143,1953.1126629766077,1702.5831714349333,2252.564967652783
100000,16,0.15,every,91,18-44,0.729321,0.7219613781658839,0.604170927729455,0.8600910371463707,12912.022179,12916.80694242753,11266.640984632075,14870.221746720374
100000,16,0.15,every,91,45-64,0.735569,0.7285041633581708,0.6184061621283738,0.8548302750181708,7775.633331,7777.908490171656,6765.667197012808,8888.465213062707
100000,16,0.15,every,91,65+,0.659196,0.6535401881607591,0.5628687698641992,0.7578846912344009,1744.501307,1744.163263696304,1515.7246170578874,2008.7484265109524
100000,16,0.15,every,92,0-5,0.90374,0.8980208303131305,0.7557805881795301,1.068394539944452,1049.640184,1054.5114384156186,918.8467608725186,1217.9903208573814
100000,16,0.15,every,92,6-11,0.942936,0.9373256371604792,0.7994482384990294,1.103691718897863,524.902963,525.4396797595546,455.8718614168465,606.3123934110627
100000,16,0.15,every,92,12-17,1.090589,1.0864210864959696,0.9343400176027464,1.2597868857189503,1797.126258,1798.9214755890425,1567.4340544247534,2074.5972914632875
100000,16,0.15,every,92,18-44,0.730176,0.7255167205893802,0.6101600483804611,0.8656283381732798,12046.551547,12043.68622895144,10519.086799750105,13954.439094442874
100000,16,0.15,every,92,45-64,0.737065,0.733021641158629,0.6209949373808379,0.8628926008241886,7281.883578,7270.0315320719965,6352.348724287935,8344.286945203203
100000,16,0.15,every,92,65+,0.661143,0.6581329762474397,0.5635197820284431,0.764502338622532,1640.775786,1641.1260231263004,1423.7464075506432,1893.993912675709
100000,16,0.15,every,93,0-5,0.902691,0.8980905499955902,0.7567526337034104,1.0653567570873312,968.081065,972.8876234537456,844.7156853904016,1123.5683186289389
100000,16,0.15,every,93,6-11,0.942153,0.9380831343276299,0.8001163532153475,1.1005566704232723,483.089165,483.06325626559556,418.0001652962528,556.3199753426713
100000,16,0.15,every,93,12-17,1.089942,1.0874170766285531,0.9349865780422575,1.2601170908048984,1655.022618,1654.4985086426605,1445.4271744838916,1915.8549272108357
100000,16,0.15,every,93,18-44,0.730974,0.7271297193431017,0.6116660197907973,0.8640421151809112,11239.983776,11239.709748880006,9824.266014348716,13030.937417078763
100000,16,0.15,every,93,45-64,0.738499,0.7351994255864763,0.6230951484628012,0.8625487645294904,6819.71592,6802.250220639631,5959.572047748137,7862.564903483726
100000,16,0.15,every,93,65+,0.663033,0.6604344901501954,0.5667360119598621,0.7662967812635594,1543.17099,1546.6389314853004,1339.42255374277,1786.7612689991365
100000,16,0.15,every,94,0-5,0.901591,0.8959227008331687,0.7528143469850586,1.0646706848369394,893.053167,898.5672252622899,775.7411835808307,1037.527474410599
100000,16,0.15,every,94,6-11,0.941316,0.9364865801911055,0.796648322837056,1.101322633495213,444.707816,445.4917663736269,386.14574472326785,512.0620459252968
100000,16,0.15,every,94,12-17,1.089229,1.0858863098148022,0.9326044688515085,1.2577742550661657,1524.733851,1527.1100460777525,1334.0694953401107,1755.2043557879515
100000,16,0.15,every,94,18-44,0.731714,0.727604519544857,0.6103117845246093,0.8663765699789604,10488.171941,10478.033078673296,9141.129856981337,12126.044456376694
100000,16,0.15,every,94,45-64,0.739869,0.7361209010485227,0.6237804634990082,0.8656066039496919,6387.068348,6376.970318824984,5561.932944828644,7384.989943939727
100000,16,0.15,every,94,65+,0.664866,0.662389879447294,0.5689135775140445,0.7684207197036641,1451.328661,1458.9029287263402,1262.767288524832,1677.0874928224948
100000,16,0.15,every,95,0-5,0.900436,0.8934649210275364,0.7527744761171394,1.0633235313501728,824.002213,827.1190537069924,714.438998691272,956.2766346791759
100000,16,0.15,every,95,6-11,0.940421,0.9330339797097429,0.7951494220704995,1.1005120878884675,409.461528,410.5124356127344,354.0612431038171,474.29919864051044
100000,16,0.15,every,95,12-17,1.088446,1.0798237992982953,0.9302327321269221,1.2535803439741635,1405.19229,1407.4746634736657,1230.4069428027142,1619.1420091865584
100000,16,0.15,every,95,18-44,0.732392,0.7265345913310188,0.6107169856994158,0.8674156349475033,9787.258972,9777.817850478925,8559.349392125383,11335.298469641246
100000,16,0.15,every,95,45-64,0.741173,0.7350864221815853,0.6247688012987033,0.8673775782116355,5982.006074,5976.846606652718,5234.244345593732,6901.1519984854385
100000,16,0.15,every,95,65+,0.666637,0.6620936332727002,0.5695522573660178,0.7692090510283288,1364.908291,1371.2613623460056,1186.4157674627495,1575.5201951610507
100000,16,0.15,every,96,0-5,0.899222,0.8953363079945189,0.7510368994156185,1.0586762140821997,760.424181,762.650187128922,660.5966843858187,884.0321277128533
100000,16,0.15,every,96,6-11,0.939465,0.9340272266510388,0.7942713457201878,1.0949907956993163,377.080302,377.98586440086365,325.67786328680813,437.34969843830913
100000,16,0.15,every,96,12-17,1.087587,1.0791444198102549,0.9286705408100876,1.2503765130683404,1295.435588,1297.9461401780136,1134.8028009103145,1493.3057445192244
100000,16,0.15,every,96,18-44,0.733005,0.7287971275652407,0.6113927231506378,0.8643698748166164,9133.660439,9138.98804658372,7989.6247788686305,10525.982814471237
100000,16,0.15,every,96,45-64,0.742408,0.7372895586783517,0.6253567612152999,0.8669147706915121,5602.716436,5595.862902394962,4882.35337950848,6482.786570187192
100000,16,0.15,every,96,65+,0.668346,0.6644040911299777,0.5713534978067695,0.7715349842173009,1283.587053,1289.7180853800674,1120.3488340735785,1479.1707047655364
100000,16,0.15,every,97,0-5,0.897947,0.889839070618182,0.7520185861885498,1.0580842350702886,701.860473,704.0204730513506,606.8057582965121,813.8697641703766
100000,16,0.15,every,97,6-11,0.938445,0.931028064554648,0.7970049620741184,1.0969435621560788,347.318863,348.1522058106493,299.893894280307,403.97700008330867
100000,16,0.15,every,97,12-17,1.086649,1.0785799293675014,0.9298139323035233,1.2476734977582102,1194.595641,1199.3298800266348,1042.479745925637,1378.8843053202145
100000,16,0.15,every,97,18-44,0.733553,0.7278323719241304,0.6150342593837773,0.8674345960202801,8524.047648,8552.50541125238,7404.079125608318,9851.248675572686
100000,16,0.15,every,97,45-64,0.743572,0.7385823792286348,0.6285717998141196,0.8676573922245545,5247.503381,5238.736331283115,4569.9135040869005,6067.312893792987
100000,16,0.15,every,97,65+,0.66999,0.6654147532460869,0.5727817278440779,0.7728153576802937,1207.059539,1214.2371497837012,1054.0484263636172,1400.0316953814472
100000,16,0.15,every,98,0-5,0.896607,0.8866898963962719,0.7451452201851034,1.0562539891826226,647.893577,649.6734177032486,559.9053242730442,749.7228071370628
100000,16,0.15,every,98,6-11,0.937357,0.9283172838029058,0.7898195447984504,1.093421346261873,319.954262,320.6577353463508,276.263510257937,372.1716651939787
100000,16,0.15,every,98,12-17,1.085628,1.0774369922286138,0.9252678882102344,1.2504177620939212,1101.888713,1104.9872751818039,959.4865418123605,1269.0802032903302
100000,16,0.15,every,98,18-44,0.734032,0.726417247327811,0.6105735148193434,0.8662752481404803,7955.331194,7988.370467103086,6921.236043200828,9185.503171808086
100000,16,0.15,every,98,45-64,0.744663,0.7381222759460702,0.6255760062423085,0.8689376453502027,4914.781706,4906.493062634487,4275.427519728895,5670.0517262313515
100000,16,0.15,every,98,65+,0.671568,0.6653777924171933,0.5707024909958895,0.7744711631971063,1135.037362,1140.8190247497987,989.891859289899,1318.8961262857192
100000,16,0.15,every,99,0-5,0.895199,0.8863555225148412,0.7458815993310588,1.0574485682090224,598.143158,598.7028532610275,520.1654288605787,688.0548289315775
100000,16,0.15,every,99,6-11,0.9362,0.928184911928208,0.7910266236687875,1.0954430415600367,294.783728,295.784204877913,255.26093862205744,340.6822604755871
100000,16,0.15,every,99,12-17,1.08452,1.0775389967823998,0.9281422334835943,1.2495139864130584,1016.606612,1015.8138715743553,888.1924313243944,1171.1935460695531
100000,16,0.15,every,99,18-44,0.73444,0.7274105850203229,0.6118467271935363,0.86892913589584,7424.645107,7445.372570939362,6487.785380607471,8535.36712585017
100000,16,0.15,every,99,45-64,0.74568,0.7392101454603175,0.6271760245736686,0.8707648779990422,4603.071171,4595.762166637462,3993.576988456771,5308.159414989408
100000,16,0.15,every,99,65+,0.673078,0.6672804195138162,0.5735389296650987,0.7751461684822152,1067.248648,1071.2768773556454,928.6486316758092,1242.3846641814453
100000,16,0.15,every,100,0-5,0.893721,0.886009067055973,0.7441600223058709,1.0542611218097644,552.262545,552.3416259952355,480.23956629494205,636.6047972016968
100000,16,0.15,every,100,6-11,0.934972,0.9280776562750465,0.7889019071268313,1.0919256516411737,271.622741,272.2346427086741,235.48847327550175,314.9078424819745
100000,16,0.15,every,100,12-17,1.083323,1.0756463739436577,0.925847802311543,1.2457745369732984,938.108836,938.3805377108511,820.5903216139413,1079.9758302958217
100000,16,0.15,every,100,18-44,0.734777,0.7287087355340117,0.6120734189462144,0.8678298463422696,6929.33166,6949.777973305434,6053.0510242227465,7967.305291578174
100000,16,0.15,every,100,45-64,0.74662,0.739465062277243,0.6278367446490145,0.8711655952775126,4310.990614,4306.646667669527,3739.016103935428,4990.106896961108
100000,16,0.15,every,100,65+,0.674518,0.6678323132849413,0.5739367684626498,0.7766817102560084,1003.437446,1005.0564194387989,875.038751946413,1172.7485262961127
100000,16,0.15,every,101,0-5,0.892172,0.8873486044144989,0.7458310594811112,1.0564404005679413,509.935566,509.35265738121234,444.34826191328466,591.9057513533626
100000,16,0.15,every,101,6-11,0.933669,0.9281817415387736,0.7905635169117835,1.0957521395815626,250.30329,251.23031520703807,216.45487067941576,291.4483267143369
100000,16,0.15,every,101,12-17,1.082034,1.077553886692204,0.9275645726825033,1.2495086315889739,865.815563,864.95041082846,756.0882167911623,995.7707922654226
100000,16,0.15,every,101,18-44,0.735039,0.7305543099797364,0.6142457335377426,0.8727313853357381,6466.926908,6482.832124965265,5660.920250128023,7455.228722706437
100000,16,0.15,every,101,45-64,0.747482,0.7433417622677942,0.6306292149598358,0.8757704631273827,4037.252123,4035.8426237683743,3508.362740044482,4684.883387904149
100000,16,0.15,every,101,65+,0.675888,0.6711228932290683,0.5763808065510768,0.7804325044814355,943.363086,941.1580533730448,821.978016439185,1096.344553562696
100000,16,0.15,every,102,0-5,0.890549,0.8848497639036075,0.7419427213021458,1.0503459749944777,470.873693,470.0552567152772,408.1725858517457,547.4686377439648
100000,16,0.15,every,102,6-11,0.932291,0.9263244111231921,0.7871494960070239,1.0875642973160355,230.67231,231.37269051652402,199.64993419824168,267.893637844827
100000,16,0.15,every,102,12-17,1.080649,1.0740484863780946,0.9265166946837444,1.2423645851431222,799.201407,799.8670733266044,699.5855142048094,922.6663786587305
100000,16,0.15,every,102,18-44,0.735227,0.7304531847818432,0.6129431678923615,0.8672298813535436,6035.146988,6042.973877340555,5292.588326261379,6981.206276600249
100000,16,0.15,every,102,45-64,0.748264,0.7428906882594586,0.6307726715968803,0.8733075944002446,3780.655345,3781.43328870181,3301.8808687212877,4375.955403494183
100000,16,0.15,every,102,65+,0.677185,0.6720849260946918,0.5781483288590568,0.7796113978009085,886.799497,884.6336799415876,772.0388849049341,1027.3856172417873
100000,16,0.15,every,103,0-5,0.88885,0.8817950172153513,0.7405077846284834,1.0473879823564718,434.813468,434.34472824144177,376.1135770257097,505.5822533376049
100000,16,0.15,every,103,6-11,0.930835,0.9237562395880055,0.7858607703653678,1.086034441100818,212.590278,212.83325530495495,183.35407814430073,247.57328160339966
100000,16,0.15,every,103,12-17,1.079168,1.0725697489153316,0.9235331293452743,1.2398038889027208,737.78986,738.8044162555598,644.8058282451238,848.9308986489195
100000,16,0.15,every,103,18-44,0.735338,0.7299381166768973,0.6129956637837763,0.8666511454321418,5631.875185,5643.994716461748,4961.5321173891425,6504.612106457353
100000,16,0.15,every,103,45-64,0.748965,0.743540083414699,0.6305217370538225,0.8727251154456988,3540.081974,3540.0618811468594,3092.131697542267,4080.408631507773
100000,16,0.15,every,103,65+,0.678408,0.6727700954639523,0.5776321997741597,0.7820255662323646,833.534501,830.6188508151099,724.7224020555732,960.4160663649673
100000,16,0.15,every,104,0-5,0.887073,0.878448265514006,0.7379989372786105,1.0439706549357326,401.514187,401.261488402728,346.59398708166555,466.5300885173492
100000,16,0.15,every,104,6-11,0.929301,0.9205189326500385,0.7843961183132958,1.0843624010450266,195.929937,196.27492457535118,168.5638967915438,227.4128701883017
100000,16,0.15,every,104,12-17,1.077588,1.0707733173148593,0.9230052635414526,1.239834548408284,681.148319,683.1620832226472,594.7391996867955,783.2681968936231
100000,16,0.15,every,104,18-44,0.735371,0.7286633921755119,0.6135315744711168,0.8670116975682992,5255.149775,5265.108881693333,4614.906148062088,6065.1629392569885
100000,16,0.15,every,104,45-64,0.749584,0.7442512236352506,0.6322707363521657,0.8723090855180309,3314.490442,3311.5353595884517,2894.7470643301494,3819.341046942398
100000,16,0.15,every,104,65+,0.679557,0.6750205637560023,0.579662991162954,0.7819712030513291,783.369109,780.2767557091429,682.1191082125879,903.8013103628764
100000,16,0.15,every,105,0-5,0.885219,0.8773466804511483,0.736356028975285,1.0373040877700215,370.755798,370.62826557736844,319.94909905153327,431.3701374558732
100000,16,0.15,every,105,6-11,0.927687,0.9194071687972103,0.7817278199116562,1.0769138831484735,180.575156,180.61100357118994,155.88705643545836,209.76344936573878
100000,16,0.15,every,105,12-17,1.075908,1.0675080618765433,0.9203331709742578,1.2365824268882506,628.883674,629.7654310474172,548.495960328728,724.6910824186634
100000,16,0.15,every,105,18-44,0.735325,0.729402237727039,0.6124883222117297,0.8636557032692821,4903.152624,4915.397474610247,4322.205068717711,5666.857827668078
100000,16,0.15,every,105,45-64,0.750119,0.7444415355724849,0.6343698480479477,0.8741250270715158,3102.910852,3101.1534438743256,2709.6357750305906,3560.5157813248225
100000,16,0.15,every,105,65+,0.680629,0.6759409604539595,0.5817665414791597,0.7849289484414784,736.116803,733.5866977241822,639.191595113487,848.1040915448684
100000,16,0.15,every,106,0-5,0.883285,0.8763114077400969,0.7361092183464926,1.0464157502290574,342.337016,342.14603563421406,296.00360761443153,396.91676398878917
100000,16,0.15,every,106,6-11,0.925991,0.9169659755729966,0.7797431585366108,1.0839409431129354,166.419894,166.51901394873857,142.82957910792902,193.78055541496724
100000,16,0.15,every,106,12-17,1.074125,1.0650667505186573,0.9175613468721645,1.235644680511899,580.638349,581.6904338011518,504.4669824335724,671.1956422936637
100000,16,0.15,every,106,18-44,0.735199,0.7281750683586826,0.6121263941693449,0.8710431244053339,4574.198534,4590.922946305014,4028.9139394623694,5268.5053297625855
100000,16,0.15,every,106,45-64,0.750569,0.7439464170955554,0.6321442426689531,0.8765263218208466,2904.440141,2901.5580227547325,2529.694764002145,3338.743904262781
100000,16,0.15,every,106,65+,0.681624,0.6765080647422278,0.580737585453895,0.787386692910537,691.602843,690.0083483739872,599.9298484722967,794.4746489736135
100000,16,0.15,every,107,0-5,0.88127,0.8735794907007781,0.7350183143530279,1.0393224102193883,316.073606,315.815596106695,272.4287981595844,367.3699443563819
100000,16,0.15,every,107,6-11,0.924214,0.9145381872899161,0.7780805045725171,1.0781142128251224,153.367272,153.32872699620202,132.06505307881162,178.3318857755512
100000,16,0.15,every,107,12-17,1.072239,1.0628762312920426,0.916071176408545,1.230401171741791,536.086786,536.3493505686056,464.97033261018805,618.3943907455541
100000,16,0.15,every,107,18-44,0.734992,0.7274048297751502,0.6124053304367947,0.8666889939214322,4266.725293,4277.892756706104,3754.879401244223,4920.485278745182
100000,16,0.15,every,107,45-64,0.750934,0.7432663262134329,0.6328026848219412,0.8741296355578225,2718.237517,2717.068783438299,2373.500935499661,3150.759505920112
100000,16,0.15,every,107,65+,0.682541,0.6763632123340458,0.5822126943332374,0.7860533706088458,649.66358,649.7136847811635,562.4770327588776,747.0065208051819
100000,16,0.15,every,108,0-5,0.879174,0.873420403206347,0.7326756830777311,1.0404501241975845,291.796842,291.49813250196166,252.29018871532753,339.7964304732159
100000,16,0.15,every,108,6-11,0.922355,0.9144055343941613,0.7766499945920623,1.0791730610239973,141.328724,141.2657430227846,121.9024909841828,163.73020828096196
100000,16,0.15,every,108,12-17,1.070249,1.0613084119399119,0.9142156910924195,1.2288348240913167,494.93229,494.77351392712444,428.85417236876674,572.4141593012027
100000,16,0.15,every,108,18-44,0.734703,0.728810294707789,0.6118747758310209,0.8687212195822542,3979.284421,3994.610221467912,3490.581360064447,4595.948297081515
100000,16,0.15,every,108,45-64,0.751212,0.74509558623978,0.6316345032015708,0.8776405265565981,2543.52013,2540.1276579317637,2227.86104427604,2932.2736709713936
100000,16,0.15,every,108,65+,0.683379,0.6782415756104332,0.5813781623815012,0.7892806003835386,610.145792,610.9445774486521,527.8137150529074,707.9709058310837
100000,16,0.15,every,109,0-5,0.876996,0.8675850476257209,0.7312222105814736,1.034421227535331,269.352107,269.16610714199487,233.9688693867065,313.96876584528945
100000,16,0.15,every,109,6-11,0.920412,0.9095952892336638,0.7765924104989324,1.0738198094416844,130.223243,129.91217558877543,111.5547322453931,151.56579799065366
100000,16,0.15,every,109,12-17,1.068153,1.0585345507265924,0.912177005136413,1.227275778397715,456.904218,456.2005107360892,394.93008648976684,529.7571221608669
100000,16,0.15,every,109,18-44,0.734332,0.7257033544950467,0.6129828258747734,0.8658047751260068,3710.532561,3725.3396898349747,3246.0935091499473,4294.804817537777
100000,16,0.15,every,109,45-64,0.751402,0.7429733578329856,0.6321272881558684,0.8750631507402868,2379.559015,2375.077545587439,2076.7385489386506,2746.6855223109014
100000,16,0.15,every,109,65+,0.684136,0.6776100329985255,0.582281727181186,0.7868955789015238,572.906045,573.3725821701228,497.3315323184361,666.593403761799
