day,date,wk,age_group,obs,dR_med,dR_lo,dR_hi,Rj_med,Rj_lo,Rj_hi,Rj_renewal
10,2017-09-12,37,65+,19.1429,18.8935,15.1725,23.1470,0.9078,0.7677,1.0685,0.9938
11,2017-09-13,37,0-5,11.4286,12.4762,9.7234,15.6524,1.2790,1.0685,1.5294,1.2517
11,2017-09-13,37,6-11,20.7143,19.2818,15.6984,23.6767,1.4864,1.2650,1.7489,1.6304
11,2017-09-13,37,12-17,17.7143,16.8733,13.5161,20.8502,1.4110,1.1951,1.6618,1.5496
11,2017-09-13,37,18-44,43.0000,43.0968,35.9475,51.3808,0.8021,0.6906,0.9328,0.8532
11,2017-09-13,37,45-64,35.5714,34.4622,28.7927,41.2668,0.8235,0.7054,0.9618,0.8952
11,2017-09-13,37,65+,19.2857,18.8991,15.2577,23.0504,0.8905,0.7537,1.0509,0.9692
12,2017-09-14,37,0-5,12.5714,12.9910,10.1488,16.3653,1.2729,1.0634,1.5266,1.2890
12,2017-09-14,37,6-11,20.4286,19.3160,15.8763,23.6641,1.4501,1.2293,1.7076,1.5868
12,2017-09-14,37,12-17,17.7143,16.9997,13.7465,20.9927,1.3718,1.1616,1.6242,1.5108
12,2017-09-14,37,18-44,43.8571,43.8328,36.4716,51.9204,0.7856,0.6777,0.9150,0.8437
12,2017-09-14,37,45-64,35.5714,34.5989,29.0553,41.3151,0.8056,0.6908,0.9410,0.8785
12,2017-09-14,37,65+,19.5714,18.9660,15.3160,23.1900,0.8754,0.7417,1.0383,0.9542
13,2017-09-15,37,0-5,15.0000,13.6029,10.8410,17.1829,1.2539,1.0461,1.5146,1.3882
13,2017-09-15,37,6-11,19.8571,19.2708,15.8210,23.5668,1.4111,1.2014,1.6603,1.5485
13,2017-09-15,37,12-17,16.2857,17.0264,13.7006,20.9752,1.3372,1.1343,1.5834,1.4162
13,2017-09-15,37,18-44,45.5714,44.3265,37.1298,52.4965,0.7668,0.6601,0.8963,0.8389
13,2017-09-15,37,45-64,34.1429,34.7272,29.0150,41.5062,0.7871,0.6739,0.9225,0.8542
13,2017-09-15,37,65+,20.0000,19.0680,15.4630,23.3152,0.8622,0.7273,1.0232,0.9387
14,2017-09-16,37,0-5,15.4286,14.2630,11.4313,17.9324,1.2280,1.0231,1.4685,1.3701
14,2017-09-16,37,6-11,18.5714,19.0972,15.7023,23.4173,1.3762,1.1732,1.6197,1.4927
14,2017-09-16,37,12-17,16.4286,16.9698,13.6673,20.8563,1.3086,1.1095,1.5491,1.4210
14,2017-09-16,37,18-44,46.5714,44.6403,37.6541,52.9073,0.7505,0.6448,0.8738,0.8373
14,2017-09-16,37,45-64,35.7143,34.6300,28.9814,41.3271,0.7740,0.6621,0.9042,0.8594
14,2017-09-16,37,65+,20.0000,19.2500,15.7082,23.3082,0.8551,0.7212,1.0148,0.9365
15,2017-09-17,38,0-5,15.0000,14.7915,11.8998,18.5515,1.1981,1.0009,1.4351,1.3024
15,2017-09-17,38,6-11,18.8571,18.8718,15.4602,22.9695,1.3525,1.1532,1.5937,1.4796
15,2017-09-17,38,12-17,18.1429,16.7616,13.6330,20.7404,1.2834,1.0878,1.5148,1.4620
15,2017-09-17,38,18-44,46.5714,44.5220,37.8042,52.7910,0.7383,0.6357,0.8584,0.8134
15,2017-09-17,38,45-64,34.4286,34.5607,29.0437,41.4712,0.7672,0.6579,0.8938,0.8319
15,2017-09-17,38,65+,18.8571,19.4386,15.8409,23.9572,0.8616,0.7242,1.0148,0.8909
16,2017-09-18,38,0-5,17.4286,15.2074,12.2824,19.0082,1.1687,0.9808,1.4059,1.3684
16,2017-09-18,38,6-11,18.5714,18.5279,15.1417,22.5329,1.3391,1.1361,1.5759,1.4590
16,2017-09-18,38,12-17,17.0000,16.5263,13.4288,20.4398,1.2655,1.0746,1.4959,1.3961
16,2017-09-18,38,18-44,45.4286,44.1609,37.1926,52.6582,0.7315,0.6303,0.8508,0.8043
16,2017-09-18,38,45-64,34.2857,34.4723,28.9104,41.3183,0.7670,0.6581,0.8968,0.8184
16,2017-09-18,38,65+,19.4286,19.7217,16.0623,24.2099,0.8726,0.7354,1.0339,0.8910
17,2017-09-19,38,0-5,16.8571,15.4203,12.4192,19.2549,1.1466,0.9550,1.3761,1.2771
17,2017-09-19,38,6-11,17.7143,18.1725,14.8678,22.2164,1.3362,1.1353,1.5684,1.3842
17,2017-09-19,38,12-17,16.8571,16.1691,13.1360,20.0064,1.2537,1.0645,1.4886,1.3487
17,2017-09-19,38,18-44,42.7143,43.7364,36.6515,52.0126,0.7304,0.6292,0.8527,0.7588
17,2017-09-19,38,45-64,32.8571,34.4002,28.8914,41.2648,0.7741,0.6621,0.9082,0.7772
17,2017-09-19,38,65+,18.7143,20.1970,16.4719,24.7573,0.8973,0.7544,1.0588,0.8489
18,2017-09-20,38,0-5,16.8571,15.4699,12.4257,19.1455,1.1293,0.9427,1.3590,1.2490
18,2017-09-20,38,6-11,17.4286,17.8669,14.6441,21.9083,1.3380,1.1371,1.5739,1.3656
18,2017-09-20,38,12-17,15.1429,15.7567,12.7707,19.4261,1.2484,1.0593,1.4814,1.2797
18,2017-09-20,38,18-44,41.8571,43.0251,36.1054,51.2231,0.7340,0.6323,0.8535,0.7465
18,2017-09-20,38,45-64,33.1429,34.4140,28.8505,41.3286,0.7855,0.6728,0.9184,0.7667
18,2017-09-20,38,65+,18.0000,20.9203,17.0692,25.3874,0.9285,0.7808,1.1028,0.8334
19,2017-09-21,38,0-5,15.4286,15.2851,12.2082,18.9408,1.1218,0.9375,1.3468,1.1778
19,2017-09-21,38,6-11,16.7143,17.5367,14.2891,21.5343,1.3448,1.1447,1.5745,1.3423
19,2017-09-21,38,12-17,15.2857,15.2612,12.2943,18.9004,1.2431,1.0558,1.4692,1.2957
19,2017-09-21,38,18-44,41.2857,42.3407,35.4731,50.3539,0.7394,0.6394,0.8588,0.7389
19,2017-09-21,38,45-64,33.0000,34.4298,28.7872,41.0988,0.7978,0.6850,0.9294,0.7683
19,2017-09-21,38,65+,18.0000,21.8301,17.5597,26.5148,0.9617,0.8087,1.1377,0.8370
20,2017-09-22,38,0-5,13.8571,14.9654,11.9919,18.5487,1.1171,0.9322,1.3366,1.1092
20,2017-09-22,38,6-11,17.2857,17.2219,14.0387,21.2263,1.3496,1.1477,1.5851,1.3642
20,2017-09-22,38,12-17,14.2857,14.5910,11.7324,18.1960,1.2295,1.0444,1.4538,1.2791
20,2017-09-22,38,18-44,38.8571,41.5058,34.7778,49.8002,0.7434,0.6391,0.8622,0.7349
20,2017-09-22,38,45-64,34.1429,34.3257,28.5311,41.0292,0.8041,0.6862,0.9359,0.7841
20,2017-09-22,38,65+,19.5714,22.8664,18.5290,27.8303,0.9743,0.8197,1.1572,0.8801
21,2017-09-23,38,0-5,13.7143,14.5462,11.5643,18.0860,1.1099,0.9294,1.3316,1.1312
21,2017-09-23,38,6-11,15.8571,16.9166,13.6970,20.8533,1.3470,1.1500,1.5937,1.3473
21,2017-09-23,38,12-17,13.7143,13.8420,11.0324,17.2177,1.2133,1.0291,1.4265,1.2829
21,2017-09-23,38,18-44,39.1429,40.6260,34.0841,49.1081,0.7403,0.6371,0.8583,0.7547
21,2017-09-23,38,45-64,32.7143,33.9906,28.5439,40.5632,0.7995,0.6849,0.9332,0.8176
21,2017-09-23,38,65+,25.0000,23.6991,19.4603,28.7717,0.9644,0.8147,1.1577,0.9968
22,2017-09-24,39,0-5,14.2857,14.0629,11.0763,17.6711,1.1050,0.9209,1.3253,1.1707
22,2017-09-24,39,6-11,16.0000,16.5336,13.4390,20.3794,1.3426,1.1451,1.5811,1.3678
22,2017-09-24,39,12-17,12.5714,13.0485,10.4107,16.3045,1.1912,1.0139,1.4133,1.2448
22,2017-09-24,39,18-44,38.5714,39.7353,33.5134,47.5241,0.7340,0.6303,0.8535,0.7561
22,2017-09-24,39,45-64,31.4286,33.4679,28.0192,39.6214,0.7896,0.6778,0.9230,0.8128
22,2017-09-24,39,65+,26.2857,24.2824,20.1631,29.1570,0.9504,0.8028,1.1311,1.0096
23,2017-09-25,39,0-5,12.7143,13.5790,10.7590,17.1229,1.0927,0.9080,1.3123,1.1174
23,2017-09-25,39,6-11,15.5714,16.2257,13.1491,20.0638,1.3246,1.1178,1.5640,1.3610
23,2017-09-25,39,12-17,11.7143,12.3164,9.8060,15.4150,1.1546,0.9745,1.3681,1.2322
23,2017-09-25,39,18-44,38.1429,38.8266,32.4853,46.0817,0.7171,0.6120,0.8361,0.7551
23,2017-09-25,39,45-64,31.8571,32.9910,27.5791,38.8799,0.7640,0.6478,0.8895,0.8205
23,2017-09-25,39,65+,27.4286,24.5122,20.2690,30.2431,0.9078,0.7543,1.0769,1.0245
24,2017-09-26,39,0-5,12.2857,13.0894,10.4043,16.4824,1.0743,0.8962,1.2939,1.1400
24,2017-09-26,39,6-11,15.8571,15.9049,12.8461,19.5580,1.2940,1.0924,1.5312,1.4175
24,2017-09-26,39,12-17,11.2857,11.5246,9.1055,14.5007,1.1113,0.9368,1.3204,1.2767
24,2017-09-26,39,18-44,39.4286,37.8737,31.4645,44.7458,0.6894,0.5918,0.8058,0.7911
24,2017-09-26,39,45-64,34.8571,32.5515,27.2595,38.1814,0.7246,0.6183,0.8509,0.8643
24,2017-09-26,39,65+,28.0000,24.3513,20.1649,30.1236,0.8409,0.7019,0.9984,1.0556
25,2017-09-27,39,0-5,12.0000,12.6857,10.0176,15.8960,1.0440,0.8745,1.2583,1.1410
25,2017-09-27,39,6-11,16.1429,15.5726,12.5503,19.1439,1.2457,1.0525,1.4770,1.4388
25,2017-09-27,39,12-17,12.0000,10.7762,8.6062,13.7110,1.0587,0.8893,1.2603,1.3248
25,2017-09-27,39,18-44,39.1429,36.7876,30.3568,44.0313,0.6530,0.5627,0.7625,0.7915
25,2017-09-27,39,45-64,34.5714,31.4147,25.8330,37.1316,0.6776,0.5822,0.8021,0.8613
25,2017-09-27,39,65+,28.0000,23.5869,19.4869,28.8916,0.7767,0.6500,0.9362,1.0411
26,2017-09-28,39,0-5,13.5714,12.3250,9.7755,15.4128,1.0231,0.8468,1.2360,1.2317
26,2017-09-28,39,6-11,17.0000,15.2236,12.3550,18.6244,1.2066,1.0163,1.4405,1.4912
26,2017-09-28,39,12-17,11.4286,10.0249,7.9858,12.8136,1.0072,0.8454,1.1986,1.3192
26,2017-09-28,39,18-44,39.1429,35.3963,29.5198,42.3387,0.6200,0.5317,0.7229,0.8074
26,2017-09-28,39,45-64,35.4286,30.1088,24.9111,35.6026,0.6335,0.5397,0.7477,0.8687
26,2017-09-28,39,65+,28.1429,22.4352,18.2348,27.3189,0.7207,0.5876,0.8759,1.0412
27,2017-09-29,39,0-5,14.0000,12.0391,9.5315,14.9992,1.0117,0.8348,1.2227,1.2577
27,2017-09-29,39,6-11,16.7143,14.8111,12.0462,18.2893,1.1829,0.9919,1.4086,1.4818
27,2017-09-29,39,12-17,12.2857,9.4080,7.3947,12.1310,0.9771,0.8184,1.1678,1.3556
27,2017-09-29,39,18-44,40.4286,33.9031,28.3101,40.7104,0.6020,0.5134,0.7062,0.8059
27,2017-09-29,39,45-64,33.8571,28.2803,23.3582,34.0109,0.6110,0.5181,0.7219,0.8529
27,2017-09-29,39,65+,27.2857,20.8804,17.0826,25.7814,0.6942,0.5774,0.8614,1.0073
28,2017-09-30,39,0-5,12.5714,11.8047,9.3643,14.8297,1.0162,0.8379,1.2276,1.0996
28,2017-09-30,39,6-11,15.8571,14.4010,11.6110,17.8726,1.1738,0.9898,1.3953,1.3236
28,2017-09-30,39,12-17,10.1429,8.8872,6.8959,11.3806,0.9682,0.8086,1.1550,1.1494
28,2017-09-30,39,18-44,34.7143,32.5497,27.5278,39.2375,0.5946,0.5098,0.6936,0.6918
28,2017-09-30,39,45-64,30.2857,26.7297,22.2907,32.1516,0.6000,0.5111,0.7066,0.7223
28,2017-09-30,39,65+,20.4286,19.4065,16.1099,24.9029,0.6834,0.5756,0.8118,0.8117
29,2017-10-01,40,0-5,11.0000,11.6650,9.2270,14.6927,1.0418,0.8615,1.2479,0.9873
29,2017-10-01,40,6-11,13.8571,14.0614,11.2136,17.5432,1.1943,1.0065,1.4185,1.1835
29,2017-10-01,40,12-17,8.4286,8.4040,6.4596,10.7240,0.9841,0.8286,1.1691,1.0160
29,2017-10-01,40,18-44,31.7143,31.4477,26.2767,37.8390,0.6054,0.5207,0.7013,0.6254
29,2017-10-01,40,45-64,27.0000,25.3237,20.4515,30.1372,0.6108,0.5243,0.7121,0.6486
29,2017-10-01,40,65+,16.5714,18.1302,14.8384,22.8972,0.7039,0.5955,0.8230,0.7100
30,2017-10-02,40,0-5,10.1429,11.5999,9.2189,14.5833,1.0961,0.9057,1.3242,0.9172
30,2017-10-02,40,6-11,12.2857,13.7438,11.0668,17.2544,1.2500,1.0546,1.4833,1.0725
30,2017-10-02,40,12-17,7.4286,8.0139,6.1331,10.2027,1.0358,0.8704,1.2323,0.9080
30,2017-10-02,40,18-44,28.0000,30.4176,25.3253,36.6274,0.6407,0.5505,0.7430,0.5558
30,2017-10-02,40,45-64,20.8571,23.7883,19.5273,28.9248,0.6498,0.5557,0.7598,0.5597
30,2017-10-02,40,65+,13.1429,17.2111,14.1686,21.5764,0.7528,0.6328,0.8895,0.6064
31,2017-10-03,40,0-5,10.4286,11.5946,9.2466,14.5203,1.1791,0.9788,1.4202,0.9354
31,2017-10-03,40,6-11,12.1429,13.4959,10.8597,16.9229,1.3326,1.1300,1.5837,1.0649
31,2017-10-03,40,12-17,6.4286,7.6670,5.7929,9.7918,1.1202,0.9425,1.3346,0.8385
31,2017-10-03,40,18-44,24.8571,29.7206,24.6339,35.3126,0.6985,0.5995,0.8180,0.5230
31,2017-10-03,40,45-64,16.4286,22.6107,18.6294,27.5163,0.7157,0.6076,0.8416,0.5069
31,2017-10-03,40,65+,10.5714,16.5371,13.5108,20.7493,0.8370,0.6899,0.9870,0.5443
32,2017-10-04,40,0-5,11.0000,11.6652,9.2551,14.7714,1.2805,1.0671,1.5313,1.0247
32,2017-10-04,40,6-11,12.4286,13.2977,10.6785,16.7486,1.4475,1.2275,1.7201,1.1538
32,2017-10-04,40,12-17,6.0000,7.4052,5.5857,9.5272,1.2381,1.0460,1.4777,0.8859
32,2017-10-04,40,18-44,23.8571,29.1143,23.7410,34.7389,0.7815,0.6692,0.9193,0.5644
32,2017-10-04,40,45-64,16.0000,21.6793,17.5966,26.6221,0.8101,0.6890,0.9721,0.5528
32,2017-10-04,40,65+,11.7143,16.2529,13.1117,20.6594,0.9529,0.8009,1.1389,0.6228
33,2017-10-05,40,0-5,10.2857,11.7629,9.3102,14.8708,1.3923,1.1640,1.6727,1.0619
33,2017-10-05,40,6-11,12.1429,13.1191,10.4406,16.5618,1.5773,1.3485,1.8675,1.2304
33,2017-10-05,40,12-17,6.1429,7.1699,5.4210,9.2162,1.3824,1.1706,1.6405,0.9851
33,2017-10-05,40,18-44,25.2857,28.6180,23.3421,34.3192,0.8801,0.7564,1.0266,0.6177
33,2017-10-05,40,45-64,15.7143,21.2223,17.3753,25.6461,0.9275,0.7892,1.0850,0.6079
33,2017-10-05,40,65+,11.4286,16.2799,12.8267,20.0958,1.1018,0.9136,1.3100,0.6795
34,2017-10-06,40,0-5,9.8571,11.8851,9.4442,15.0121,1.5100,1.2645,1.8042,0.9931
34,2017-10-06,40,6-11,9.8571,13.0198,10.4932,16.3355,1.7247,1.4668,2.0287,1.0582
34,2017-10-06,40,12-17,4.0000,7.0167,5.3215,9.0212,1.5485,1.3122,1.8252,0.7874
34,2017-10-06,40,18-44,20.5714,28.6920,23.5962,33.9980,0.9956,0.8530,1.1579,0.5400
34,2017-10-06,40,45-64,13.0000,21.1351,17.3475,26.2754,1.0632,0.9046,1.2442,0.5243
34,2017-10-06,40,65+,8.5714,16.8233,13.0154,19.9697,1.2669,1.0576,1.5819,0.5778
35,2017-10-07,40,0-5,11.1429,12.0840,9.5561,15.1954,1.5947,1.3364,1.9080,1.2779
35,2017-10-07,40,6-11,13.0000,12.9312,10.3416,16.3461,1.8275,1.5587,2.1455,1.5021
35,2017-10-07,40,12-17,5.4286,6.9491,5.2809,9.1041,1.6809,1.4228,1.9820,1.1825
35,2017-10-07,40,18-44,25.8571,29.2300,24.0616,35.2198,1.0819,0.9271,1.2610,0.7792
35,2017-10-07,40,45-64,18.5714,21.7908,17.7943,26.8417,1.1660,0.9946,1.3622,0.8064
35,2017-10-07,40,65+,14.8571,17.5923,13.6213,20.6153,1.3837,1.1736,1.6356,0.9659
36,2017-10-08,41,0-5,13.7143,12.2098,9.6708,15.3460,1.6336,1.3720,1.9558,1.5983
36,2017-10-08,41,6-11,14.0000,12.8948,10.2839,16.3662,1.8880,1.6122,2.2195,1.7840
36,2017-10-08,41,12-17,6.7143,6.9708,5.2550,9.2350,1.7658,1.4968,2.0833,1.5214
36,2017-10-08,41,18-44,31.8571,30.2366,24.9307,36.5095,1.1328,0.9718,1.3299,0.9860
36,2017-10-08,41,45-64,23.1429,22.8070,18.4265,28.5637,1.2243,1.0475,1.4486,1.0357
36,2017-10-08,41,65+,19.1429,18.5166,14.7453,22.3139,1.4588,1.2202,1.7359,1.2549
37,2017-10-09,41,0-5,14.2857,12.3472,9.7501,15.4420,1.6175,1.3600,1.9334,1.6798
37,2017-10-09,41,6-11,14.7143,12.8490,10.3234,16.3803,1.8860,1.6135,2.2095,1.9197
37,2017-10-09,41,12-17,8.2857,7.0532,5.2409,9.4384,1.7783,1.5091,2.0870,1.7798
37,2017-10-09,41,18-44,36.1429,31.6740,26.0149,38.2053,1.1360,0.9741,1.3227,1.1006
37,2017-10-09,41,45-64,28.0000,24.0801,19.3465,29.5874,1.2288,1.0482,1.4399,1.1881
37,2017-10-09,41,65+,24.0000,19.8922,15.8591,24.3811,1.4493,1.2160,1.7159,1.4599
38,2017-10-10,41,0-5,14.7143,12.4911,9.9097,15.8136,1.5686,1.3154,1.8700,1.6489
38,2017-10-10,41,6-11,14.5714,12.9305,10.3023,16.4502,1.8490,1.5821,2.1609,1.8721
38,2017-10-10,41,12-17,8.5714,7.2577,5.3621,9.6541,1.7424,1.4824,2.0443,1.7630
38,2017-10-10,41,18-44,38.8571,33.5994,27.5896,40.4402,1.1050,0.9475,1.2862,1.1000
38,2017-10-10,41,45-64,31.2857,25.7480,20.9182,31.6486,1.1890,1.0159,1.3880,1.1982
38,2017-10-10,41,65+,27.1429,21.2205,17.0931,26.6115,1.3807,1.1710,1.6331,1.4768
39,2017-10-11,41,0-5,14.2857,12.6999,10.0496,16.0973,1.4954,1.2608,1.7728,1.5365
39,2017-10-11,41,6-11,13.8571,13.1934,10.4683,16.6696,1.7816,1.5211,2.0899,1.7404
39,2017-10-11,41,12-17,8.8571,7.6159,5.6569,9.9961,1.6687,1.4233,1.9595,1.6681
39,2017-10-11,41,18-44,41.4286,36.2553,29.8342,43.8226,1.0446,0.8994,1.2160,1.0377
39,2017-10-11,41,45-64,32.5714,28.0020,22.8150,34.0859,1.1143,0.9542,1.2953,1.1197
39,2017-10-11,41,65+,26.7143,22.7976,18.5566,28.4264,1.2767,1.0741,1.5073,1.3391
40,2017-10-12,41,0-5,14.1429,12.9656,10.2643,16.4011,1.4150,1.1964,1.6798,1.4351
40,2017-10-12,41,6-11,13.2857,13.5437,10.7728,17.0204,1.7075,1.4589,1.9984,1.6133
40,2017-10-12,41,12-17,8.8571,8.1395,6.0994,10.5552,1.5751,1.3474,1.8512,1.5439
40,2017-10-12,41,18-44,41.4286,39.4849,32.7645,47.4422,0.9761,0.8435,1.1355,0.9623
40,2017-10-12,41,45-64,32.5714,30.5438,25.1149,37.0210,1.0298,0.8851,1.2009,1.0357
40,2017-10-12,41,65+,27.5714,24.3253,19.6369,29.7360,1.1626,0.9808,1.3746,1.2439
41,2017-10-13,41,0-5,14.5714,13.2096,10.4772,16.7165,1.3389,1.1274,1.5963,1.4975
41,2017-10-13,41,6-11,15.5714,14.1610,11.2713,17.7089,1.6328,1.3980,1.9154,1.7912
41,2017-10-13,41,12-17,10.7143,8.7492,6.6767,11.2489,1.4794,1.2608,1.7373,1.7296
41,2017-10-13,41,18-44,47.1429,42.9665,35.7227,51.6503,0.9080,0.7826,1.0576,1.0492
41,2017-10-13,41,45-64,39.5714,33.1092,27.2317,40.1820,0.9459,0.8095,1.1027,1.1393
41,2017-10-13,41,65+,31.2857,25.3853,20.5702,30.9563,1.0543,0.8901,1.2459,1.3443
42,2017-10-14,41,0-5,15.1429,13.5013,10.7627,17.0130,1.2826,1.0794,1.5299,1.4380
42,2017-10-14,41,6-11,14.1429,14.9637,11.8425,18.5778,1.5882,1.3494,1.8667,1.6170
42,2017-10-14,41,12-17,10.8571,9.3928,7.2372,12.0072,1.3981,1.1908,1.6430,1.5809
42,2017-10-14,41,18-44,48.2857,46.0814,38.4830,54.9919,0.8535,0.7361,0.9925,0.9597
42,2017-10-14,41,45-64,37.0000,35.2096,29.1259,42.5492,0.8784,0.7528,1.0240,1.0136
42,2017-10-14,41,65+,28.0000,25.9970,21.3147,31.5547,0.9709,0.8209,1.1457,1.1592
43,2017-10-15,42,0-5,13.0000,13.8162,11.0172,17.2913,1.2452,1.0483,1.4779,1.3015
