day,date,wk,age_group,obs,dR_med,dR_lo,dR_hi,Rj_med,Rj_lo,Rj_hi,Rj_renewal
7,2015-09-05,36,45-64,29.0000,28.8497,23.6748,35.2293,0.9380,0.8030,1.0989,1.0353
7,2015-09-05,36,65+,18.7143,18.6160,14.9565,23.0741,1.0188,0.8611,1.2067,1.1581
8,2015-09-06,37,0-5,10.4286,10.5895,8.2202,13.4450,1.2289,1.0269,1.4704,1.3039
8,2015-09-06,37,6-11,13.7143,14.2847,11.2904,17.9212,1.6544,1.4080,1.9489,1.6725
8,2015-09-06,37,12-17,12.5714,11.5046,8.8511,14.4557,1.6160,1.3728,1.9089,1.7862
8,2015-09-06,37,18-44,38.8571,37.6558,31.3377,45.7984,0.8831,0.7559,1.0306,0.9601
8,2015-09-06,37,45-64,30.8571,29.9094,24.5435,36.1652,0.9330,0.7966,1.0929,1.0372
8,2015-09-06,37,65+,20.4286,18.8091,15.1936,23.3616,1.0058,0.8500,1.1952,1.1665
9,2015-09-07,37,0-5,9.1429,10.3582,8.0711,13.3092,1.2332,1.0325,1.4755,1.2146
9,2015-09-07,37,6-11,15.1429,14.9526,11.8383,18.6447,1.6657,1.4141,1.9618,1.6900
9,2015-09-07,37,12-17,13.8571,12.3564,9.4983,15.5913,1.6005,1.3607,1.8930,1.7680
9,2015-09-07,37,18-44,39.4286,38.5068,32.0759,46.5157,0.8799,0.7559,1.0248,0.9311
9,2015-09-07,37,45-64,32.0000,30.7669,25.5308,37.3741,0.9265,0.7935,1.0863,1.0078
9,2015-09-07,37,65+,20.8571,18.9148,15.2776,23.5027,0.9952,0.8409,1.1798,1.1277
10,2015-09-08,37,0-5,10.1429,10.2528,7.9720,13.2358,1.2440,1.0436,1.4824,1.2307
10,2015-09-08,37,6-11,15.5714,15.7720,12.6264,19.4089,1.6720,1.4202,1.9740,1.6295
10,2015-09-08,37,12-17,13.4286,13.1783,10.1945,16.4846,1.5857,1.3475,1.8735,1.6147
10,2015-09-08,37,18-44,38.7143,39.4882,32.6960,47.2765,0.8818,0.7569,1.0251,0.8803
10,2015-09-08,37,45-64,32.1429,31.9570,26.4992,38.8360,0.9269,0.7926,1.0815,0.9359
10,2015-09-08,37,65+,18.8571,19.0314,15.3965,23.5035,0.9923,0.8392,1.1758,1.0194
11,2015-09-09,37,0-5,9.8571,10.2810,7.9913,13.1945,1.2543,1.0545,1.4909,1.1980
11,2015-09-09,37,6-11,16.2857,16.6688,13.3314,20.4136,1.6775,1.4321,1.9771,1.6143
11,2015-09-09,37,12-17,15.2857,13.9087,10.8420,17.3406,1.5688,1.3308,1.8491,1.6402
11,2015-09-09,37,18-44,38.5714,40.5834,33.6114,48.5891,0.8879,0.7652,1.0358,0.8566
11,2015-09-09,37,45-64,32.2857,33.2474,27.3978,40.4376,0.9337,0.7998,1.0917,0.9086
11,2015-09-09,37,65+,18.4286,19.1342,15.5367,23.6131,0.9970,0.8458,1.1821,0.9791
12,2015-09-10,37,0-5,10.2857,10.3329,8.0803,13.2910,1.2649,1.0614,1.5034,1.2163
12,2015-09-10,37,6-11,17.4286,17.5419,14.1011,21.5874,1.6800,1.4328,1.9752,1.6276
12,2015-09-10,37,12-17,15.2857,14.4920,11.4734,18.1595,1.5433,1.3164,1.8198,1.5755
12,2015-09-10,37,18-44,39.0000,41.8807,34.9338,50.0606,0.8935,0.7684,1.0394,0.8452
12,2015-09-10,37,45-64,32.2857,34.7627,28.6660,41.8099,0.9395,0.8039,1.0969,0.8880
12,2015-09-10,37,65+,18.4286,19.3007,15.6010,24.0506,1.0036,0.8521,1.1835,0.9596
13,2015-09-11,37,0-5,10.2857,10.4784,8.1918,13.3272,1.2691,1.0634,1.5084,1.2762
13,2015-09-11,37,6-11,18.5714,18.3663,14.9331,22.5432,1.6733,1.4266,1.9679,1.7174
13,2015-09-11,37,12-17,15.8571,14.8959,11.9019,18.5957,1.5271,1.3016,1.7944,1.6383
13,2015-09-11,37,18-44,44.5714,43.2622,36.0820,51.9899,0.8983,0.7714,1.0462,0.9134
13,2015-09-11,37,45-64,36.7143,36.3565,30.1983,43.5348,0.9456,0.8088,1.1061,0.9584
13,2015-09-11,37,65+,18.5714,19.6150,15.8584,24.3473,1.0114,0.8568,1.1950,1.0085
14,2015-09-12,37,0-5,11.4286,10.6339,8.3479,13.4249,1.2631,1.0626,1.5013,1.3097
14,2015-09-12,37,6-11,19.8571,19.1592,15.6280,23.4039,1.6561,1.4065,1.9427,1.7179
14,2015-09-12,37,12-17,16.4286,15.1476,12.0103,18.8851,1.5047,1.2848,1.7610,1.6074
14,2015-09-12,37,18-44,43.8571,44.9165,37.4823,53.9935,0.8984,0.7744,1.0462,0.8979
14,2015-09-12,37,45-64,36.7143,37.9549,31.5869,45.4615,0.9466,0.8111,1.1081,0.9422
14,2015-09-12,37,65+,20.2857,19.9473,16.2474,24.7288,1.0126,0.8571,1.1958,1.0215
15,2015-09-13,38,0-5,12.4286,10.8176,8.4420,13.5615,1.2483,1.0527,1.4767,1.3620
15,2015-09-13,38,6-11,20.5714,19.7739,16.2270,24.0684,1.6230,1.3823,1.9033,1.7218
15,2015-09-13,38,12-17,14.7143,15.2581,12.1628,18.9292,1.4782,1.2612,1.7358,1.5189
15,2015-09-13,38,18-44,47.1429,46.7002,39.0316,55.6656,0.8934,0.7701,1.0401,0.9146
15,2015-09-13,38,45-64,39.4286,39.5491,33.0139,47.4025,0.9425,0.8067,1.1024,0.9527
15,2015-09-13,38,65+,20.1429,20.3943,16.6816,24.9988,1.0093,0.8565,1.1873,1.0200
16,2015-09-14,38,0-5,12.4286,10.9574,8.5864,13.6226,1.2286,1.0343,1.4671,1.3311
16,2015-09-14,38,6-11,20.8571,20.2803,16.6080,24.6116,1.5883,1.3552,1.8681,1.6893
16,2015-09-14,38,12-17,15.0000,15.2672,12.1264,18.8828,1.4518,1.2387,1.7039,1.5162
16,2015-09-14,38,18-44,48.4286,48.7759,40.8808,57.9375,0.8859,0.7593,1.0354,0.9097
16,2015-09-14,38,45-64,41.4286,41.1547,34.4363,49.2718,0.9344,0.7966,1.0935,0.9562
16,2015-09-14,38,65+,21.1429,20.8853,17.0191,25.6404,1.0004,0.8459,1.1831,1.0290
17,2015-09-15,38,0-5,12.0000,11.0663,8.6964,13.8211,1.2088,1.0172,1.4372,1.3120
17,2015-09-15,38,6-11,21.7143,20.6043,16.7924,24.9027,1.5536,1.3222,1.8277,1.7123
17,2015-09-15,38,12-17,15.4286,15.1976,12.1494,18.8340,1.4218,1.2143,1.6652,1.5493
17,2015-09-15,38,18-44,52.7143,50.8782,42.8279,60.3251,0.8718,0.7495,1.0186,0.9319
17,2015-09-15,38,45-64,44.2857,42.6299,35.5927,50.8340,0.9182,0.7860,1.0748,0.9818
17,2015-09-15,38,65+,21.7143,21.4020,17.4307,26.3621,0.9846,0.8337,1.1567,1.0445
18,2015-09-16,38,0-5,12.0000,11.1222,8.7583,13.9747,1.1888,1.0010,1.4118,1.2885
18,2015-09-16,38,6-11,20.7143,20.7272,16.9485,25.1647,1.5199,1.2921,1.7807,1.6410
18,2015-09-16,38,12-17,15.0000,15.0624,12.0581,18.6912,1.3919,1.1896,1.6307,1.5102
18,2015-09-16,38,18-44,55.0000,53.0169,44.7049,63.0450,0.8589,0.7405,1.0011,0.9224
18,2015-09-16,38,45-64,45.5714,43.8745,36.6908,52.9548,0.9014,0.7735,1.0485,0.9750
18,2015-09-16,38,65+,22.8571,22.0154,17.9577,27.0276,0.9661,0.8208,1.1360,1.0452
19,2015-09-17,38,0-5,11.4286,11.2124,8.8820,14.1235,1.1685,0.9819,1.3875,1.2122
19,2015-09-17,38,6-11,20.4286,20.7146,16.9346,25.2246,1.4820,1.2619,1.7461,1.5690
19,2015-09-17,38,12-17,15.1429,14.8725,11.9657,18.5429,1.3589,1.1627,1.5943,1.4685
19,2015-09-17,38,18-44,53.7143,55.0939,46.4539,65.3081,0.8416,0.7210,0.9802,0.8803
19,2015-09-17,38,45-64,45.5714,44.8884,37.4046,53.8525,0.8787,0.7529,1.0217,0.9373
19,2015-09-17,38,65+,23.2857,22.5696,18.3338,27.9796,0.9427,0.7994,1.1122,1.0119
20,2015-09-18,38,0-5,11.0000,11.2554,8.9445,14.1797,1.1550,0.9698,1.3756,1.1657
20,2015-09-18,38,6-11,20.5714,20.5879,16.7240,25.0581,1.4467,1.2379,1.7015,1.5362
20,2015-09-18,38,12-17,14.2857,14.7559,11.9094,18.3219,1.3315,1.1359,1.5608,1.4103
20,2015-09-18,38,18-44,53.0000,57.1831,48.2615,67.9286,0.8267,0.7106,0.9652,0.8566
20,2015-09-18,38,45-64,46.7143,45.5512,38.0126,54.3038,0.8570,0.7371,0.9990,0.9172
20,2015-09-18,38,65+,23.4286,23.1453,18.6866,28.5319,0.9189,0.7801,1.0798,0.9908
21,2015-09-19,38,0-5,11.1429,11.3351,8.9573,14.1837,1.1359,0.9541,1.3569,1.1805
21,2015-09-19,38,6-11,20.1429,20.2831,16.5116,24.7773,1.4142,1.2078,1.6596,1.5241
21,2015-09-19,38,12-17,13.8571,14.5930,11.7408,18.1367,1.3027,1.1091,1.5245,1.3885
21,2015-09-19,38,18-44,55.5714,59.0049,49.7518,69.6905,0.8079,0.6937,0.9445,0.8600
21,2015-09-19,38,45-64,46.2857,45.6511,38.0847,53.9854,0.8347,0.7160,0.9737,0.9128
21,2015-09-19,38,65+,24.1429,23.4447,18.9532,28.7062,0.8960,0.7616,1.0559,0.9899
22,2015-09-20,39,0-5,10.8571,11.3294,8.9553,14.2066,1.1156,0.9377,1.3282,1.2205
22,2015-09-20,39,6-11,20.2857,19.8728,16.1577,24.2693,1.3752,1.1701,1.6183,1.5787
22,2015-09-20,39,12-17,14.7143,14.4591,11.6411,18.1287,1.2703,1.0830,1.4937,1.4502
22,2015-09-20,39,18-44,63.4286,60.2396,50.7195,70.8315,0.7842,0.6733,0.9170,0.9006
22,2015-09-20,39,45-64,45.5714,45.1488,37.9363,53.6085,0.8095,0.6945,0.9480,0.9335
22,2015-09-20,39,65+,23.7143,23.6989,19.3732,28.7547,0.8726,0.7439,1.0331,0.9889
23,2015-09-21,39,0-5,10.5714,11.3124,8.9339,14.2164,1.0973,0.9175,1.3109,1.2058
23,2015-09-21,39,6-11,19.4286,19.3824,15.7236,23.7326,1.3402,1.1404,1.5787,1.5427
23,2015-09-21,39,12-17,13.8571,14.2366,11.4740,17.9039,1.2352,1.0538,1.4537,1.4048
23,2015-09-21,39,18-44,65.5714,60.4959,51.3611,71.4804,0.7612,0.6522,0.8939,0.8937
23,2015-09-21,39,45-64,45.2857,44.2023,37.3616,52.5494,0.7867,0.6721,0.9203,0.9217
23,2015-09-21,39,65+,23.7143,23.7232,19.4549,28.4851,0.8541,0.7206,1.0119,0.9749
24,2015-09-22,39,0-5,10.8571,11.3504,8.9175,14.2458,1.0828,0.9079,1.2990,1.2090
24,2015-09-22,39,6-11,20.0000,18.8658,15.2581,23.1153,1.3095,1.1166,1.5428,1.5625
24,2015-09-22,39,12-17,15.2857,13.9894,11.3235,17.5789,1.2105,1.0272,1.4295,1.4675
24,2015-09-22,39,18-44,64.4286,60.1945,51.0514,70.7882,0.7429,0.6368,0.8754,0.8981
24,2015-09-22,39,45-64,46.5714,43.1240,36.5066,51.3830,0.7693,0.6587,0.9013,0.9411
24,2015-09-22,39,65+,27.2857,23.7220,19.6032,28.4296,0.8410,0.7102,0.9970,1.0322
25,2015-09-23,39,0-5,10.5714,11.4482,8.9633,14.3098,1.0749,0.9051,1.2871,1.1382
25,2015-09-23,39,6-11,19.0000,18.3225,14.8796,22.3231,1.2939,1.1061,1.5227,1.4575
25,2015-09-23,39,12-17,14.1429,13.6926,11.0430,17.2069,1.1966,1.0160,1.4086,1.3451
25,2015-09-23,39,18-44,60.8571,59.0372,50.1180,69.4195,0.7345,0.6321,0.8587,0.8286
25,2015-09-23,39,45-64,43.0000,42.0443,35.5520,50.0511,0.7642,0.6558,0.8923,0.8604
25,2015-09-23,39,65+,25.0000,23.5194,19.5349,28.4259,0.8466,0.7157,0.9954,0.9369
26,2015-09-24,39,0-5,12.0000,11.5439,9.0398,14.5299,1.0821,0.9079,1.2901,1.2140
26,2015-09-24,39,6-11,18.7143,17.8173,14.4540,21.7366,1.2953,1.1075,1.5238,1.4728
26,2015-09-24,39,12-17,14.7143,13.4150,10.8205,16.7574,1.2016,1.0201,1.4107,1.3776
26,2015-09-24,39,18-44,62.5714,57.5050,48.8938,67.4587,0.7407,0.6361,0.8635,0.8469
26,2015-09-24,39,45-64,43.2857,41.2155,34.4679,49.1567,0.7777,0.6654,0.9079,0.8711
26,2015-09-24,39,65+,25.0000,23.5841,19.4424,28.4581,0.8703,0.7380,1.0262,0.9416
27,2015-09-25,39,0-5,11.8571,11.6640,9.1940,14.7261,1.1051,0.9238,1.3168,1.0897
27,2015-09-25,39,6-11,16.5714,17.2592,14.0313,21.0822,1.3231,1.1285,1.5530,1.2637
27,2015-09-25,39,12-17,11.5714,13.1378,10.4924,16.4066,1.2295,1.0469,1.4408,1.1061
27,2015-09-25,39,18-44,52.5714,55.9129,47.3022,65.7775,0.7654,0.6559,0.8943,0.7049
27,2015-09-25,39,45-64,33.7143,40.8167,34.1224,48.8323,0.8118,0.6945,0.9483,0.7062
27,2015-09-25,39,65+,20.2857,23.7942,19.6790,28.8132,0.9200,0.7805,1.0906,0.7636
28,2015-09-26,39,0-5,11.0000,11.7872,9.3133,14.8724,1.1417,0.9580,1.3571,1.0470
28,2015-09-26,39,6-11,15.0000,16.7539,13.6846,20.5043,1.3689,1.1713,1.6118,1.2162
28,2015-09-26,39,12-17,11.4286,12.8168,10.1857,16.0365,1.2717,1.0871,1.4897,1.1089
28,2015-09-26,39,18-44,51.1429,54.3775,46.2105,64.2938,0.8043,0.6906,0.9382,0.6928
28,2015-09-26,39,45-64,32.8571,40.7404,33.9972,48.9763,0.8621,0.7379,1.0054,0.6945
28,2015-09-26,39,65+,17.5714,24.3328,19.9985,29.3785,0.9960,0.8418,1.1797,0.7262
29,2015-09-27,40,0-5,11.2857,11.8377,9.3620,14.8370,1.1793,0.9932,1.4063,1.0692
29,2015-09-27,40,6-11,15.4286,16.3604,13.3075,20.1095,1.4235,1.2167,1.6726,1.2781
29,2015-09-27,40,12-17,12.0000,12.4618,9.8393,15.5125,1.3198,1.1270,1.5445,1.2189
29,2015-09-27,40,18-44,45.2857,53.3023,45.1571,63.1178,0.8489,0.7282,0.9900,0.7308
29,2015-09-27,40,45-64,39.1429,40.9994,33.9516,49.1099,0.9188,0.7853,1.0711,0.7777
29,2015-09-27,40,65+,21.1429,25.2993,20.8236,30.7053,1.0783,0.9091,1.2804,0.8516
30,2015-09-28,40,0-5,11.8571,11.7460,9.2267,14.7282,1.2177,1.0265,1.4467,1.1478
30,2015-09-28,40,6-11,15.7143,15.9277,12.9432,19.6686,1.4832,1.2693,1.7314,1.3678
30,2015-09-28,40,12-17,11.8571,12.0227,9.4892,15.0014,1.3717,1.1727,1.6062,1.2871
30,2015-09-28,40,18-44,46.1429,52.4455,44.2194,61.9279,0.8979,0.7730,1.0401,0.7870
30,2015-09-28,40,45-64,40.4286,41.5199,34.6084,49.8808,0.9793,0.8401,1.1381,0.8463
30,2015-09-28,40,65+,24.7143,26.6341,21.8639,32.5220,1.1684,0.9848,1.3912,0.9647
31,2015-09-29,40,0-5,11.7143,11.5185,9.1118,14.6090,1.2498,1.0527,1.4823,1.1824
31,2015-09-29,40,6-11,14.2857,15.5285,12.6211,19.1687,1.5334,1.3096,1.7892,1.3733
31,2015-09-29,40,12-17,10.8571,11.5777,9.0949,14.5147,1.4100,1.2080,1.6513,1.2899
31,2015-09-29,40,18-44,48.0000,52.0572,44.0050,61.9376,0.9362,0.8040,1.0907,0.8245
31,2015-09-29,40,45-64,40.4286,41.9804,35.2871,50.3713,1.0283,0.8813,1.2013,0.8946
31,2015-09-29,40,65+,29.1429,28.3829,23.0970,34.2691,1.2427,1.0481,1.4684,1.0681
32,2015-09-30,40,0-5,11.5714,11.3013,8.8895,14.3765,1.2653,1.0636,1.5046,1.2102
32,2015-09-30,40,6-11,14.8571,15.1483,12.2852,18.7697,1.5574,1.3308,1.8182,1.4424
32,2015-09-30,40,12-17,11.1429,11.1336,8.7173,13.9965,1.4251,1.2176,1.6654,1.3382
32,2015-09-30,40,18-44,50.5714,52.2512,44.0654,62.0829,0.9553,0.8198,1.1118,0.8524
32,2015-09-30,40,45-64,40.5714,42.8073,35.9390,51.1861,1.0537,0.9013,1.2279,0.9132
32,2015-09-30,40,65+,28.8571,30.6282,25.0157,36.6659,1.2904,1.0869,1.5259,1.0683
33,2015-10-01,40,0-5,10.0000,11.0726,8.7032,14.0041,1.2528,1.0531,1.4870,1.1340
33,2015-10-01,40,6-11,14.4286,14.8120,12.0066,18.3616,1.5465,1.3222,1.8105,1.4235
33,2015-10-01,40,12-17,10.8571,10.6817,8.3794,13.5134,1.4065,1.2057,1.6445,1.3287
33,2015-10-01,40,18-44,50.4286,52.7186,44.4693,62.4586,0.9469,0.8140,1.1011,0.8404
33,2015-10-01,40,45-64,40.8571,43.7249,36.7612,52.5582,1.0461,0.8976,1.2185,0.9051
33,2015-10-01,40,65+,28.5714,33.1674,27.2252,39.8191,1.2927,1.0862,1.5378,1.0477
34,2015-10-02,40,0-5,11.1429,10.8184,8.5049,13.7098,1.2133,1.0199,1.4436,1.3634
34,2015-10-02,40,6-11,15.5714,14.5557,11.7249,18.2019,1.4995,1.2797,1.7544,1.6903
34,2015-10-02,40,12-17,11.7143,10.2944,8.0380,12.9834,1.3551,1.1555,1.5838,1.5849
34,2015-10-02,40,18-44,63.4286,53.1995,44.6951,62.8380,0.9090,0.7779,1.0573,1.0475
34,2015-10-02,40,45-64,51.7143,44.7581,37.4144,53.3925,1.0042,0.8582,1.1707,1.1437
34,2015-10-02,40,65+,39.4286,35.7689,29.7806,42.8226,1.2456,1.0468,1.4841,1.3616
35,2015-10-03,40,0-5,11.5714,10.5928,8.3406,13.4649,1.1601,0.9756,1.3812,1.3782
35,2015-10-03,40,6-11,16.2857,14.3190,11.5039,18.0427,1.4378,1.2284,1.6829,1.7205
35,2015-10-03,40,12-17,11.5714,9.9488,7.6867,12.6090,1.2958,1.1033,1.5167,1.5864
35,2015-10-03,40,18-44,64.2857,53.2292,44.5319,62.9706,0.8572,0.7364,0.9993,1.0607
35,2015-10-03,40,45-64,55.5714,45.3297,38.1357,53.8885,0.9452,0.8104,1.0986,1.1752
35,2015-10-03,40,65+,47.2857,38.2274,31.8471,45.8873,1.1719,0.9854,1.3883,1.4516
36,2015-10-04,41,0-5,10.7143,10.4937,8.2741,13.2912,1.1133,0.9330,1.3247,1.2168
36,2015-10-04,41,6-11,15.7143,14.2242,11.4003,17.9406,1.3799,1.1776,1.6132,1.5432
36,2015-10-04,41,12-17,10.4286,9.7518,7.5150,12.4374,1.2452,1.0625,1.4571,1.3814
36,2015-10-04,41,18-44,58.2857,53.0324,44.0706,62.4196,0.8106,0.6963,0.9427,0.9254
36,2015-10-04,41,45-64,50.5714,45.8495,38.7491,54.3261,0.8874,0.7604,1.0341,1.0253
36,2015-10-04,41,65+,47.8571,40.4811,33.6828,48.3262,1.0916,0.9199,1.2927,1.2961
37,2015-10-05,41,0-5,10.7143,10.5289,8.2760,13.3412,1.0764,0.9017,1.2809,1.1676
37,2015-10-05,41,6-11,15.0000,14.2714,11.3741,17.8887,1.3370,1.1390,1.5679,1.4527
37,2015-10-05,41,12-17,9.7143,9.6414,7.4779,12.2966,1.2082,1.0308,1.4181,1.2937
37,2015-10-05,41,18-44,56.7143,52.9640,44.2113,62.5497,0.7758,0.6668,0.9040,0.8740
37,2015-10-05,41,45-64,50.4286,46.4360,39.1074,55.2057,0.8435,0.7238,0.9832,0.9664
37,2015-10-05,41,65+,48.0000,41.9975,34.8670,49.8647,1.0261,0.8681,1.2199,1.2152
38,2015-10-06,41,0-5,9.5714,10.6009,8.3047,13.3871,1.0551,0.8868,1.2529,1.0018
38,2015-10-06,41,6-11,13.4286,14.3913,11.4570,17.9115,1.3145,1.1217,1.5416,1.2429
38,2015-10-06,41,12-17,8.2857,9.7293,7.5991,12.4174,1.1984,1.0205,1.4033,1.0820
38,2015-10-06,41,18-44,48.7143,52.9261,44.6017,62.7599,0.7589,0.6547,0.8837,0.7273
38,2015-10-06,41,45-64,42.4286,47.0952,39.5797,55.7423,0.8197,0.7042,0.9541,0.7898
38,2015-10-06,41,65+,38.7143,42.9066,35.7228,51.0140,0.9841,0.8317,1.1658,0.9653
39,2015-10-07,41,0-5,11.2857,10.6492,8.3490,13.4181,1.0498,0.8822,1.2496,1.1334
39,2015-10-07,41,6-11,14.7143,14.4875,11.5846,18.0110,1.3119,1.1173,1.5445,1.3696
39,2015-10-07,41,12-17,8.7143,9.9199,7.6834,12.6027,1.2108,1.0311,1.4149,1.1844
39,2015-10-07,41,18-44,50.2857,53.1493,44.8448,63.0918,0.7601,0.6521,0.8863,0.7963
39,2015-10-07,41,45-64,47.1429,47.3359,40.0506,56.5704,0.8159,0.6985,0.9488,0.8697
39,2015-10-07,41,65+,43.2857,43.0992,36.0463,51.2163,0.9635,0.8104,1.1433,1.0702
40,2015-10-08,41,0-5,11.8571,10.6073,8.2743,13.2739,1.0556,0.8866,1.2595,1.1684
40,2015-10-08,41,6-11,14.8571,14.4811,11.5423,18.1023,1.3237,1.1281,1.5503,1.3911
40,2015-10-08,41,12-17,8.5714,10.1154,7.8632,12.8057,1.2330,1.0499,1.4471,1.1950
40,2015-10-08,41,18-44,49.7143,53.4485,45.0996,63.5307,0.7698,0.6590,0.8954,0.8042
40,2015-10-08,41,45-64,46.8571,47.1890,39.7762,56.3198,0.8208,0.7035,0.9531,0.8755
40,2015-10-08,41,65+,43.7143,42.5567,35.6818,50.7695,0.9549,0.8085,1.1312,1.0784
41,2015-10-09,41,0-5,11.0000,10.4532,8.1759,13.0687,1.0754,0.9014,1.2772,1.1120
41,2015-10-09,41,6-11,13.8571,14.3742,11.4304,18.0559,1.3492,1.1502,1.5817,1.3368
41,2015-10-09,41,12-17,9.8571,10.2921,8.0130,13.0101,1.2687,1.0812,1.4868,1.2449
41,2015-10-09,41,18-44,48.7143,53.7586,45.1518,63.6864,0.7925,0.6764,0.9234,0.7810
41,2015-10-09,41,45-64,44.8571,46.6855,39.4198,55.8230,0.8395,0.7179,0.9786,0.8477
41,2015-10-09,41,65+,40.1429,41.4437,34.6294,49.6195,0.9629,0.8133,1.1397,1.0173
42,2015-10-10,41,0-5,10.1429,10.2473,8.0009,12.8012,1.1013,0.9232,1.3149,1.0671
42,2015-10-10,41,6-11,14.5714,14.2132,11.2476,17.7556,1.3790,1.1768,1.6273,1.3553
42,2015-10-10,41,12-17,9.7143,10.4950,8.2013,13.2483,1.3105,1.1161,1.5357,1.2320
42,2015-10-10,41,18-44,47.5714,54.4901,45.9437,64.6545,0.8177,0.6999,0.9611,0.7659
42,2015-10-10,41,45-64,44.0000,46.1503,38.9816,54.9689,0.8642,0.7383,1.0094,0.8268
42,2015-10-10,41,65+,36.2857,40.1494,33.6755,48.0996,0.9790,0.8265,1.1558,0.9658
43,2015-10-11,42,0-5,9.1429,9.9604,7.8231,12.5330,1.1288,0.9465,1.3462,1.0743
