Np,day,age_group,ess,resampled
100000,124,0-5,67502.55100901099,false
100000,124,6-11,72119.89965217569,false
100000,124,12-17,54130.236801449035,false
100000,124,18-44,61217.67965266656,false
100000,124,45-64,76973.38906715841,false
100000,124,65+,92276.90716704323,false
100000,125,0-5,56746.59550458701,false
100000,125,6-11,62342.51661563758,false
100000,125,12-17,44930.84471474823,true
100000,125,18-44,49542.28673564178,true
100000,125,45-64,63473.84360409089,false
100000,125,65+,79034.97315145888,false
100000,126,0-5,47516.573677876266,true
100000,126,6-11,53706.67581471352,false
100000,126,12-17,92158.07060956096,false
100000,126,18-44,90845.27070934125,false
100000,126,45-64,51848.838092657315,false
100000,126,65+,66090.82723759704,false
100000,127,0-5,93151.31540210742,false
100000,127,6-11,46462.64667709234,true
100000,127,12-17,78796.9576424314,false
100000,127,18-44,75726.30130219381,false
100000,127,45-64,42357.987391239556,true
100000,127,65+,54856.63470397546,false
100000,128,0-5,81243.38162604078,false
100000,128,6-11,94738.33990574648,false
100000,128,12-17,65970.97748615911,false
100000,128,18-44,61541.95739260353,false
100000,128,45-64,91495.70901211897,false
100000,128,65+,45394.6676643456,true
100000,129,0-5,69329.5229385665,false
100000,129,6-11,85072.98433303645,false
100000,129,12-17,54911.06693318266,false
100000,129,18-44,49778.41961560839,true
100000,129,45-64,77121.56811288277,false
100000,129,65+,92323.19140886918,false
100000,130,0-5,58803.24412212815,false
100000,130,6-11,74966.35142237374,false
100000,130,12-17,45720.38929056891,true
100000,130,18-44,90976.69960231512,false
100000,130,45-64,63382.97620432996,false
100000,130,65+,79307.4859506976,false
100000,131,0-5,50068.241459828954,false
100000,131,6-11,65818.06539039973,false
100000,131,12-17,92762.1508303101,false
100000,131,18-44,75854.50705722705,false
100000,131,45-64,51811.05470773787,false
100000,131,65+,66562.45969642817,false
100000,132,0-5,42829.03457384484,true
100000,132,6-11,57865.69074355132,false
100000,132,12-17,80176.45967300687,false
100000,132,18-44,61746.768591043496,false
100000,132,45-64,42368.490288238165,true
100000,132,65+,55483.94235066142,false
100000,133,0-5,94086.57677080447,false
100000,133,6-11,51146.42843225955,false
100000,133,12-17,67856.78292703579,false
100000,133,18-44,49979.84466507657,true
100000,133,45-64,91365.70405901382,false
100000,133,65+,46110.02159125475,true
100000,134,0-5,83322.580412187,false
100000,134,6-11,45207.94768743481,true
100000,134,12-17,57125.76543701891,false
100000,134,18-44,91032.15283201,false
100000,134,45-64,76906.46877670944,false
100000,134,65+,92765.32887231145,false
100000,135,0-5,72589.76267741628,false
100000,135,6-11,96253.76522356785,false
100000,135,12-17,48167.87522772074,true
100000,135,18-44,76140.33554789751,false
100000,135,45-64,63430.41048102271,false
100000,135,65+,80293.50269252084,false
100000,136,0-5,63019.525603447815,false
100000,136,6-11,88882.57142896834,false
100000,136,12-17,93435.52043435331,false
100000,136,18-44,62194.934349060066,false
100000,136,45-64,52119.35120593195,false
100000,136,65+,68057.99854938629,false
100000,137,0-5,54672.28527353381,false
100000,137,6-11,80644.64147740674,false
100000,137,12-17,81668.01888814224,false
100000,137,18-44,50472.61652133653,false
100000,137,45-64,42711.10541408803,true
100000,137,65+,57156.936748530235,false
100000,138,0-5,47201.59321160766,true
100000,138,6-11,72499.95113179661,false
100000,138,12-17,69859.15754295797,false
100000,138,18-44,40899.950304264166,true
100000,138,45-64,91497.0378791938,false
100000,138,65+,47702.43967821865,true
100000,139,0-5,94667.09998543278,false
100000,139,6-11,64965.40312376951,false
100000,139,12-17,59592.860752018074,false
100000,139,18-44,91174.07800544417,false
100000,139,45-64,77259.39215964102,false
100000,139,65+,93004.01680920176,false
100000,140,0-5,85556.76430347584,false
100000,140,6-11,58479.622933922015,false
100000,140,12-17,51010.63448396549,false
100000,140,18-44,76510.4533163483,false
100000,140,45-64,63983.211863792785,false
100000,140,65+,80950.16561422581,false
100000,141,0-5,76166.72855067535,false
100000,141,6-11,52977.46522088218,false
100000,141,12-17,43843.53482865846,true
100000,141,18-44,62635.10412331566,false
100000,141,45-64,52826.49582631659,false
100000,141,65+,69167.5391487735,false
100000,142,0-5,67467.84389979889,false
100000,142,6-11,48078.534764693446,true
100000,142,12-17,94397.33806003901,false
100000,142,18-44,50924.06630148115,false
100000,142,45-64,43509.63656336472,true
100000,142,65+,58671.20415322985,false
100000,143,0-5,59664.64166647452,false
100000,143,6-11,96202.52738738732,false
100000,143,12-17,84082.0464774185,false
100000,143,18-44,41403.80265240028,true
100000,143,45-64,91643.36855385744,false
100000,143,65+,49517.4955741419,true
100000,144,0-5,52722.473191668854,false
100000,144,6-11,90869.89097643025,false
100000,144,12-17,73316.91401892956,false
100000,144,18-44,91502.49121577975,false
100000,144,45-64,77668.44726595194,false
100000,144,65+,93543.96775687864,false
100000,145,0-5,46743.924837502134,true
100000,145,6-11,84038.34045058899,false
100000,145,12-17,63799.3396678986,false
100000,145,18-44,77190.22819652814,false
100000,145,45-64,64594.65435213316,false
100000,145,65+,82330.57320989743,false
100000,146,0-5,96183.70726595455,false
100000,146,6-11,78471.13279906778,false
100000,146,12-17,55861.710090323584,false
100000,146,18-44,63553.73475090709,false
100000,146,45-64,53577.33747275474,false
100000,146,65+,71099.65892594085,false
100000,147,0-5,88833.62692840183,false
100000,147,6-11,72495.92818516548,false
100000,147,12-17,48956.30952818298,true
100000,147,18-44,51947.19770463683,false
100000,147,45-64,44390.929956184176,true
100000,147,65+,61163.23558374733,false
100000,148,0-5,80659.09049700374,false
100000,148,6-11,67545.49717536272,false
100000,148,12-17,95244.93465893729,false
100000,148,18-44,42398.03133589395,true
100000,148,45-64,92029.55509142479,false
100000,148,65+,52483.272965950506,false
100000,149,0-5,72630.75573126317,false
100000,149,6-11,62988.39969191244,false
100000,149,12-17,86860.82313011267,false
100000,149,18-44,91770.05737262417,false
100000,149,45-64,78367.72109779109,false
100000,149,65+,45186.83004819002,true
1000000,1,0-5,998753.2686841319,false
1000000,1,6-11,991440.9074737846,false
1000000,1,12-17,992153.3983809383,false
1000000,1,18-44,997930.2673072988,false
1000000,1,45-64,988194.060577848,false
1000000,1,65+,994884.2439763389,false
1000000,2,0-5,927274.893740213,false
1000000,2,6-11,430396.9418243713,true
1000000,2,12-17,785384.5438372766,false
1000000,2,18-44,856007.3975469713,false
1000000,2,45-64,631932.22828652,false
1000000,2,65+,813793.0988915075,false
1000000,3,0-5,414001.9070587687,true
1000000,3,6-11,29072.085275560534,true
1000000,3,12-17,97322.04383265592,true
1000000,3,18-44,511625.3649646763,false
1000000,3,45-64,281623.6004822132,true
1000000,3,65+,414898.2238287658,true
1000000,4,0-5,631422.5340772318,false
1000000,4,6-11,217277.018366961,true
1000000,4,12-17,399910.8586350551,true
1000000,4,18-44,324499.7897618848,true
1000000,4,45-64,734710.9176920131,false
1000000,4,65+,691117.4744336508,false
1000000,5,0-5,396053.8289804625,true
1000000,5,6-11,615134.7567170026,false
1000000,5,12-17,681212.277270597,false
1000000,5,18-44,863813.7314475337,false
1000000,5,45-64,519358.3470919624,false
1000000,5,65+,410864.02361413295,true
1000000,6,0-5,847683.6783062738,false
1000000,6,6-11,403306.95735296013,true
1000000,6,12-17,460085.49999643356,true
1000000,6,18-44,689783.4554950391,false
1000000,6,45-64,397699.71708921297,true
1000000,6,65+,834601.1778756214,false
1000000,7,0-5,660483.2634618552,false
1000000,7,6-11,848151.1654753794,false
1000000,7,12-17,864516.2612001539,false
1000000,7,18-44,550095.9675985137,false
1000000,7,45-64,903530.5555779643,false
1000000,7,65+,659417.0353694926,false
1000000,8,0-5,517058.43922400527,false
1000000,8,6-11,644369.9269718146,false
1000000,8,12-17,687503.1485181422,false
1000000,8,18-44,441582.3418748826,true
1000000,8,45-64,753867.9730096494,false
1000000,8,65+,526616.5511193261,false
1000000,9,0-5,406605.3583452465,true
1000000,9,6-11,478817.0294776797,true
1000000,9,12-17,539222.1314251063,false
1000000,9,18-44,888098.3589465964,false
1000000,9,45-64,613864.3555041887,false
1000000,9,65+,426341.5289767562,true
1000000,10,0-5,884172.6122814636,false
1000000,10,6-11,848526.8601718043,false
1000000,10,12-17,419831.13167540694,true
1000000,10,18-44,714856.0530687306,false
1000000,10,45-64,495742.9249559815,true
1000000,10,65+,912659.0114368713,false
1000000,11,0-5,708855.0112800165,false
1000000,11,6-11,640393.8198317131,false
1000000,11,12-17,881766.1530068732,false
1000000,11,18-44,569604.0827050068,false
1000000,11,45-64,904395.0768077647,false
1000000,11,65+,774073.8057352894,false
1000000,12,0-5,556245.6431280847,false
1000000,12,6-11,475292.2100366794,true
1000000,12,12-17,703098.1412689239,false
1000000,12,18-44,451991.4625604399,true
1000000,12,45-64,749297.1680987533,false
1000000,12,65+,641234.1253073075,false
1000000,13,0-5,433452.14108599117,true
1000000,13,6-11,851005.2019279826,false
1000000,13,12-17,546885.2910269173,false
1000000,13,18-44,882435.3733631673,false
1000000,13,45-64,601108.5697889565,false
1000000,13,65+,522623.9595691733,false
1000000,14,0-5,884476.1877454292,false
1000000,14,6-11,643499.5977152073,false
1000000,14,12-17,425762.9386403552,true
1000000,14,18-44,720345.4144337095,false
1000000,14,45-64,484274.3614560228,true
1000000,14,65+,428759.41431615077,true
1000000,15,0-5,707726.9574051779,false
1000000,15,6-11,477186.98464007076,true
1000000,15,12-17,877124.2109989258,false
1000000,15,18-44,574545.0037054339,false
1000000,15,45-64,894543.4524384676,false
1000000,15,65+,906815.9284035026,false
1000000,16,0-5,550146.5498960727,false
1000000,16,6-11,850455.7795595119,false
1000000,16,12-17,692843.8501562754,false
1000000,16,18-44,448449.6029454217,true
1000000,16,45-64,728818.4730778132,false
1000000,16,65+,749772.5798955378,false
1000000,17,0-5,427449.6245554106,true
1000000,17,6-11,642999.3527543899,false
1000000,17,12-17,536885.468598318,false
1000000,17,18-44,886291.5245719394,false
1000000,17,45-64,581525.5394616914,false
1000000,17,65+,605557.44604326,false
1000000,18,0-5,877528.7295053789,false
1000000,18,6-11,477684.6944709186,true
1000000,18,12-17,414348.0558958478,true
1000000,18,18-44,712141.1350833888,false
1000000,18,45-64,461855.02775003255,true
1000000,18,65+,485486.0580997378,true
1000000,19,0-5,694843.5639586394,false
1000000,19,6-11,851400.4417832702,false
1000000,19,12-17,869904.7617625308,false
1000000,19,18-44,553344.8705574388,false
1000000,19,45-64,883026.089813115,false
1000000,19,65+,889825.9187181105,false
1000000,20,0-5,540650.3296583043,false
1000000,20,6-11,644313.0540701267,false
1000000,20,12-17,686140.7346103634,false
1000000,20,18-44,435829.0759210782,true
1000000,20,45-64,720084.0272118115,false
1000000,20,65+,734109.4085514537,false
1000000,21,0-5,419615.2854525201,true
1000000,21,6-11,479486.6555360373,true
1000000,21,12-17,531315.409200862,false
1000000,21,18-44,881161.4027565611,false
1000000,21,45-64,574621.7118449544,false
1000000,21,65+,591116.7444690436,false
1000000,22,0-5,875213.6453259808,false
1000000,22,6-11,854130.5755204819,false
1000000,22,12-17,408816.0030966585,true
1000000,22,18-44,705019.2822588561,false
1000000,22,45-64,453678.6677866493,true
1000000,22,65+,468785.9517194839,true
1000000,23,0-5,698181.0661606935,false
1000000,23,6-11,650435.6598846226,false
1000000,23,12-17,875772.4281573374,false
1000000,23,18-44,558966.5416444454,false
1000000,23,45-64,894518.7776360932,false
1000000,23,65+,898677.8812174347,false
1000000,24,0-5,546078.5437029549,false
1000000,24,6-11,487368.81180733565,true
1000000,24,12-17,692362.0239818722,false
1000000,24,18-44,440433.346980841,true
1000000,24,45-64,731957.2840372201,false
1000000,24,65+,740130.1488558847,false
1000000,25,0-5,423476.168692493,true
1000000,25,6-11,859524.188927341,false
1000000,25,12-17,534723.4680605967,false
1000000,25,18-44,877270.3902943456,false
1000000,25,45-64,580660.7256424003,false
1000000,25,65+,590007.127302985,false
1000000,26,0-5,882567.6641818327,false
1000000,26,6-11,662092.4652527786,false
1000000,26,12-17,413878.43092194304,true
1000000,26,18-44,712022.87178633,false
1000000,26,45-64,463949.13151154073,true
1000000,26,65+,474208.41171881644,true
1000000,27,0-5,706253.3506415196,false
1000000,27,6-11,503154.1028062919,false
1000000,27,12-17,875500.6007231937,false
1000000,27,18-44,566127.8694160341,false
1000000,27,45-64,893081.7185207602,false
1000000,27,65+,896734.9025207232,false
1000000,28,0-5,549582.4361023353,false
1000000,28,6-11,383787.8527132812,true
1000000,28,12-17,690887.8675851667,false
1000000,28,18-44,439716.67341940204,true
1000000,28,45-64,726758.6565458166,false
1000000,28,65+,733079.5477173049,false
1000000,29,0-5,425473.7028329756,true
1000000,29,6-11,872357.6439580218,false
1000000,29,12-17,533125.5372105489,false
1000000,29,18-44,879556.9232423481,false
1000000,29,45-64,574918.1048602073,false
1000000,29,65+,580920.3343003197,false
1000000,30,0-5,887125.5321095809,false
1000000,30,6-11,687034.2025856926,false
1000000,30,12-17,414022.7910117836,true
1000000,30,18-44,719299.9655416468,false
1000000,30,45-64,461162.355670911,true
1000000,30,65+,467611.34398757643,true
1000000,31,0-5,715806.3202552272,false
1000000,31,6-11,534623.9368915772,false
1000000,31,12-17,879110.4672901368,false
1000000,31,18-44,575431.068010688,false
1000000,31,45-64,896237.2958702112,false
1000000,31,65+,899374.7308677924,false
1000000,32,0-5,562230.1751924613,false
1000000,32,6-11,419050.3111477296,true
1000000,32,12-17,698094.3347003607,false
1000000,32,18-44,449826.4555203947,true
1000000,32,45-64,732887.3990835233,false
1000000,32,65+,738870.4864877856,false
1000000,33,0-5,439372.1269537262,true
1000000,33,6-11,892360.8225574173,false
1000000,33,12-17,542994.2032454466,false
1000000,33,18-44,883641.376995732,false
1000000,33,45-64,583387.9002835172,false
1000000,33,65+,590157.0087886393,false
1000000,34,0-5,891470.0210419453,false
1000000,34,6-11,728480.693562186,false
1000000,34,12-17,423617.79807069,true
1000000,34,18-44,722691.5420692514,false
1000000,34,45-64,468116.6350729976,true
1000000,34,65+,476065.4710533066,true
1000000,35,0-5,725409.736206658,false
1000000,35,6-11,587517.2608672751,false
1000000,35,12-17,884163.1634665126,false
1000000,35,18-44,581469.0527624236,false
1000000,35,45-64,899755.1082984972,false
1000000,35,65+,903225.0975780742,false
1000000,36,0-5,577709.9241831384,false
1000000,36,6-11,476725.7206865866,true
1000000,36,12-17,708283.1554659401,false
1000000,36,18-44,462050.54695765045,true
1000000,36,45-64,742077.2356394537,false
1000000,36,65+,749472.37613731,false
1000000,37,0-5,458900.5391113304,true
1000000,37,6-11,912182.5950746262,false
1000000,37,12-17,556578.8396944933,false
1000000,37,18-44,893132.5716409101,false
1000000,37,45-64,598083.087237718,false
1000000,37,65+,607438.0015309928,false
1000000,38,0-5,899215.3096756834,false
1000000,38,6-11,770386.0520189069,false
1000000,38,12-17,438135.82103597315,true
1000000,38,18-44,734800.3403203397,false
1000000,38,45-64,483279.5238931772,true
1000000,38,65+,493694.59981934854,true
1000000,39,0-5,741350.5413800419,false
1000000,39,6-11,641541.2452155319,false
1000000,39,12-17,890877.5988435973,false
1000000,39,18-44,594695.0669730625,false
1000000,39,45-64,904122.8733098579,false
1000000,39,65+,908132.7190728984,false
1000000,40,0-5,599244.67185903,false
1000000,40,6-11,535578.3606840726,false
1000000,40,12-17,722082.9895180158,false
1000000,40,18-44,478768.4486020905,true
1000000,40,45-64,751674.3872037099,false
1000000,40,65+,760602.4989730215,false
1000000,41,0-5,483373.0136895135,true
1000000,41,6-11,449239.9668293557,true
1000000,41,12-17,574122.4192787409,false
1000000,41,18-44,901880.7962285044,false
1000000,41,45-64,611147.8779411804,false
1000000,41,65+,623090.9099949843,false
1000000,42,0-5,907134.318447884,false
1000000,42,6-11,929231.4048669455,false
1000000,42,12-17,456599.6691409936,true
1000000,42,18-44,747517.4858230996,false
1000000,42,45-64,495965.15137080953,true
1000000,42,65+,508752.2407817933,false
1000000,43,0-5,758093.655097166,false
1000000,43,6-11,805106.6088366825,false
1000000,43,12-17,898389.6053509112,false
1000000,43,18-44,608595.4542100735,false
1000000,43,45-64,907932.8587704267,false
1000000,43,65+,417179.81456269795,true
1000000,44,0-5,621470.8270719602,false
1000000,44,6-11,683905.6863756848,false
1000000,44,12-17,737415.0583854198,false
1000000,44,18-44,494261.57588592026,true
1000000,44,45-64,760008.0815907379,false
1000000,44,65+,913382.1568470385,false
1000000,45,0-5,507761.4456453658,false
1000000,45,6-11,578756.3640928027,false
1000000,45,12-17,593242.0328557929,false
1000000,45,18-44,906712.4101012404,false
1000000,45,45-64,622200.685263665,false
1000000,45,65+,769857.3247642512,false
1000000,46,0-5,415581.2209368059,true
1000000,46,6-11,489738.7646316358,true
1000000,46,12-17,476604.43334127177,true
1000000,46,18-44,754699.1053602322,false
1000000,46,45-64,507263.4642910289,false
1000000,46,65+,635084.5556244137,false
1000000,47,0-5,914877.1875954402,false
1000000,47,6-11,931817.5911551401,false
1000000,47,12-17,903846.53360813,false
1000000,47,18-44,614631.8980838449,false
1000000,47,45-64,413563.9808244037,true
1000000,47,65+,520816.4905882216,false
1000000,48,0-5,771787.5089350633,false
1000000,48,6-11,809055.0881463825,false
1000000,48,12-17,748319.8453938074,false
1000000,48,18-44,499244.01865798904,true
1000000,48,45-64,910412.147256398,false
1000000,48,65+,426621.23236410535,true
1000000,49,0-5,637216.5600445566,false
1000000,49,6-11,686384.0441202926,false
1000000,49,12-17,607179.5134683845,false
1000000,49,18-44,910143.9325377952,false
1000000,49,45-64,763939.1030572564,false
1000000,49,65+,914533.8189837476,false
1000000,50,0-5,524764.8654756924,false
1000000,50,6-11,578415.9822082445,false
1000000,50,12-17,491575.40378090536,true
1000000,50,18-44,760702.5057561331,false
1000000,50,45-64,627923.9434832288,false
1000000,50,65+,774230.3422486761,false
1000000,51,0-5,432374.88051792816,true
1000000,51,6-11,486373.6562097236,true
1000000,51,12-17,908259.3700406973,false
1000000,51,18-44,621101.8666791833,false
1000000,51,45-64,513306.6310666892,false
1000000,51,65+,641158.9818326462,false
1000000,52,0-5,917084.9100947155,false
1000000,52,6-11,928606.3437606762,false
1000000,52,12-17,756519.3335878423,false
1000000,52,18-44,504525.2888564752,false
1000000,52,45-64,418945.60284079757,true
1000000,52,65+,526065.1739210673,false
1000000,53,0-5,776383.4581004237,false
1000000,53,6-11,800975.2298335904,false
1000000,53,12-17,616350.7652864725,false
1000000,53,18-44,409850.87571544276,true
1000000,53,45-64,910824.3593213699,false
1000000,53,65+,429703.2883319187,true
1000000,54,0-5,642688.6340040889,false
1000000,54,6-11,674454.1216050903,false
1000000,54,12-17,500477.95977756963,false
1000000,54,18-44,910630.2585620732,false
1000000,54,45-64,764639.200504566,false
1000000,54,65+,914643.14763235,false
1000000,55,0-5,530149.8828004608,false
1000000,55,6-11,564339.117770497,false
1000000,55,12-17,406639.60247958056,true
1000000,55,18-44,761700.8669468858,false
1000000,55,45-64,629017.4350299375,false
1000000,55,65+,776304.6384627735,false
1000000,56,0-5,437348.5082368149,true
1000000,56,6-11,471665.29617126414,true
1000000,56,12-17,910748.651389857,false
1000000,56,18-44,621979.5150437292,false
1000000,56,45-64,514771.18486359133,false
1000000,56,65+,644526.2462937916,false
1000000,57,0-5,917377.938516942,false
1000000,57,6-11,925074.9457020311,false
1000000,57,12-17,761267.24168682,false
1000000,57,18-44,504913.1855936505,false
1000000,57,45-64,420203.6796009236,true
1000000,57,65+,528987.2175001532,false
1000000,58,0-5,775951.098516899,false
1000000,58,6-11,793010.0697653791,false
1000000,58,12-17,621859.7774498333,false
1000000,58,18-44,409794.6610156213,true
1000000,58,45-64,910454.8888692567,false
1000000,58,65+,431448.67518462223,true
1000000,59,0-5,640679.2080387939,false
1000000,59,6-11,663288.7419956371,false
1000000,59,12-17,505795.1659277774,false
1000000,59,18-44,910192.88181933,false
1000000,59,45-64,763726.2308474705,false
1000000,59,65+,914137.3034894925,false
1000000,60,0-5,526826.6384892802,false
1000000,60,6-11,551656.2473739217,false
1000000,60,12-17,411291.2631651034,true
1000000,60,18-44,760598.1790279688,false
1000000,60,45-64,627586.9363293953,false
1000000,60,65+,775487.4186196494,false
1000000,61,0-5,433309.96166479995,true
1000000,61,6-11,458527.80098249257,true
1000000,61,12-17,911310.6771597123,false
1000000,61,18-44,620247.6814266937,false
1000000,61,45-64,512793.30507601483,false
1000000,61,65+,644109.5497747201,false
1000000,62,0-5,915919.8609261565,false
1000000,62,6-11,922093.061440712,false
1000000,62,12-17,762808.5133318775,false
1000000,62,18-44,502494.80234215996,false
1000000,62,45-64,418019.55262759555,true
1000000,62,65+,529117.3936466865,false
1000000,63,0-5,772543.2219584456,false
1000000,63,6-11,786794.5589768561,false
1000000,63,12-17,623181.3036262691,false
1000000,63,18-44,406626.32440009306,true
1000000,63,45-64,910492.9712853249,false
1000000,63,65+,431611.67604822275,true
1000000,64,0-5,635717.9689650144,false
1000000,64,6-11,655183.1274310747,false
1000000,64,12-17,506236.44853936177,false
1000000,64,18-44,909666.6459705773,false
1000000,64,45-64,763854.901668645,false
1000000,64,65+,913978.5748192536,false
1000000,65,0-5,521462.51457475434,false
1000000,65,6-11,542716.3569171524,false
1000000,65,12-17,411082.3585073684,true
1000000,65,18-44,759670.2243315182,false
1000000,65,45-64,628212.014575301,false
1000000,65,65+,774774.6696449145,false
1000000,66,0-5,428412.048917449,true
1000000,66,6-11,449610.59763512696,true
1000000,66,12-17,911252.3509146672,false
1000000,66,18-44,619093.5293357966,false
1000000,66,45-64,514329.0637807942,false
1000000,66,65+,643263.0267276418,false
1000000,67,0-5,915196.7286193947,false
1000000,67,6-11,920375.356182595,false
1000000,67,12-17,761793.726400045,false
1000000,67,18-44,500922.95460755733,false
1000000,67,45-64,419933.4136522525,true
1000000,67,65+,528179.3451262126,false
1000000,68,0-5,771097.4603379737,false
1000000,68,6-11,783244.9324687275,false
1000000,68,12-17,621268.6525521716,false
1000000,68,18-44,404806.30841675267,true
1000000,68,45-64,910170.1781336833,false
1000000,68,65+,430580.304070923,true
1000000,69,0-5,633503.1682908579,false
1000000,69,6-11,650406.9450293449,false
1000000,69,12-17,503419.0054249068,false
1000000,69,18-44,909570.3326249402,false
1000000,69,45-64,762693.4380970446,false
1000000,69,65+,913825.5379276457,false
1000000,70,0-5,519006.7976587836,false
1000000,70,6-11,537928.6434802501,false
1000000,70,12-17,407892.1019131241,true
1000000,70,18-44,759426.7844942363,false
1000000,70,45-64,625974.3201942333,false
1000000,70,65+,774566.2181592117,false
1000000,71,0-5,425902.80509185395,true
1000000,71,6-11,445232.97691745264,true
1000000,71,12-17,910505.6310028211,false
1000000,71,18-44,618427.1849288115,false
1000000,71,45-64,511263.0903072648,false
1000000,71,65+,642807.0059694187,false
1000000,72,0-5,914333.3028241365,false
1000000,72,6-11,919359.1409326887,false
1000000,72,12-17,760263.4729226311,false
1000000,72,18-44,500045.41327954584,false
1000000,72,45-64,416401.43791270984,true
1000000,72,65+,527456.1427783688,false
1000000,73,0-5,769019.6068234217,false
1000000,73,6-11,781288.5193708224,false
1000000,73,12-17,619225.5319071903,false
1000000,73,18-44,403880.6320524069,true
1000000,73,45-64,909667.0116212307,false
1000000,73,65+,429645.12715043046,true
1000000,74,0-5,630878.4318613795,false
1000000,74,6-11,648091.1055896414,false
1000000,74,12-17,501457.0711070047,false
1000000,74,18-44,908865.435101843,false
1000000,74,45-64,761632.3907767726,false
1000000,74,65+,913603.7141588792,false
1000000,75,0-5,516116.22736298054,false
1000000,75,6-11,535635.7923327317,false
1000000,75,12-17,406349.15675984195,true
1000000,75,18-44,758193.6501419552,false
1000000,75,45-64,624803.7203575257,false
1000000,75,65+,774234.6609583173,false
1000000,76,0-5,423111.8758971421,true
1000000,76,6-11,443062.90085978765,true
1000000,76,12-17,910409.343587705,false
1000000,76,18-44,617189.6609647347,false
1000000,76,45-64,510073.77302968054,false
1000000,76,65+,643154.582984684,false
1000000,77,0-5,913755.9613015547,false
1000000,77,6-11,919144.6792637772,false
1000000,77,12-17,760384.07016351,false
1000000,77,18-44,498879.6237719293,true
1000000,77,45-64,415062.71666086285,true
1000000,77,65+,528223.5664482616,false
1000000,78,0-5,768218.3632168366,false
1000000,78,6-11,781126.8544636917,false
1000000,78,12-17,619162.5683486046,false
1000000,78,18-44,906930.0777592809,false
1000000,78,45-64,909650.7903132354,false
1000000,78,65+,430770.5855601387,true
1000000,79,0-5,632383.3446855512,false
1000000,79,6-11,649787.6285091921,false
1000000,79,12-17,501551.43018681736,false
1000000,79,18-44,754607.2497220563,false
1000000,79,45-64,762649.7981998858,false
1000000,79,65+,916307.678442916,false
1000000,80,0-5,518333.32568034786,false
1000000,80,6-11,537774.4476187766,false
1000000,80,12-17,406413.3545767876,true
1000000,80,18-44,613914.8108225801,false
1000000,80,45-64,625922.5545487229,false
1000000,80,65+,777557.7728248886,false
1000000,81,0-5,423461.24722327926,true
1000000,81,6-11,443538.5252490499,true
1000000,81,12-17,909363.1205325556,false
1000000,81,18-44,496471.8636206294,true
1000000,81,45-64,509561.84392621205,false
1000000,81,65+,643428.9089048313,false
1000000,82,0-5,911308.0920127768,false
1000000,82,6-11,916877.8180813667,false
1000000,82,12-17,757664.2205327431,false
1000000,82,18-44,906644.3647667455,false
1000000,82,45-64,413427.34126738866,true
1000000,82,65+,526138.823990776,false
1000000,83,0-5,766530.1364579841,false
1000000,83,6-11,779470.5648840712,false
1000000,83,12-17,616710.6223795632,false
1000000,83,18-44,753324.1434498912,false
1000000,83,45-64,912378.6848807292,false
1000000,83,65+,429649.66322234547,true
1000000,84,0-5,632290.0456942468,false
1000000,84,6-11,650032.3125673325,false
1000000,84,12-17,500197.6662452973,false
1000000,84,18-44,612255.0014158139,false
1000000,84,45-64,766481.2871827574,false
1000000,84,65+,917453.9371120689,false
1000000,85,0-5,518104.67158721335,false
1000000,85,6-11,537996.3522884852,false
1000000,85,12-17,405500.26041976153,true
1000000,85,18-44,495250.4409658496,true
1000000,85,45-64,627364.061241846,false
1000000,85,65+,778436.3423405128,false
1000000,86,0-5,422675.44388564647,true
1000000,86,6-11,442957.9354749438,true
1000000,86,12-17,909213.2241291794,false
1000000,86,18-44,906900.1079811997,false
1000000,86,45-64,509135.74628602184,false
1000000,86,65+,643436.2210965635,false
1000000,87,0-5,914652.8980253679,false
1000000,87,6-11,919824.894801172,false
1000000,87,12-17,758854.6119358169,false
1000000,87,18-44,753474.4225766965,false
1000000,87,45-64,414114.6482446918,true
1000000,87,65+,527055.4421996522,false
1000000,88,0-5,771502.0464974125,false
1000000,88,6-11,784425.2403613864,false
1000000,88,12-17,618812.107388169,false
1000000,88,18-44,611515.9481083622,false
1000000,88,45-64,912497.081824812,false
1000000,88,65+,431270.2282353494,true
1000000,89,0-5,634667.5757909515,false
1000000,89,6-11,653127.2487635332,false
1000000,89,12-17,502304.3907742586,false
1000000,89,18-44,494227.7680543696,true
1000000,89,45-64,766020.4089977455,false
1000000,89,65+,916582.0418437836,false
1000000,90,0-5,517493.23811678775,false
1000000,90,6-11,538779.2097202827,false
1000000,90,12-17,407312.7354992868,true
1000000,90,18-44,907976.7599191791,false
1000000,90,45-64,626501.4943073747,false
1000000,90,65+,777081.9135759807,false
1000000,91,0-5,422739.0438860194,true
1000000,91,6-11,444823.9055556785,true
1000000,91,12-17,910277.6305565444,false
1000000,91,18-44,755075.8860868296,false
1000000,91,45-64,509754.45126460685,false
1000000,91,65+,643975.932944628,false
1000000,92,0-5,915263.6817448963,false
1000000,92,6-11,920471.911556165,false
1000000,92,12-17,760839.080082534,false
1000000,92,18-44,612081.894885958,false
1000000,92,45-64,415146.75658402813,true
1000000,92,65+,529067.428373235,false
1000000,93,0-5,771572.3222539993,false
1000000,93,6-11,784213.4784351002,false
1000000,93,12-17,620801.386194876,false
1000000,93,18-44,493170.53989267896,true
1000000,93,45-64,909977.9623610551,false
1000000,93,65+,432837.0833875246,true
1000000,94,0-5,634154.6221556413,false
1000000,94,6-11,652294.4307250369,false
