day,date,wk,age_group,obs,dR_med,dR_lo,dR_hi,Rj_med,Rj_lo,Rj_hi,Rj_renewal
15,2011-09-11,38,12-17,37.8571,40.3719,33.7884,47.9607,1.2843,1.0950,1.5145,1.2468
15,2011-09-11,38,18-44,95.0000,98.3243,84.0341,115.7730,0.7065,0.6123,0.8216,0.7012
15,2011-09-11,38,45-64,57.4286,62.3492,53.1517,73.7460,0.6953,0.5984,0.8087,0.6760
15,2011-09-11,38,65+,28.4286,31.4293,26.4841,37.9728,0.7151,0.6091,0.8382,0.6982
16,2011-09-12,38,0-5,52.0000,49.4543,41.7328,58.5907,1.2246,1.0310,1.4518,1.2941
16,2011-09-12,38,6-11,51.2857,50.1911,42.5375,60.1211,1.4249,1.2236,1.6634,1.4305
16,2011-09-12,38,12-17,38.8571,39.7693,33.0605,47.4827,1.3726,1.1702,1.6197,1.2893
16,2011-09-12,38,18-44,94.1429,98.4845,83.8684,116.1468,0.7575,0.6562,0.8794,0.7109
16,2011-09-12,38,45-64,57.7143,61.1700,51.4894,72.7494,0.7559,0.6509,0.8810,0.6901
16,2011-09-12,38,65+,28.0000,30.3621,25.3570,36.5012,0.7767,0.6624,0.9085,0.7119
17,2011-09-13,38,0-5,51.5714,48.1264,40.5538,57.0082,1.2540,1.0604,1.4876,1.2874
17,2011-09-13,38,6-11,52.1429,49.3475,41.8085,58.8063,1.4833,1.2701,1.7311,1.4472
17,2011-09-13,38,12-17,38.4286,39.6031,33.1301,47.1332,1.4791,1.2597,1.7358,1.2868
17,2011-09-13,38,18-44,96.5714,99.8362,84.7547,117.9426,0.8188,0.7070,0.9553,0.7114
17,2011-09-13,38,45-64,54.1429,61.3448,51.3296,73.1226,0.8320,0.7181,0.9710,0.6819
17,2011-09-13,38,65+,26.2857,29.8126,24.6970,35.7665,0.8552,0.7314,1.0031,0.6969
18,2011-09-14,38,0-5,46.7143,46.5198,39.2466,55.2080,1.2847,1.0914,1.5179,1.2049
18,2011-09-14,38,6-11,47.4286,48.2365,40.8828,57.5429,1.5458,1.3304,1.8035,1.3663
18,2011-09-14,38,12-17,36.1429,39.8384,33.3508,47.4841,1.5877,1.3576,1.8582,1.2515
18,2011-09-14,38,18-44,96.5714,103.2948,87.3138,122.2241,0.8832,0.7639,1.0281,0.6973
18,2011-09-14,38,45-64,54.8571,63.1484,53.0384,74.7730,0.9145,0.7881,1.0598,0.6766
18,2011-09-14,38,65+,24.1429,29.8289,24.4984,36.0854,0.9430,0.8079,1.1016,0.6800
19,2011-09-15,38,0-5,44.5714,44.6635,37.6315,52.8589,1.3171,1.1190,1.5505,1.1743
19,2011-09-15,38,6-11,44.1429,47.2998,40.0114,55.9046,1.5990,1.3785,1.8549,1.3207
19,2011-09-15,38,12-17,33.5714,40.5945,33.8285,48.3214,1.6869,1.4481,1.9630,1.2183
19,2011-09-15,38,18-44,95.0000,108.5758,91.6307,127.3632,0.9448,0.8136,1.0916,0.6922
19,2011-09-15,38,45-64,55.4286,66.5914,56.3845,79.2283,0.9906,0.8540,1.1509,0.6794
19,2011-09-15,38,65+,24.1429,30.6564,25.1137,37.3403,1.0270,0.8790,1.2009,0.6881
20,2011-09-16,38,0-5,45.1429,42.4964,35.8540,50.5420,1.3316,1.1291,1.5697,1.3389
20,2011-09-16,38,6-11,48.8571,46.1868,38.7491,54.6715,1.6153,1.3894,1.8753,1.5858
20,2011-09-16,38,12-17,41.1429,41.5547,34.7877,49.7171,1.7349,1.4907,2.0197,1.5599
20,2011-09-16,38,18-44,118.2857,114.5267,97.0337,135.6923,0.9742,0.8391,1.1291,0.8744
20,2011-09-16,38,45-64,74.7143,71.7090,60.6551,84.5785,1.0306,0.8859,1.1977,0.8911
20,2011-09-16,38,65+,32.4286,32.1322,26.5814,39.1835,1.0758,0.9177,1.2547,0.9163
21,2011-09-17,38,0-5,38.7143,40.5203,34.0303,48.3170,1.3280,1.1260,1.5574,1.3196
21,2011-09-17,38,6-11,49.0000,44.9482,37.7415,53.1503,1.5998,1.3782,1.8559,1.6725
21,2011-09-17,38,12-17,46.8571,42.9235,35.8547,51.1328,1.7318,1.4908,2.0155,1.7499
21,2011-09-17,38,18-44,132.4286,120.6506,102.7187,142.3848,0.9752,0.8405,1.1279,0.9569
21,2011-09-17,38,45-64,88.2857,77.3902,65.7941,91.6785,1.0357,0.8940,1.2022,1.0041
21,2011-09-17,38,65+,39.1429,34.2411,28.3611,41.4634,1.0860,0.9301,1.2696,1.0466
22,2011-09-18,39,0-5,38.0000,38.7533,32.2179,46.5287,1.3019,1.1074,1.5281,1.2801
22,2011-09-18,39,6-11,42.5714,43.6399,36.7179,51.6877,1.5562,1.3454,1.7999,1.5329
22,2011-09-18,39,12-17,45.5714,44.4251,37.2322,52.9912,1.6870,1.4465,1.9682,1.6497
22,2011-09-18,39,18-44,132.2857,126.7425,107.6515,148.5309,0.9478,0.8174,1.0963,0.9152
22,2011-09-18,39,45-64,91.2857,83.8496,71.1079,98.5485,1.0090,0.8678,1.1675,0.9622
22,2011-09-18,39,65+,39.1429,36.8272,30.3982,44.0117,1.0665,0.9141,1.2442,0.9971
23,2011-09-19,39,0-5,36.4286,37.4351,31.1586,45.0187,1.2717,1.0809,1.5014,1.2737
23,2011-09-19,39,6-11,41.8571,42.4940,35.8769,50.5545,1.4962,1.2906,1.7355,1.5341
23,2011-09-19,39,12-17,46.1429,46.0630,38.7541,54.6893,1.6087,1.3810,1.8721,1.6414
23,2011-09-19,39,18-44,137.5714,132.3460,112.3316,153.8497,0.9021,0.7797,1.0501,0.9262
23,2011-09-19,39,45-64,99.4286,90.5975,76.6377,105.6967,0.9564,0.8248,1.1111,0.9828
23,2011-09-19,39,65+,44.5714,40.0798,33.2218,47.2917,1.0186,0.8721,1.1880,1.0361
24,2011-09-20,39,0-5,35.0000,36.7621,30.7101,44.4570,1.2359,1.0442,1.4614,1.2685
24,2011-09-20,39,6-11,39.5714,41.5731,34.9323,49.4187,1.4277,1.2298,1.6555,1.5147
24,2011-09-20,39,12-17,48.4286,47.4868,39.9920,56.4533,1.5117,1.2976,1.7667,1.6535
24,2011-09-20,39,18-44,144.5714,136.8594,116.6120,158.3401,0.8502,0.7345,0.9869,0.9321
24,2011-09-20,39,45-64,105.2857,96.1163,82.0142,112.6925,0.8953,0.7720,1.0382,0.9903
24,2011-09-20,39,65+,48.1429,43.3279,36.1078,51.5363,0.9574,0.8199,1.1155,1.0460
25,2011-09-21,39,0-5,35.0000,36.5449,30.5622,43.8919,1.1994,1.0109,1.4173,1.2642
25,2011-09-21,39,6-11,40.2857,40.7419,34.0844,48.3494,1.3565,1.1658,1.5762,1.5172
25,2011-09-21,39,12-17,52.7143,48.6181,41.0564,57.7872,1.4091,1.2057,1.6410,1.6687
25,2011-09-21,39,18-44,146.1429,138.9525,119.2379,161.2978,0.7993,0.6881,0.9262,0.9171
25,2011-09-21,39,45-64,107.0000,100.4816,85.5368,118.0274,0.8359,0.7202,0.9686,0.9694
25,2011-09-21,39,65+,50.0000,46.3506,38.7821,55.1691,0.8978,0.7689,1.0492,1.0221
26,2011-09-22,39,0-5,37.4286,36.8223,30.6658,43.8170,1.1644,0.9828,1.3810,1.2918
26,2011-09-22,39,6-11,43.0000,39.9280,33.3236,47.3379,1.2927,1.1147,1.5030,1.5405
26,2011-09-22,39,12-17,55.0000,49.1859,41.4916,58.0984,1.3147,1.1247,1.5224,1.6394
26,2011-09-22,39,18-44,146.2857,139.0058,119.6772,162.2713,0.7525,0.6521,0.8729,0.8977
26,2011-09-22,39,45-64,106.2857,103.0712,87.8701,120.7314,0.7832,0.6760,0.9099,0.9356
26,2011-09-22,39,65+,50.2857,48.7992,41.2265,58.0945,0.8448,0.7225,0.9878,0.9823
27,2011-09-23,39,0-5,38.5714,37.2629,31.1371,44.5796,1.1397,0.9654,1.3490,1.2715
27,2011-09-23,39,6-11,42.0000,39.2333,32.6494,46.4045,1.2479,1.0752,1.4519,1.4805
27,2011-09-23,39,12-17,53.1429,48.7721,41.1402,57.4849,1.2407,1.0656,1.4522,1.5440
27,2011-09-23,39,18-44,140.0000,137.5460,118.2764,160.7075,0.7189,0.6239,0.8320,0.8588
27,2011-09-23,39,45-64,106.8571,104.1957,89.2339,121.7444,0.7443,0.6423,0.8649,0.8977
27,2011-09-23,39,65+,52.4286,50.5466,42.8213,59.8388,0.8044,0.6883,0.9413,0.9572
28,2011-09-24,39,0-5,38.5714,37.9194,31.9128,45.4804,1.1269,0.9487,1.3391,1.2338
28,2011-09-24,39,6-11,38.4286,38.3571,32.1886,45.6164,1.2201,1.0504,1.4252,1.3825
28,2011-09-24,39,12-17,48.1429,47.8515,40.3187,56.3482,1.1906,1.0225,1.3906,1.4117
28,2011-09-24,39,18-44,135.5714,134.6549,115.9763,157.8303,0.6962,0.6044,0.8071,0.8143
28,2011-09-24,39,45-64,103.1429,103.8426,88.5068,122.1157,0.7177,0.6205,0.8338,0.8488
28,2011-09-24,39,65+,52.8571,51.5714,43.8490,61.0019,0.7774,0.6633,0.9090,0.9165
29,2011-09-25,40,0-5,38.2857,38.5828,32.3101,46.2234,1.1203,0.9435,1.3312,1.2028
29,2011-09-25,40,6-11,38.0000,37.6768,31.4663,44.5990,1.2206,1.0475,1.4217,1.3501
29,2011-09-25,40,12-17,45.7143,46.3680,39.0524,54.8050,1.1680,1.0008,1.3719,1.3485
29,2011-09-25,40,18-44,129.5714,130.9385,113.3211,153.5222,0.6886,0.5954,0.7991,0.7851
29,2011-09-25,40,45-64,100.4286,102.4127,87.7757,121.0731,0.7082,0.6104,0.8220,0.8187
29,2011-09-25,40,65+,53.2857,51.7554,44.0508,61.0133,0.7680,0.6542,0.8965,0.8928
30,2011-09-26,40,0-5,38.5714,39.1237,32.5598,46.9006,1.1318,0.9499,1.3485,1.1804
30,2011-09-26,40,6-11,36.2857,36.9796,31.0073,43.8566,1.2385,1.0597,1.4460,1.2998
30,2011-09-26,40,12-17,43.8571,44.4029,37.4203,52.3776,1.1704,0.9984,1.3709,1.2966
30,2011-09-26,40,18-44,123.1429,127.0187,109.6964,148.3578,0.6958,0.5988,0.8106,0.7520
30,2011-09-26,40,45-64,96.0000,100.4868,85.5011,118.4997,0.7152,0.6152,0.8335,0.7783
30,2011-09-26,40,65+,48.5714,51.3785,43.6991,60.4662,0.7745,0.6610,0.9089,0.8342
31,2011-09-27,40,0-5,38.8571,39.4376,32.8595,47.1830,1.1592,0.9746,1.3640,1.1614
31,2011-09-27,40,6-11,35.0000,36.4258,30.3893,43.4752,1.2823,1.0957,1.4982,1.2617
31,2011-09-27,40,12-17,40.0000,42.3513,35.6268,49.9850,1.1913,1.0219,1.3916,1.2320
31,2011-09-27,40,18-44,114.0000,123.1007,105.3795,144.4511,0.7169,0.6163,0.8287,0.7244
31,2011-09-27,40,45-64,92.5714,97.9661,83.6845,114.6972,0.7354,0.6322,0.8559,0.7513
31,2011-09-27,40,65+,47.2857,50.6322,42.8265,59.6853,0.7968,0.6798,0.9353,0.8111
32,2011-09-28,40,0-5,41.0000,39.5478,32.9517,47.5561,1.1924,1.0075,1.4116,1.2184
32,2011-09-28,40,6-11,34.5714,36.0160,29.8247,42.9953,1.3410,1.1506,1.5666,1.2937
32,2011-09-28,40,12-17,37.7143,40.2705,33.8659,47.6638,1.2311,1.0556,1.4449,1.2385
32,2011-09-28,40,18-44,115.1429,120.0465,102.2105,141.2879,0.7473,0.6446,0.8674,0.7471
32,2011-09-28,40,45-64,92.4286,95.2460,81.5879,112.1871,0.7673,0.6607,0.8944,0.7716
32,2011-09-28,40,65+,48.0000,49.7207,42.1794,58.7786,0.8316,0.7109,0.9761,0.8360
33,2011-09-29,40,0-5,37.5714,39.4609,32.9217,47.3386,1.2417,1.0480,1.4699,1.1709
33,2011-09-29,40,6-11,31.8571,35.8888,29.7455,43.1768,1.4243,1.2188,1.6623,1.2676
33,2011-09-29,40,12-17,36.5714,38.3457,32.1913,45.5192,1.2923,1.1077,1.5103,1.2498
33,2011-09-29,40,18-44,114.4286,117.6916,100.2901,138.3068,0.7932,0.6825,0.9190,0.7480
33,2011-09-29,40,45-64,91.2857,93.0662,79.5240,108.8941,0.8161,0.7007,0.9504,0.7793
33,2011-09-29,40,65+,47.7143,48.9703,41.4030,57.7386,0.8845,0.7542,1.0343,0.8444
34,2011-09-30,40,0-5,36.1429,39.3448,32.7778,46.6563,1.2899,1.0861,1.5259,1.1014
34,2011-09-30,40,6-11,30.5714,36.0163,30.1328,43.4401,1.5083,1.2952,1.7617,1.1917
34,2011-09-30,40,12-17,32.2857,36.6754,30.7400,43.7695,1.3561,1.1655,1.5771,1.1314
34,2011-09-30,40,18-44,101.7143,116.6946,99.1461,136.9971,0.8382,0.7236,0.9727,0.6777
34,2011-09-30,40,45-64,77.8571,91.1904,78.1577,106.6377,0.8667,0.7458,1.0047,0.6929
34,2011-09-30,40,65+,39.8571,48.5456,41.0261,57.5276,0.9402,0.8024,1.0998,0.7394
35,2011-10-01,40,0-5,38.8571,39.1085,32.6452,46.3481,1.3287,1.1238,1.5803,1.2352
35,2011-10-01,40,6-11,35.5714,36.7109,30.4888,44.3003,1.5813,1.3621,1.8540,1.3932
35,2011-10-01,40,12-17,34.1429,35.2027,29.3787,42.3481,1.4124,1.2132,1.6412,1.2833
35,2011-10-01,40,18-44,111.0000,116.6671,98.5131,136.8032,0.8802,0.7621,1.0222,0.7745
35,2011-10-01,40,45-64,86.0000,90.5093,77.1375,106.8326,0.9132,0.7854,1.0598,0.7958
35,2011-10-01,40,65+,45.2857,48.4765,40.6428,57.6739,0.9912,0.8458,1.1594,0.8581
36,2011-10-02,41,0-5,38.7143,38.8292,32.4797,46.4469,1.3535,1.1453,1.5995,1.2874
36,2011-10-02,41,6-11,37.7143,37.5849,31.1714,45.5918,1.6343,1.3996,1.8966,1.4975
36,2011-10-02,41,12-17,35.0000,34.0156,28.4281,41.1458,1.4532,1.2469,1.6963,1.3765
36,2011-10-02,41,18-44,117.5714,117.0366,98.9165,137.8247,0.9114,0.7859,1.0600,0.8316
36,2011-10-02,41,45-64,89.8571,90.7242,77.1498,106.9286,0.9493,0.8164,1.1041,0.8593
36,2011-10-02,41,65+,49.2857,48.5733,40.7973,57.7774,1.0289,0.8792,1.2051,0.9361
37,2011-10-03,41,0-5,39.2857,38.5299,32.3048,46.0964,1.3592,1.1497,1.6089,1.3341
37,2011-10-03,41,6-11,38.4286,38.7531,32.2626,46.6411,1.6539,1.4173,1.9262,1.5481
37,2011-10-03,41,12-17,32.8571,33.0554,27.4924,39.8204,1.4717,1.2652,1.7076,1.3941
37,2011-10-03,41,18-44,125.2857,118.3851,99.9372,140.0096,0.9273,0.7993,1.0744,0.8733
37,2011-10-03,41,45-64,94.2857,91.5670,77.6377,108.0852,0.9682,0.8314,1.1241,0.9028
37,2011-10-03,41,65+,51.5714,49.2317,41.3714,58.6451,1.0491,0.8958,1.2245,0.9836
38,2011-10-04,41,0-5,39.5714,38.1414,31.9743,45.6842,1.3483,1.1442,1.5917,1.3399
38,2011-10-04,41,6-11,40.2857,39.9020,33.3536,47.8149,1.6421,1.4115,1.9143,1.5792
38,2011-10-04,41,12-17,34.5714,32.3124,26.8450,38.9658,1.4718,1.2643,1.7117,1.4475
38,2011-10-04,41,18-44,127.1429,121.1095,102.3271,142.9100,0.9267,0.8026,1.0780,0.8858
38,2011-10-04,41,45-64,98.1429,93.2710,79.6842,109.4517,0.9707,0.8352,1.1286,0.9193
38,2011-10-04,41,65+,51.8571,50.1485,42.2335,59.9288,1.0508,0.8977,1.2296,0.9920
39,2011-10-05,41,0-5,38.1429,37.9165,31.5990,45.7007,1.3287,1.1239,1.5721,1.3025
39,2011-10-05,41,6-11,43.7143,41.1125,34.3603,49.1565,1.6071,1.3799,1.8770,1.6031
39,2011-10-05,41,12-17,32.7143,31.8517,26.5630,38.3519,1.4537,1.2520,1.6969,1.4047
39,2011-10-05,41,18-44,127.5714,124.0702,105.3360,145.9945,0.9166,0.7916,1.0628,0.8722
39,2011-10-05,41,45-64,97.5714,95.7414,81.6489,112.4309,0.9610,0.8278,1.1156,0.9033
39,2011-10-05,41,65+,52.4286,51.3706,43.1785,61.4511,1.0374,0.8870,1.2133,0.9784
40,2011-10-06,41,0-5,39.2857,37.7780,31.4284,45.6913,1.2961,1.0990,1.5269,1.3039
40,2011-10-06,41,6-11,47.2857,42.1669,35.1592,50.1301,1.5532,1.3343,1.8102,1.6217
40,2011-10-06,41,12-17,31.5714,31.4437,26.1520,37.9844,1.4221,1.2270,1.6510,1.3714
40,2011-10-06,41,18-44,126.5714,127.6936,108.2480,149.6341,0.8937,0.7731,1.0339,0.8588
40,2011-10-06,41,45-64,97.0000,98.8758,84.9516,116.8449,0.9374,0.8090,1.0851,0.8846
40,2011-10-06,41,65+,52.1429,52.6879,44.6883,62.8977,1.0080,0.8623,1.1759,0.9577
41,2011-10-07,41,0-5,39.8571,37.6087,31.3422,45.2580,1.2603,1.0693,1.4874,1.3974
41,2011-10-07,41,6-11,48.8571,42.6838,35.5211,50.6763,1.4895,1.2853,1.7348,1.7321
41,2011-10-07,41,12-17,34.4286,31.1899,25.8473,37.7564,1.3876,1.1959,1.6110,1.5422
41,2011-10-07,41,18-44,147.4286,131.2756,112.0039,154.0750,0.8662,0.7501,1.0064,0.9700
41,2011-10-07,41,45-64,114.5714,102.2653,88.1552,120.1190,0.9089,0.7849,1.0566,1.0173
41,2011-10-07,41,65+,62.5714,53.9774,45.5560,64.3833,0.9720,0.8335,1.1353,1.1113
42,2011-10-08,41,0-5,36.4286,37.5802,31.3021,45.1965,1.2320,1.0454,1.4500,1.2529
42,2011-10-08,41,6-11,42.8571,42.8038,35.6434,50.9277,1.4415,1.2432,1.6749,1.5124
42,2011-10-08,41,12-17,31.0000,31.1508,25.7317,37.7393,1.3578,1.1702,1.5755,1.3826
42,2011-10-08,41,18-44,137.5714,134.8129,115.0775,157.1337,0.8446,0.7315,0.9794,0.8722
42,2011-10-08,41,45-64,108.7143,105.2305,90.8709,123.8752,0.8844,0.7622,1.0259,0.9188
42,2011-10-08,41,65+,58.1429,54.7625,46.4314,65.5104,0.9386,0.8054,1.0940,0.9994
43,2011-10-09,42,0-5,37.0000,37.5600,31.1944,45.1537,1.2127,1.0256,1.4282,1.2298
