scenario,day,quantity,series,mid,lo,hi
step,98,Rt,true,1.195490,1.195490,1.195490
step,98,Rt,PS,1.154852,0.647456,1.905733
step,98,Rt,PF,1.147859,0.450689,2.667484
step,98,obs,true,336,336,336
step,98,obs,PS,334.061966,253.349644,453.689623
step,98,obs,PF,334.061966,253.349644,453.689623
step,99,Rt,true,1.195442,1.195442,1.195442
step,99,Rt,PS,1.150503,0.548035,2.197710
step,99,Rt,PF,1.144921,0.452236,2.673679
step,99,obs,true,354,354,354
step,99,obs,PS,352.034024,267.208229,477.618625
step,99,obs,PF,352.034024,267.208229,477.618625
step,100,Rt,true,1.195391,1.195391,1.195391
step,100,Rt,PS,1.144321,0.449688,2.705140
step,100,Rt,PF,1.144321,0.449688,2.705140
step,100,obs,true,373,373,373
step,100,obs,PS,370.778668,281.288069,503.920187
step,100,obs,PF,370.778668,281.288069,503.920187
sin,1,Rt,true,1.247073,1.247073,1.247073
sin,1,Rt,PS,1.135851,0.703543,1.903747
sin,1,Rt,PF,1.051407,0.582018,1.894481
sin,1,obs,true,6,6,6
sin,1,obs,PS,0.000000,0.000000,0.000000
sin,1,obs,PF,0.000000,0.000000,0.000000
sin,2,Rt,true,1.293857,1.293857,1.293857
sin,2,Rt,PS,1.239642,0.706526,2.116860
sin,2,Rt,PF,1.055603,0.458659,2.411428
sin,2,obs,true,6,6,6
sin,2,obs,PS,5.666401,3.439286,8.416177
sin,2,obs,PF,5.666401,3.439286,8.416177
sin,3,Rt,true,1.340063,1.340063,1.340063
sin,3,Rt,PS,1.302316,0.763851,2.209970
sin,3,Rt,PF,1.055761,0.383721,2.828118
sin,3,obs,true,6,6,6
sin,3,obs,PS,5.827286,3.866302,8.501983
sin,3,obs,PF,5.827286,3.866302,8.501983
sin,4,Rt,true,1.385404,1.385404,1.385404
sin,4,Rt,PS,1.370616,0.815009,2.172812
sin,4,Rt,PF,1.100711,0.355213,3.130236
sin,4,obs,true,7,7,7
sin,4,obs,PS,6.162683,3.990161,9.926379
sin,4,obs,PF,6.162683,3.990161,9.926379
sin,5,Rt,true,1.429603,1.429603,1.429603
sin,5,Rt,PS,1.407087,0.839045,2.295051
sin,5,Rt,PF,1.207432,0.371419,3.353468
sin,5,obs,true,8,8,8
sin,5,obs,PS,6.870982,4.184871,11.961787
sin,5,obs,PF,6.870982,4.184871,11.961787
sin,6,Rt,true,1.472385,1.472385,1.472385
sin,6,Rt,PS,1.461110,0.905346,2.334824
sin,6,Rt,PF,1.224556,0.393695,3.301456
sin,6,obs,true,8,8,8
sin,6,obs,PS,7.492421,4.351436,13.126171
sin,6,obs,PF,7.492421,4.351436,13.126171
sin,7,Rt,true,1.513488,1.513488,1.513488
sin,7,Rt,PS,1.504501,0.900103,2.371660
sin,7,Rt,PF,1.270520,0.426317,3.345738
sin,7,obs,true,9,9,9
sin,7,obs,PS,8.446266,4.864814,14.527673
sin,7,obs,PF,8.446266,4.864814,14.527673
sin,8,Rt,true,1.552657,1.552657,1.552657
sin,8,Rt,PS,1.544487,0.933073,2.452523
sin,8,Rt,PF,1.377809,0.483711,3.574395
sin,8,obs,true,11,11,11
sin,8,obs,PS,10.008668,5.915368,16.860711
sin,8,obs,PF,10.008668,5.915368,16.860711
sin,9,Rt,true,1.589652,1.589652,1.589652
sin,9,Rt,PS,1.590431,0.984818,2.567669
sin,9,Rt,PF,1.400563,0.492127,3.589299
sin,9,obs,true,12,12,12
sin,9,obs,PS,11.485338,6.967899,18.931917
sin,9,obs,PF,11.485338,6.967899,18.931917
sin,10,Rt,true,1.624244,1.624244,1.624244
sin,10,Rt,PS,1.612492,1.014272,2.491588
sin,10,Rt,PF,1.444344,0.512687,3.644564
sin,10,obs,true,14,14,14
sin,10,obs,PS,13.318985,8.254919,21.547161
sin,10,obs,PF,13.318985,8.254919,21.547161
sin,11,Rt,true,1.656219,1.656219,1.656219
sin,11,Rt,PS,1.648960,1.025851,2.607661
sin,11,Rt,PF,1.474684,0.524215,3.658296
sin,11,obs,true,16,16,16
sin,11,obs,PS,15.420485,9.804009,24.595896
sin,11,obs,PF,15.420485,9.804009,24.595896
sin,12,Rt,true,1.685381,1.685381,1.685381
sin,12,Rt,PS,1.678872,1.047537,2.566245
sin,12,Rt,PF,1.527657,0.558515,3.743989
sin,12,obs,true,19,19,19
sin,12,obs,PS,18.231140,11.765445,28.438501
sin,12,obs,PF,18.231140,11.765445,28.438501
sin,13,Rt,true,1.711549,1.711549,1.711549
sin,13,Rt,PS,1.691959,1.095302,2.561780
sin,13,Rt,PF,1.593760,0.595977,3.876782
sin,13,obs,true,23,23,23
sin,13,obs,PS,21.989596,14.536357,33.688833
sin,13,obs,PF,21.989596,14.536357,33.688833
sin,14,Rt,true,1.734561,1.734561,1.734561
sin,14,Rt,PS,1.707485,1.114487,2.536417
sin,14,Rt,PF,1.623931,0.614187,3.873005
sin,14,obs,true,27,27,27
sin,14,obs,PS,26.257688,17.592441,39.643518
sin,14,obs,PF,26.257688,17.592441,39.643518
sin,15,Rt,true,1.754276,1.754276,1.754276
sin,15,Rt,PS,1.726821,1.126583,2.628104
sin,15,Rt,PF,1.635756,0.628522,3.831029
sin,15,obs,true,32,32,32
sin,15,obs,PS,31.321316,21.429053,46.696252
sin,15,obs,PF,31.321316,21.429053,46.696252
sin,16,Rt,true,1.770572,1.770572,1.770572
sin,16,Rt,PS,1.743163,1.120360,2.578064
sin,16,Rt,PF,1.631099,0.637529,3.814762
sin,16,obs,true,38,38,38
sin,16,obs,PS,37.340353,25.947510,54.806122
sin,16,obs,PF,37.340353,25.947510,54.806122
sin,17,Rt,true,1.783348,1.783348,1.783348
sin,17,Rt,PS,1.753230,1.132250,2.627611
sin,17,Rt,PF,1.661923,0.661191,3.836163
sin,17,obs,true,46,46,46
sin,17,obs,PS,44.971982,31.649900,65.397440
sin,17,obs,PF,44.971982,31.649900,65.397440
sin,18,Rt,true,1.792524,1.792524,1.792524
sin,18,Rt,PS,1.756417,1.141113,2.708603
sin,18,Rt,PF,1.675034,0.668438,3.870614
sin,18,obs,true,55,55,55
sin,18,obs,PS,54.249953,38.438841,78.119583
sin,18,obs,PF,54.249953,38.438841,78.119583
sin,19,Rt,true,1.798043,1.798043,1.798043
sin,19,Rt,PS,1.768775,1.147742,2.642762
sin,19,Rt,PF,1.679368,0.673493,3.798848
sin,19,obs,true,66,66,66
sin,19,obs,PS,65.005515,46.851014,93.193635
sin,19,obs,PF,65.005515,46.851014,93.193635
sin,20,Rt,true,1.799871,1.799871,1.799871
sin,20,Rt,PS,1.771233,1.146920,2.712146
sin,20,Rt,PF,1.697013,0.687303,3.853524
sin,20,obs,true,80,80,80
sin,20,obs,PS,78.642050,57.197714,111.430789
sin,20,obs,PF,78.642050,57.197714,111.430789
sin,21,Rt,true,1.797996,1.797996,1.797996
sin,21,Rt,PS,1.784966,1.152949,2.600971
sin,21,Rt,PF,1.720408,0.711033,3.914802
sin,21,obs,true,97,97,97
sin,21,obs,PS,95.604060,69.569115,134.550968
sin,21,obs,PF,95.604060,69.569115,134.550968
sin,22,Rt,true,1.792428,1.792428,1.792428
sin,22,Rt,PS,1.769061,1.177518,2.644959
sin,22,Rt,PF,1.721877,0.709989,3.864396
sin,22,obs,true,117,117,117
sin,22,obs,PS,115.872512,85.048234,162.112476
sin,22,obs,PF,115.872512,85.048234,162.112476
sin,23,Rt,true,1.783200,1.783200,1.783200
sin,23,Rt,PS,1.793727,1.181001,2.630048
sin,23,Rt,PF,1.730411,0.716967,3.851464
sin,23,obs,true,141,141,141
sin,23,obs,PS,140.028675,103.473915,194.078759
sin,23,obs,PF,140.028675,103.473915,194.078759
sin,24,Rt,true,1.770369,1.770369,1.770369
sin,24,Rt,PS,1.764717,1.153597,2.630253
sin,24,Rt,PF,1.726021,0.710606,3.818944
sin,24,obs,true,170,170,170
sin,24,obs,PS,169.051605,125.452303,233.307340
sin,24,obs,PF,169.051605,125.452303,233.307340
sin,25,Rt,true,1.754013,1.754013,1.754013
sin,25,Rt,PS,1.712410,1.120975,2.556330
sin,25,Rt,PF,1.714756,0.712753,3.800421
sin,25,obs,true,205,205,205
sin,25,obs,PS,204.013514,151.816592,281.220614
sin,25,obs,PF,204.013514,151.816592,281.220614
sin,26,Rt,true,1.734230,1.734230,1.734230
sin,26,Rt,PS,1.699125,1.079224,2.526846
sin,26,Rt,PF,1.693404,0.711383,3.744206
sin,26,obs,true,245,245,245
sin,26,obs,PS,244.314025,182.888165,336.867047
sin,26,obs,PF,244.314025,182.888165,336.867047
sin,27,Rt,true,1.711143,1.711143,1.711143
sin,27,Rt,PS,1.678136,1.101656,2.484704
sin,27,Rt,PF,1.671524,0.695579,3.682062
sin,27,obs,true,292,292,292
sin,27,obs,PS,291.475680,218.531455,400.280062
sin,27,obs,PF,291.475680,218.531455,400.280062
sin,28,Rt,true,1.684891,1.684891,1.684891
sin,28,Rt,PS,1.654955,1.085524,2.518974
sin,28,Rt,PF,1.655636,0.695944,3.643830
sin,28,obs,true,347,347,347
sin,28,obs,PS,345.945907,260.379344,473.229306
sin,28,obs,PF,345.945907,260.379344,473.229306
sin,29,Rt,true,1.655637,1.655637,1.655637
sin,29,Rt,PS,1.651717,1.076496,2.441985
sin,29,Rt,PF,1.641634,0.685685,3.622687
sin,29,obs,true,410,410,410
sin,29,obs,PS,408.601135,307.916882,558.695597
sin,29,obs,PF,408.601135,307.916882,558.695597
sin,30,Rt,true,1.623559,1.623559,1.623559
sin,30,Rt,PS,1.608190,1.076339,2.400218
sin,30,Rt,PF,1.629785,0.677469,3.572964
sin,30,obs,true,481,481,481
sin,30,obs,PS,480.995514,363.262446,654.794427
sin,30,obs,PF,480.995514,363.262446,654.794427
sin,31,Rt,true,1.588854,1.588854,1.588854
sin,31,Rt,PS,1.586425,1.017374,2.367334
sin,31,Rt,PF,1.607689,0.660222,3.553899
sin,31,obs,true,561,561,561
sin,31,obs,PS,563.608599,423.833148,765.232033
sin,31,obs,PF,563.608599,423.833148,765.232033
sin,32,Rt,true,1.551737,1.551737,1.551737
sin,32,Rt,PS,1.533693,0.988715,2.245472
sin,32,Rt,PF,1.569434,0.644582,3.482934
sin,32,obs,true,649,649,649
sin,32,obs,PS,652.649595,493.551555,886.589747
sin,32,obs,PF,652.649595,493.551555,886.589747
sin,33,Rt,true,1.512436,1.512436,1.512436
sin,33,Rt,PS,1.484798,0.948899,2.205791
sin,33,Rt,PF,1.528800,0.636712,3.370655
sin,33,obs,true,745,745,745
sin,33,obs,PS,747.615510,566.692614,1015.348750
sin,33,obs,PF,747.615510,566.692614,1015.348750
sin,34,Rt,true,1.471194,1.471194,1.471194
sin,34,Rt,PS,1.445329,0.942889,2.181978
sin,34,Rt,PF,1.493731,0.614531,3.336318
sin,34,obs,true,848,848,848
sin,34,obs,PS,851.385117,645.743663,1156.382759
sin,34,obs,PF,851.385117,645.743663,1156.382759
sin,35,Rt,true,1.428267,1.428267,1.428267
sin,35,Rt,PS,1.401852,0.928424,2.095001
sin,35,Rt,PF,1.444569,0.590404,3.284286
sin,35,obs,true,956,956,956
sin,35,obs,PS,959.209673,727.615757,1299.980754
sin,35,obs,PF,959.209673,727.615757,1299.980754
sin,36,Rt,true,1.383919,1.383919,1.383919
sin,36,Rt,PS,1.363635,0.883390,2.029349
sin,36,Rt,PF,1.408314,0.577620,3.195472
sin,36,obs,true,1068,1068,1068
sin,36,obs,PS,1070.250884,815.779456,1451.175154
sin,36,obs,PF,1070.250884,815.779456,1451.175154
sin,37,Rt,true,1.338427,1.338427,1.338427
sin,37,Rt,PS,1.326503,0.847148,1.968924
sin,37,Rt,PF,1.371044,0.564212,3.120463
sin,37,obs,true,1181,1181,1181
sin,37,obs,PS,1184.466033,901.247487,1608.116923
sin,37,obs,PF,1184.466033,901.247487,1608.116923
sin,38,Rt,true,1.292072,1.292072,1.292072
sin,38,Rt,PS,1.282062,0.836950,1.913533
sin,38,Rt,PF,1.332173,0.543728,3.015400
sin,38,obs,true,1292,1292,1292
sin,38,obs,PS,1296.532207,988.963469,1756.166632
sin,38,obs,PF,1296.532207,988.963469,1756.166632
sin,39,Rt,true,1.245144,1.245144,1.245144
sin,39,Rt,PS,1.222473,0.801754,1.844054
sin,39,Rt,PF,1.287971,0.520920,2.954153
sin,39,obs,true,1398,1398,1398
sin,39,obs,PS,1403.519038,1074.116592,1895.259549
sin,39,obs,PF,1403.519038,1074.116592,1895.259549
sin,40,Rt,true,1.197932,1.197932,1.197932
sin,40,Rt,PS,1.178404,0.772067,1.768910
sin,40,Rt,PF,1.248750,0.503402,2.837366
sin,40,obs,true,1496,1496,1496
sin,40,obs,PS,1506.614496,1149.414753,2034.429441
sin,40,obs,PF,1506.614496,1149.414753,2034.429441
sin,41,Rt,true,1.150731,1.150731,1.150731
sin,41,Rt,PS,1.140137,0.724884,1.704109
sin,41,Rt,PF,1.202976,0.486390,2.770362
sin,41,obs,true,1582,1582,1582
sin,41,obs,PS,1593.410171,1217.441229,2152.888617
sin,41,obs,PF,1593.410171,1217.441229,2152.888617
sin,42,Rt,true,1.103834,1.103834,1.103834
sin,42,Rt,PS,1.101334,0.697844,1.640857
sin,42,Rt,PF,1.162052,0.461454,2.668427
sin,42,obs,true,1654,1654,1654
sin,42,obs,PS,1666.077460,1273.265584,2245.581024
sin,42,obs,PF,1666.077460,1273.265584,2245.581024
sin,43,Rt,true,1.057530,1.057530,1.057530
sin,43,Rt,PS,1.045967,0.665594,1.592692
sin,43,Rt,PF,1.118097,0.446261,2.598586
sin,43,obs,true,1708,1708,1708
sin,43,obs,PS,1725.275710,1321.257375,2319.941454
sin,43,obs,PF,1725.275710,1321.257375,2319.941454
sin,44,Rt,true,1.012106,1.012106,1.012106
sin,44,Rt,PS,0.997798,0.622059,1.506424
sin,44,Rt,PF,1.072949,0.427250,2.503519
sin,44,obs,true,1743,1743,1743
sin,44,obs,PS,1763.610218,1349.331581,2366.366952
sin,44,obs,PF,1763.610218,1349.331581,2366.366952
sin,45,Rt,true,0.967844,0.967844,0.967844
sin,45,Rt,PS,0.950015,0.615633,1.437452
sin,45,Rt,PF,1.029670,0.401627,2.403803
sin,45,obs,true,1757,1757,1757
sin,45,obs,PS,1776.561597,1365.108397,2389.308036
sin,45,obs,PF,1776.561597,1365.108397,2389.308036
sin,46,Rt,true,0.925014,0.925014,0.925014
sin,46,Rt,PS,0.920890,0.576233,1.370854
sin,46,Rt,PF,0.981702,0.380129,2.327769
sin,46,obs,true,1750,1750,1750
sin,46,obs,PS,1769.023890,1358.238036,2380.314320
sin,46,obs,PF,1769.023890,1358.238036,2380.314320
sin,47,Rt,true,0.883880,0.883880,0.883880
sin,47,Rt,PS,0.867302,0.545081,1.307910
sin,47,Rt,PF,0.935493,0.362578,2.223764
sin,47,obs,true,1722,1722,1722
sin,47,obs,PS,1737.615171,1336.926209,2335.614071
sin,47,obs,PF,1737.615171,1336.926209,2335.614071
sin,48,Rt,true,0.844695,0.844695,0.844695
sin,48,Rt,PS,0.830745,0.514052,1.261824
sin,48,Rt,PF,0.899797,0.345130,2.147056
sin,48,obs,true,1675,1675,1675
sin,48,obs,PS,1690.774595,1300.974015,2261.142101
sin,48,obs,PF,1690.774595,1300.974015,2261.142101
sin,49,Rt,true,0.807698,0.807698,0.807698
sin,49,Rt,PS,0.795846,0.506626,1.201823
sin,49,Rt,PF,0.859644,0.326105,2.062854
sin,49,obs,true,1610,1610,1610
sin,49,obs,PS,1627.908054,1254.516797,2168.101175
sin,49,obs,PF,1627.908054,1254.516797,2168.101175
sin,50,Rt,true,0.773114,0.773114,0.773114
sin,50,Rt,PS,0.767605,0.468413,1.168160
sin,50,Rt,PF,0.824278,0.309176,2.003159
sin,50,obs,true,1530,1530,1530
sin,50,obs,PS,1548.166045,1192.435451,2061.630676
sin,50,obs,PF,1548.166045,1192.435451,2061.630676
sin,51,Rt,true,0.741155,0.741155,0.741155
sin,51,Rt,PS,0.731722,0.446948,1.154703
sin,51,Rt,PF,0.791328,0.291641,1.928047
sin,51,obs,true,1439,1439,1439
sin,51,obs,PS,1456.692978,1122.493370,1934.539731
sin,51,obs,PF,1456.692978,1122.493370,1934.539731
sin,52,Rt,true,0.712014,0.712014,0.712014
sin,52,Rt,PS,0.702606,0.430901,1.071020
sin,52,Rt,PF,0.756545,0.279917,1.854983
sin,52,obs,true,1340,1340,1340
sin,52,obs,PS,1355.559806,1046.863610,1806.362120
sin,52,obs,PF,1355.559806,1046.863610,1806.362120
sin,53,Rt,true,0.685869,0.685869,0.685869
sin,53,Rt,PS,0.678379,0.409803,1.064548
sin,53,Rt,PF,0.725323,0.267947,1.785815
sin,53,obs,true,1235,1235,1235
sin,53,obs,PS,1248.681421,966.105650,1665.981729
sin,53,obs,PF,1248.681421,966.105650,1665.981729
sin,54,Rt,true,0.662878,0.662878,0.662878
sin,54,Rt,PS,0.655425,0.406909,1.024963
sin,54,Rt,PF,0.694597,0.252741,1.736913
sin,54,obs,true,1129,1129,1129
sin,54,obs,PS,1140.433101,879.721974,1515.534082
sin,54,obs,PF,1140.433101,879.721974,1515.534082
sin,55,Rt,true,0.643180,0.643180,0.643180
sin,55,Rt,PS,0.632183,0.383496,0.984224
sin,55,Rt,PF,0.665992,0.240988,1.675103
sin,55,obs,true,1023,1023,1023
sin,55,obs,PS,1029.474748,798.777656,1373.458929
sin,55,obs,PF,1029.474748,798.777656,1373.458929
sin,56,Rt,true,0.626896,0.626896,0.626896
sin,56,Rt,PS,0.616551,0.373160,0.957729
sin,56,Rt,PF,0.642395,0.229317,1.630264
sin,56,obs,true,921,921,921
sin,56,obs,PS,924.859087,718.064249,1235.770847
sin,56,obs,PF,924.859087,718.064249,1235.770847
sin,57,Rt,true,0.614122,0.614122,0.614122
sin,57,Rt,PS,0.605880,0.376236,0.942462
sin,57,Rt,PF,0.621011,0.222758,1.596523
sin,57,obs,true,824,824,824
sin,57,obs,PS,826.808639,640.167360,1100.503859
sin,57,obs,PF,826.808639,640.167360,1100.503859
sin,58,Rt,true,0.604937,0.604937,0.604937
sin,58,Rt,PS,0.599626,0.358517,0.933084
sin,58,Rt,PF,0.607224,0.213284,1.552880
sin,58,obs,true,733,733,733
sin,58,obs,PS,734.733961,570.064790,978.093116
sin,58,obs,PF,734.733961,570.064790,978.093116
sin,59,Rt,true,0.599395,0.599395,0.599395
sin,59,Rt,PS,0.584440,0.361697,0.926168
sin,59,Rt,PF,0.591045,0.207501,1.521976
sin,59,obs,true,650,650,650
sin,59,obs,PS,650.046119,504.615289,866.424055
sin,59,obs,PF,650.046119,504.615289,866.424055
sin,60,Rt,true,0.597530,0.597530,0.597530
sin,60,Rt,PS,0.579405,0.368830,0.925202
sin,60,Rt,PF,0.579259,0.203547,1.497199
sin,60,obs,true,575,575,575
sin,60,obs,PS,574.136464,444.941585,763.323824
sin,60,obs,PF,574.136464,444.941585,763.323824
sin,61,Rt,true,0.599351,0.599351,0.599351
sin,61,Rt,PS,0.588291,0.350932,0.921220
sin,61,Rt,PF,0.573687,0.198037,1.480820
sin,61,obs,true,507,507,507
sin,61,obs,PS,506.325919,391.856717,674.489153
sin,61,obs,PF,506.325919,391.856717,674.489153
sin,62,Rt,true,0.604847,0.604847,0.604847
sin,62,Rt,PS,0.588132,0.364051,0.928066
sin,62,Rt,PF,0.567513,0.197388,1.485079
sin,62,obs,true,448,448,448
sin,62,obs,PS,447.075355,344.495693,591.958393
sin,62,obs,PF,447.075355,344.495693,591.958393
sin,63,Rt,true,0.613983,0.613983,0.613983
sin,63,Rt,PS,0.604592,0.360553,0.952014
sin,63,Rt,PF,0.562330,0.196750,1.476287
sin,63,obs,true,395,395,395
sin,63,obs,PS,393.404098,302.652184,523.433303
sin,63,obs,PF,393.404098,302.652184,523.433303
sin,64,Rt,true,0.626702,0.626702,0.626702
sin,64,Rt,PS,0.617881,0.368655,0.967818
sin,64,Rt,PF,0.562661,0.196503,1.459854
sin,64,obs,true,350,350,350
sin,64,obs,PS,346.242049,267.956975,461.983206
sin,64,obs,PF,346.242049,267.956975,461.983206
sin,65,Rt,true,0.642925,0.642925,0.642925
sin,65,Rt,PS,0.639350,0.386145,1.004975
sin,65,Rt,PF,0.566485,0.195924,1.493744
sin,65,obs,true,311,311,311
sin,65,obs,PS,306.216994,236.721161,408.658388
sin,65,obs,PF,306.216994,236.721161,408.658388
sin,66,Rt,true,0.662551,0.662551,0.662551
sin,66,Rt,PS,0.652444,0.400970,1.037529
sin,66,Rt,PF,0.576087,0.199443,1.505206
sin,66,obs,true,278,278,278
sin,66,obs,PS,273.141847,210.410856,364.908697
sin,66,obs,PF,273.141847,210.410856,364.908697
sin,67,Rt,true,0.685460,0.685460,0.685460
sin,67,Rt,PS,0.670425,0.422018,1.065807
sin,67,Rt,PF,0.591756,0.203565,1.543320
sin,67,obs,true,250,250,250
sin,67,obs,PS,245.160104,188.434405,328.537955
sin,67,obs,PF,245.160104,188.434405,328.537955
sin,68,Rt,true,0.711510,0.711510,0.711510
sin,68,Rt,PS,0.695703,0.418494,1.085251
sin,68,Rt,PF,0.608422,0.208529,1.568110
sin,68,obs,true,226,226,226
sin,68,obs,PS,221.291951,169.578828,297.369326
sin,68,obs,PF,221.291951,169.578828,297.369326
sin,69,Rt,true,0.740538,0.740538,0.740538
sin,69,Rt,PS,0.732726,0.461055,1.163974
sin,69,Rt,PF,0.623478,0.217154,1.621900
sin,69,obs,true,206,206,206
sin,69,obs,PS,201.033452,154.125973,270.653350
sin,69,obs,PF,201.033452,154.125973,270.653350
sin,70,Rt,true,0.772368,0.772368,0.772368
sin,70,Rt,PS,0.759618,0.480093,1.182057
sin,70,Rt,PF,0.647916,0.228173,1.691076
sin,70,obs,true,190,190,190
sin,70,obs,PS,184.960014,141.220178,249.066959
sin,70,obs,PF,184.960014,141.220178,249.066959
sin,71,Rt,true,0.806801,0.806801,0.806801
sin,71,Rt,PS,0.789922,0.490929,1.207872
sin,71,Rt,PF,0.678445,0.241340,1.749477
sin,71,obs,true,177,177,177
sin,71,obs,PS,171.746538,131.210113,232.366274
sin,71,obs,PF,171.746538,131.210113,232.366274
sin,72,Rt,true,0.843625,0.843625,0.843625
sin,72,Rt,PS,0.830723,0.517822,1.278582
sin,72,Rt,PF,0.705189,0.251729,1.810067
sin,72,obs,true,166,166,166
sin,72,obs,PS,161.113132,122.345524,219.464158
sin,72,obs,PF,161.113132,122.345524,219.464158
sin,73,Rt,true,0.882614,0.882614,0.882614
sin,73,Rt,PS,0.868109,0.548681,1.323533
sin,73,Rt,PF,0.736328,0.266363,1.884660
sin,73,obs,true,158,158,158
sin,73,obs,PS,153.321194,116.060878,208.599559
sin,73,obs,PF,153.321194,116.060878,208.599559
sin,74,Rt,true,0.923525,0.923525,0.923525
sin,74,Rt,PS,0.907993,0.579393,1.387908
sin,74,Rt,PF,0.772691,0.277972,1.938363
sin,74,obs,true,152,152,152
sin,74,obs,PS,147.306583,111.528621,200.018524
sin,74,obs,PF,147.306583,111.528621,200.018524
sin,75,Rt,true,0.966108,0.966108,0.966108
sin,75,Rt,PS,0.965195,0.608226,1.456715
sin,75,Rt,PF,0.814061,0.292628,2.012976
sin,75,obs,true,148,148,148
sin,75,obs,PS,143.476419,108.476275,195.247979
sin,75,obs,PF,143.476419,108.476275,195.247979
sin,76,Rt,true,1.010098,1.010098,1.010098
sin,76,Rt,PS,1.000945,0.636018,1.510324
sin,76,Rt,PF,0.852103,0.311418,2.122620
sin,76,obs,true,146,146,146
sin,76,obs,PS,141.560755,106.676342,193.802081
sin,76,obs,PF,141.560755,106.676342,193.802081
sin,77,Rt,true,1.055225,1.055225,1.055225
sin,77,Rt,PS,1.038252,0.672496,1.604550
sin,77,Rt,PF,0.895717,0.330560,2.183411
sin,77,obs,true,145,145,145
sin,77,obs,PS,141.018957,106.246560,192.900895
sin,77,obs,PF,141.018957,106.246560,192.900895
sin,78,Rt,true,1.101209,1.101209,1.101209
sin,78,Rt,PS,1.079234,0.687327,1.658412
sin,78,Rt,PF,0.945114,0.350129,2.264071
sin,78,obs,true,147,147,147
sin,78,obs,PS,142.727214,107.408311,194.977591
sin,78,obs,PF,142.727214,107.408311,194.977591
sin,79,Rt,true,1.147767,1.147767,1.147767
sin,79,Rt,PS,1.129731,0.730437,1.749306
sin,79,Rt,PF,0.991423,0.368375,2.387942
sin,79,obs,true,150,150,150
sin,79,obs,PS,146.325963,109.706647,199.719868
sin,79,obs,PF,146.325963,109.706647,199.719868
sin,80,Rt,true,1.194611,1.194611,1.194611
sin,80,Rt,PS,1.175476,0.740211,1.789684
sin,80,Rt,PF,1.039821,0.398073,2.504683
sin,80,obs,true,156,156,156
sin,80,obs,PS,152.189412,113.760119,208.213818
sin,80,obs,PF,152.189412,113.760119,208.213818
sin,81,Rt,true,1.241452,1.241452,1.241452
sin,81,Rt,PS,1.212237,0.766573,1.855689
sin,81,Rt,PF,1.081234,0.416073,2.571044
sin,81,obs,true,163,163,163
sin,81,obs,PS,159.329219,119.835756,218.666788
sin,81,obs,PF,159.329219,119.835756,218.666788
sin,82,Rt,true,1.288000,1.288000,1.288000
sin,82,Rt,PS,1.283276,0.821804,1.960411
sin,82,Rt,PF,1.123516,0.430988,2.643809
sin,82,obs,true,173,173,173
sin,82,obs,PS,168.747986,127.121424,231.665226
sin,82,obs,PF,168.747986,127.121424,231.665226
sin,83,Rt,true,1.333968,1.333968,1.333968
sin,83,Rt,PS,1.326494,0.851715,2.017856
sin,83,Rt,PF,1.171840,0.456213,2.757613
sin,83,obs,true,186,186,186
sin,83,obs,PS,181.492033,136.313644,248.195481
sin,83,obs,PF,181.492033,136.313644,248.195481
sin,84,Rt,true,1.379070,1.379070,1.379070
sin,84,Rt,PS,1.365692,0.875317,2.048291
sin,84,Rt,PF,1.219476,0.472694,2.846451
sin,84,obs,true,202,202,202
sin,84,obs,PS,197.140590,148.607958,269.564100
sin,84,obs,PF,197.140590,148.607958,269.564100
sin,85,Rt,true,1.423027,1.423027,1.423027
sin,85,Rt,PS,1.413542,0.898284,2.130128
sin,85,Rt,PF,1.273409,0.502322,2.957614
sin,85,obs,true,222,222,222
sin,85,obs,PS,216.747087,163.019366,297.548169
sin,85,obs,PF,216.747087,163.019366,297.548169
sin,86,Rt,true,1.465568,1.465568,1.465568
sin,86,Rt,PS,1.442346,0.944384,2.167268
sin,86,Rt,PF,1.313559,0.519641,3.016979
sin,86,obs,true,246,246,246
sin,86,obs,PS,241.108210,181.651196,329.536213
sin,86,obs,PF,241.108210,181.651196,329.536213
sin,87,Rt,true,1.506428,1.506428,1.506428
sin,87,Rt,PS,1.485788,0.964079,2.177695
sin,87,Rt,PF,1.358689,0.544429,3.122267
sin,87,obs,true,276,276,276
sin,87,obs,PS,270.769741,203.454578,369.162757
sin,87,obs,PF,270.769741,203.454578,369.162757
sin,88,Rt,true,1.545352,1.545352,1.545352
sin,88,Rt,PS,1.519548,0.989621,2.268512
sin,88,Rt,PF,1.401605,0.567769,3.162257
sin,88,obs,true,313,313,313
sin,88,obs,PS,306.746639,231.310806,419.027636
sin,88,obs,PF,306.746639,231.310806,419.027636
sin,89,Rt,true,1.582099,1.582099,1.582099
sin,89,Rt,PS,1.565559,1.021763,2.298821
sin,89,Rt,PF,1.436599,0.575782,3.247187
sin,89,obs,true,357,357,357
sin,89,obs,PS,350.338141,264.727385,479.059752
sin,89,obs,PF,350.338141,264.727385,479.059752
sin,90,Rt,true,1.616437,1.616437,1.616437
sin,90,Rt,PS,1.589965,1.029222,2.375070
sin,90,Rt,PF,1.480111,0.603469,3.324015
sin,90,obs,true,412,412,412
sin,90,obs,PS,405.075622,305.383406,552.926664
sin,90,obs,PF,405.075622,305.383406,552.926664
sin,91,Rt,true,1.648152,1.648152,1.648152
sin,91,Rt,PS,1.633169,1.054144,2.401444
