day,date,wk,age_group,cases,Rj_med,Rj_lo,Rj_hi
10,2018-09-11,37,18-44,38.8571,0.8586,0.7415,0.9906
10,2018-09-11,37,45-64,24.0000,0.7653,0.6587,0.8867
10,2018-09-11,37,65+,16.0000,0.5898,0.5070,0.6857
11,2018-09-12,37,0-5,14.8571,0.9257,0.8062,1.0656
11,2018-09-12,37,6-11,32.7143,1.3317,1.1562,1.5390
11,2018-09-12,37,12-17,19.8571,1.3582,1.1817,1.5594
11,2018-09-12,37,18-44,37.4286,0.8345,0.7221,0.9701
11,2018-09-12,37,45-64,24.5714,0.7443,0.6409,0.8672
11,2018-09-12,37,65+,16.1429,0.5719,0.4921,0.6666
12,2018-09-13,37,0-5,15.2857,0.9163,0.7974,1.0531
12,2018-09-13,37,6-11,33.2857,1.3078,1.1328,1.5139
12,2018-09-13,37,12-17,20.1429,1.3206,1.1472,1.5206
12,2018-09-13,37,18-44,37.2857,0.8219,0.7089,0.9516
12,2018-09-13,37,45-64,24.5714,0.7347,0.6316,0.8534
12,2018-09-13,37,65+,16.1429,0.5630,0.4841,0.6558
13,2018-09-14,37,0-5,15.4286,0.9108,0.7924,1.0450
13,2018-09-14,37,6-11,36.0000,1.2916,1.1191,1.4874
13,2018-09-14,37,12-17,18.7143,1.2951,1.1252,1.4847
13,2018-09-14,37,18-44,38.1429,0.8127,0.7042,0.9372
13,2018-09-14,37,45-64,23.8571,0.7279,0.6276,0.8415
13,2018-09-14,37,65+,14.1429,0.5554,0.4771,0.6459
14,2018-09-15,37,0-5,16.4286,0.9054,0.7873,1.0393
14,2018-09-15,37,6-11,35.8571,1.2731,1.1044,1.4647
14,2018-09-15,37,12-17,17.2857,1.2721,1.1061,1.4626
14,2018-09-15,37,18-44,41.2857,0.8057,0.6973,0.9351
14,2018-09-15,37,45-64,24.0000,0.7226,0.6214,0.8407
14,2018-09-15,37,65+,13.5714,0.5499,0.4716,0.6413
15,2018-09-16,38,0-5,17.7143,0.8928,0.7753,1.0275
15,2018-09-16,38,6-11,36.4286,1.2487,1.0778,1.4425
15,2018-09-16,38,12-17,15.8571,1.2476,1.0821,1.4338
15,2018-09-16,38,18-44,41.7143,0.7964,0.6894,0.9230
15,2018-09-16,38,45-64,24.4286,0.7171,0.6173,0.8330
15,2018-09-16,38,65+,15.1429,0.5453,0.4694,0.6319
16,2018-09-17,38,0-5,18.7143,0.8783,0.7628,1.0113
16,2018-09-17,38,6-11,36.1429,1.2213,1.0589,1.4166
16,2018-09-17,38,12-17,15.7143,1.2242,1.0633,1.4110
16,2018-09-17,38,18-44,40.2857,0.7877,0.6798,0.9153
16,2018-09-17,38,45-64,25.8571,0.7104,0.6095,0.8280
16,2018-09-17,38,65+,15.5714,0.5397,0.4632,0.6288
17,2018-09-18,38,0-5,20.5714,0.8600,0.7444,0.9934
17,2018-09-18,38,6-11,39.0000,1.1896,1.0299,1.3791
17,2018-09-18,38,12-17,16.1429,1.1984,1.0387,1.3824
17,2018-09-18,38,18-44,40.5714,0.7749,0.6692,0.9047
17,2018-09-18,38,45-64,28.4286,0.6997,0.5998,0.8171
17,2018-09-18,38,65+,15.7143,0.5322,0.4556,0.6185
18,2018-09-19,38,0-5,20.7143,0.8446,0.7317,0.9748
18,2018-09-19,38,6-11,38.8571,1.1622,1.0069,1.3400
18,2018-09-19,38,12-17,17.7143,1.1745,1.0185,1.3518
18,2018-09-19,38,18-44,43.1429,0.7654,0.6603,0.8929
18,2018-09-19,38,45-64,30.4286,0.6912,0.5936,0.8072
18,2018-09-19,38,65+,16.1429,0.5255,0.4498,0.6129
19,2018-09-20,38,0-5,19.8571,0.8459,0.7292,0.9750
19,2018-09-20,38,6-11,40.1429,1.1551,0.9969,1.3317
19,2018-09-20,38,12-17,17.5714,1.1700,1.0116,1.3483
19,2018-09-20,38,18-44,43.4286,0.7716,0.6611,0.8954
19,2018-09-20,38,45-64,29.8571,0.6965,0.5951,0.8139
19,2018-09-20,38,65+,16.2857,0.5300,0.4528,0.6218
20,2018-09-21,38,0-5,16.8571,0.8663,0.7519,1.0022
20,2018-09-21,38,6-11,31.0000,1.1723,1.0190,1.3546
20,2018-09-21,38,12-17,15.0000,1.1892,1.0324,1.3701
20,2018-09-21,38,18-44,37.0000,0.7955,0.6842,0.9255
20,2018-09-21,38,45-64,25.7143,0.7205,0.6174,0.8407
20,2018-09-21,38,65+,14.4286,0.5500,0.4715,0.6426
21,2018-09-22,38,0-5,15.4286,0.9089,0.7892,1.0470
21,2018-09-22,38,6-11,27.2857,1.2164,1.0573,1.4001
21,2018-09-22,38,12-17,14.0000,1.2344,1.0736,1.4180
21,2018-09-22,38,18-44,31.1429,0.8425,0.7267,0.9771
21,2018-09-22,38,45-64,21.8571,0.7644,0.6580,0.8897
21,2018-09-22,38,65+,11.7143,0.5852,0.5017,0.6787
22,2018-09-23,39,0-5,15.4286,0.9737,0.8481,1.1208
22,2018-09-23,39,6-11,27.0000,1.2855,1.1217,1.4770
22,2018-09-23,39,12-17,13.0000,1.3041,1.1372,1.4976
22,2018-09-23,39,18-44,32.1429,0.9098,0.7872,1.0608
22,2018-09-23,39,45-64,19.8571,0.8288,0.7138,0.9658
22,2018-09-23,39,65+,8.5714,0.6386,0.5483,0.7437
23,2018-09-24,39,0-5,15.8571,1.0547,0.9137,1.2157
23,2018-09-24,39,6-11,29.1429,1.3762,1.1971,1.5778
23,2018-09-24,39,12-17,13.4286,1.3923,1.2122,1.5975
23,2018-09-24,39,18-44,36.2857,0.9925,0.8530,1.1555
23,2018-09-24,39,45-64,22.5714,0.9084,0.7780,1.0542
23,2018-09-24,39,65+,10.4286,0.7061,0.6030,0.8259
24,2018-09-25,39,0-5,16.4286,1.1405,0.9915,1.3082
24,2018-09-25,39,6-11,25.7143,1.4713,1.2871,1.6791
24,2018-09-25,39,12-17,13.2857,1.4820,1.2966,1.6936
24,2018-09-25,39,18-44,40.4286,1.0761,0.9265,1.2460
24,2018-09-25,39,45-64,23.7143,0.9882,0.8497,1.1454
24,2018-09-25,39,65+,13.8571,0.7765,0.6663,0.9028
25,2018-09-26,39,0-5,15.2857,1.2170,1.0619,1.3957
25,2018-09-26,39,6-11,24.5714,1.5548,1.3612,1.7773
25,2018-09-26,39,12-17,11.2857,1.5577,1.3637,1.7795
25,2018-09-26,39,18-44,38.8571,1.1427,0.9900,1.3277
25,2018-09-26,39,45-64,23.7143,1.0549,0.9108,1.2256
25,2018-09-26,39,65+,13.4286,0.8397,0.7206,0.9750
26,2018-09-27,39,0-5,15.7143,1.2750,1.1107,1.4637
26,2018-09-27,39,6-11,22.2857,1.6179,1.4155,1.8486
26,2018-09-27,39,12-17,11.0000,1.6082,1.4065,1.8348
26,2018-09-27,39,18-44,39.5714,1.1878,1.0273,1.3770
26,2018-09-27,39,45-64,24.0000,1.1007,0.9501,1.2777
26,2018-09-27,39,65+,14.0000,0.8866,0.7627,1.0364
27,2018-09-28,39,0-5,20.5714,1.2924,1.1270,1.4860
27,2018-09-28,39,6-11,28.4286,1.6350,1.4305,1.8714
27,2018-09-28,39,12-17,13.2857,1.6105,1.4096,1.8394
27,2018-09-28,39,18-44,51.1429,1.1861,1.0260,1.3731
27,2018-09-28,39,45-64,31.7143,1.1013,0.9502,1.2768
27,2018-09-28,39,65+,20.4286,0.8972,0.7699,1.0470
28,2018-09-29,39,0-5,21.8571,1.2753,1.1097,1.4684
28,2018-09-29,39,6-11,32.0000,1.6116,1.4065,1.8434
28,2018-09-29,39,12-17,14.5714,1.5713,1.3753,1.7941
28,2018-09-29,39,18-44,58.5714,1.1487,0.9939,1.3315
28,2018-09-29,39,45-64,36.7143,1.0664,0.9209,1.2346
28,2018-09-29,39,65+,27.7143,0.8729,0.7500,1.0171
29,2018-09-30,40,0-5,22.2857,1.2357,1.0751,1.4230
29,2018-09-30,40,6-11,29.8571,1.5620,1.3610,1.7896
29,2018-09-30,40,12-17,14.1429,1.5061,1.3148,1.7192
29,2018-09-30,40,18-44,53.5714,1.0888,0.9406,1.2600
29,2018-09-30,40,45-64,34.7143,1.0073,0.8691,1.1680
29,2018-09-30,40,65+,27.5714,0.8259,0.7083,0.9644
30,2018-10-01,40,0-5,23.2857,1.1905,1.0373,1.3693
30,2018-10-01,40,6-11,29.7143,1.5085,1.3179,1.7274
30,2018-10-01,40,12-17,14.0000,1.4401,1.2612,1.6446
30,2018-10-01,40,18-44,53.7143,1.0272,0.8912,1.1856
30,2018-10-01,40,45-64,34.5714,0.9474,0.8186,1.0941
30,2018-10-01,40,65+,31.1429,0.7759,0.6660,0.9031
31,2018-10-02,40,0-5,24.7143,1.1505,1.0040,1.3224
31,2018-10-02,40,6-11,29.8571,1.4680,1.2863,1.6804
31,2018-10-02,40,12-17,13.4286,1.3900,1.2209,1.5807
31,2018-10-02,40,18-44,51.8571,0.9754,0.8498,1.1240
31,2018-10-02,40,45-64,35.4286,0.8950,0.7754,1.0304
31,2018-10-02,40,65+,28.4286,0.7315,0.6299,0.8489
32,2018-10-03,40,0-5,27.1429,1.1236,0.9796,1.2907
32,2018-10-03,40,6-11,30.4286,1.4442,1.2633,1.6563
32,2018-10-03,40,12-17,13.1429,1.3572,1.1908,1.5451
32,2018-10-03,40,18-44,52.4286,0.9408,0.8171,1.0812
32,2018-10-03,40,45-64,35.4286,0.8589,0.7436,0.9877
32,2018-10-03,40,65+,29.2857,0.6995,0.6024,0.8121
33,2018-10-04,40,0-5,29.2857,1.1070,0.9651,1.2757
33,2018-10-04,40,6-11,32.1429,1.4388,1.2551,1.6500
33,2018-10-04,40,12-17,12.7143,1.3437,1.1773,1.5317
33,2018-10-04,40,18-44,52.1429,0.9190,0.8015,1.0577
33,2018-10-04,40,45-64,35.7143,0.8357,0.7256,0.9653
33,2018-10-04,40,65+,29.2857,0.6791,0.5853,0.7895
34,2018-10-05,40,0-5,29.2857,1.1054,0.9642,1.2726
34,2018-10-05,40,6-11,34.5714,1.4498,1.2657,1.6632
34,2018-10-05,40,12-17,12.8571,1.3508,1.1835,1.5404
34,2018-10-05,40,18-44,52.1429,0.9147,0.7944,1.0548
34,2018-10-05,40,45-64,35.8571,0.8299,0.7177,0.9577
34,2018-10-05,40,65+,29.0000,0.6745,0.5800,0.7849
35,2018-10-06,40,0-5,28.7143,1.1175,0.9747,1.2850
35,2018-10-06,40,6-11,33.2857,1.4830,1.2956,1.7071
35,2018-10-06,40,12-17,12.1429,1.3781,1.2074,1.5733
35,2018-10-06,40,18-44,44.7143,0.9235,0.8040,1.0628
35,2018-10-06,40,45-64,30.8571,0.8359,0.7248,0.9648
35,2018-10-06,40,65+,22.4286,0.6779,0.5836,0.7888
36,2018-10-07,41,0-5,30.8571,1.1438,0.9983,1.3118
36,2018-10-07,41,6-11,39.4286,1.5345,1.3399,1.7719
36,2018-10-07,41,12-17,13.7143,1.4213,1.2452,1.6261
36,2018-10-07,41,18-44,53.7143,0.9422,0.8219,1.0833
36,2018-10-07,41,45-64,37.2857,0.8509,0.7386,0.9796
36,2018-10-07,41,65+,27.2857,0.6894,0.5947,0.7995
37,2018-10-08,41,0-5,33.0000,1.1730,1.0229,1.3437
37,2018-10-08,41,6-11,40.4286,1.5991,1.3968,1.8444
37,2018-10-08,41,12-17,12.1429,1.4765,1.2964,1.6870
37,2018-10-08,41,18-44,51.7143,0.9657,0.8407,1.1104
37,2018-10-08,41,45-64,34.8571,0.8694,0.7539,1.0008
37,2018-10-08,41,65+,26.5714,0.7000,0.6058,0.8116
38,2018-10-09,41,0-5,32.0000,1.2065,1.0528,1.3852
38,2018-10-09,41,6-11,43.4286,1.6759,1.4521,1.9325
38,2018-10-09,41,12-17,13.8571,1.5440,1.3475,1.7627
38,2018-10-09,41,18-44,53.2857,0.9914,0.8630,1.1392
38,2018-10-09,41,45-64,33.7143,0.8894,0.7701,1.0257
38,2018-10-09,41,65+,30.0000,0.7101,0.6143,0.8257
39,2018-10-10,41,0-5,32.4286,1.2406,1.0837,1.4155
39,2018-10-10,41,6-11,48.1429,1.7514,1.5198,2.0166
39,2018-10-10,41,12-17,13.8571,1.6087,1.4103,1.8347
39,2018-10-10,41,18-44,55.5714,1.0113,0.8830,1.1598
39,2018-10-10,41,45-64,35.0000,0.9024,0.7848,1.0370
39,2018-10-10,41,65+,30.7143,0.7135,0.6188,0.8247
40,2018-10-11,41,0-5,33.7143,1.2699,1.1074,1.4525
40,2018-10-11,41,6-11,51.7143,1.8296,1.5824,2.1149
40,2018-10-11,41,12-17,14.7143,1.6763,1.4642,1.9170
40,2018-10-11,41,18-44,56.5714,1.0247,0.8943,1.1807
40,2018-10-11,41,45-64,36.0000,0.9082,0.7888,1.0493
40,2018-10-11,41,65+,30.4286,0.7100,0.6142,0.8190
41,2018-10-12,41,0-5,37.0000,1.2899,1.1268,1.4707
41,2018-10-12,41,6-11,59.2857,1.8991,1.6465,2.1907
41,2018-10-12,41,12-17,15.2857,1.7360,1.5201,1.9797
41,2018-10-12,41,18-44,58.8571,1.0285,0.8991,1.1812
41,2018-10-12,41,45-64,38.7143,0.9030,0.7864,1.0403
41,2018-10-12,41,65+,29.7143,0.6961,0.6058,0.8017
42,2018-10-13,41,0-5,40.0000,1.2962,1.1310,1.4844
42,2018-10-13,41,6-11,72.4286,1.9494,1.6847,2.2616
42,2018-10-13,41,12-17,18.1429,1.7797,1.5538,2.0408
42,2018-10-13,41,18-44,65.2857,1.0203,0.8925,1.1705
42,2018-10-13,41,45-64,44.1429,0.8857,0.7705,1.0180
42,2018-10-13,41,65+,33.5714,0.6740,0.5862,0.7752
43,2018-10-14,42,0-5,42.1429,1.2897,1.1281,1.4784
43,2018-10-14,42,6-11,78.1429,1.9786,1.7086,2.3080
43,2018-10-14,42,12-17,19.0000,1.8065,1.5773,2.0758
43,2018-10-14,42,18-44,63.4286,1.0032,0.8779,1.1508
43,2018-10-14,42,45-64,43.0000,0.8611,0.7500,0.9891
43,2018-10-14,42,65+,32.5714,0.6487,0.5647,0.7442
44,2018-10-15,42,0-5,42.1429,1.2800,1.1173,1.4673
44,2018-10-15,42,6-11,94.0000,1.9906,1.7179,2.3171
44,2018-10-15,42,12-17,23.0000,1.8174,1.5852,2.0850
44,2018-10-15,42,18-44,65.5714,0.9843,0.8615,1.1283
44,2018-10-15,42,45-64,44.8571,0.8350,0.7286,0.9600
44,2018-10-15,42,65+,27.8571,0.6231,0.5449,0.7135
45,2018-10-16,42,0-5,47.1429,1.2651,1.1048,1.4458
45,2018-10-16,42,6-11,113.0000,1.9889,1.7157,2.3187
45,2018-10-16,42,12-17,27.8571,1.8145,1.5819,2.0834
45,2018-10-16,42,18-44,68.5714,0.9624,0.8433,1.1032
45,2018-10-16,42,45-64,46.0000,0.8088,0.7061,0.9286
45,2018-10-16,42,65+,24.5714,0.5993,0.5250,0.6837
46,2018-10-17,42,0-5,52.7143,1.2410,1.0830,1.4159
46,2018-10-17,42,6-11,129.4286,1.9708,1.6942,2.2792
46,2018-10-17,42,12-17,31.4286,1.7980,1.5688,2.0572
46,2018-10-17,42,18-44,71.2857,0.9416,0.8256,1.0743
46,2018-10-17,42,45-64,44.4286,0.7856,0.6858,0.8977
46,2018-10-17,42,65+,23.4286,0.5782,0.5062,0.6591
47,2018-10-18,42,0-5,56.0000,1.2122,1.0564,1.3887
47,2018-10-18,42,6-11,141.7143,1.9301,1.6500,2.2466
47,2018-10-18,42,12-17,34.4286,1.7658,1.5360,2.0260
47,2018-10-18,42,18-44,74.4286,0.9200,0.8074,1.0513
47,2018-10-18,42,45-64,45.7143,0.7640,0.6685,0.8745
47,2018-10-18,42,65+,24.8571,0.5586,0.4903,0.6356
48,2018-10-19,42,0-5,65.0000,1.1738,1.0223,1.3435
48,2018-10-19,42,6-11,178.7143,1.8722,1.6038,2.1891
48,2018-10-19,42,12-17,43.0000,1.7172,1.4916,1.9707
48,2018-10-19,42,18-44,81.0000,0.8946,0.7822,1.0238
48,2018-10-19,42,45-64,45.1429,0.7413,0.6462,0.8503
48,2018-10-19,42,65+,26.1429,0.5382,0.4718,0.6135
49,2018-10-20,42,0-5,73.1429,1.1331,0.9883,1.3017
49,2018-10-20,42,6-11,200.4286,1.8139,1.5440,2.1235
49,2018-10-20,42,12-17,47.5714,1.6661,1.4447,1.9134
49,2018-10-20,42,18-44,90.2857,0.8682,0.7585,0.9948
49,2018-10-20,42,45-64,48.5714,0.7194,0.6273,0.8256
49,2018-10-20,42,65+,26.1429,0.5198,0.4565,0.5919
50,2018-10-21,43,0-5,77.0000,1.0974,0.9594,1.2550
50,2018-10-21,43,6-11,217.2857,1.7647,1.5132,2.0536
50,2018-10-21,43,12-17,53.5714,1.6210,1.4119,1.8560
50,2018-10-21,43,18-44,98.8571,0.8437,0.7409,0.9642
50,2018-10-21,43,45-64,51.0000,0.6998,0.6122,0.8003
50,2018-10-21,43,65+,25.2857,0.5036,0.4433,0.5717
51,2018-10-22,43,0-5,85.1429,1.0695,0.9350,1.2252
51,2018-10-22,43,6-11,240.4286,1.7272,1.4858,2.0235
51,2018-10-22,43,12-17,59.2857,1.5858,1.3839,1.8189
51,2018-10-22,43,18-44,109.5714,0.8226,0.7225,0.9422
51,2018-10-22,43,45-64,55.4286,0.6828,0.5971,0.7824
51,2018-10-22,43,65+,26.2857,0.4892,0.4306,0.5565
52,2018-10-23,43,0-5,90.7143,1.0503,0.9188,1.2023
52,2018-10-23,43,6-11,266.1429,1.7052,1.4656,1.9924
52,2018-10-23,43,12-17,64.5714,1.5669,1.3663,1.7991
52,2018-10-23,43,18-44,115.7143,0.8088,0.7089,0.9242
52,2018-10-23,43,45-64,59.2857,0.6708,0.5872,0.7675
52,2018-10-23,43,65+,29.2857,0.4787,0.4216,0.5437
53,2018-10-24,43,0-5,97.4286,1.0444,0.9125,1.1982
53,2018-10-24,43,6-11,291.7143,1.7074,1.4672,1.9952
53,2018-10-24,43,12-17,70.0000,1.5714,1.3690,1.8065
53,2018-10-24,43,18-44,122.2857,0.8044,0.7046,0.9200
53,2018-10-24,43,45-64,66.5714,0.6655,0.5816,0.7623
53,2018-10-24,43,65+,30.1429,0.4725,0.4163,0.5369
54,2018-10-25,43,0-5,102.1429,1.0500,0.9193,1.2016
54,2018-10-25,43,6-11,308.8571,1.7296,1.4838,2.0260
54,2018-10-25,43,12-17,71.7143,1.5989,1.3923,1.8396
54,2018-10-25,43,18-44,126.1429,0.8085,0.7089,0.9243
54,2018-10-25,43,45-64,67.5714,0.6657,0.5829,0.7610
54,2018-10-25,43,65+,28.8571,0.4708,0.4155,0.5334
55,2018-10-26,43,0-5,110.0000,1.0594,0.9262,1.2141
55,2018-10-26,43,6-11,364.0000,1.7525,1.5057,2.0526
55,2018-10-26,43,12-17,80.7143,1.6329,1.4213,1.8773
55,2018-10-26,43,18-44,139.4286,0.8180,0.7175,0.9357
55,2018-10-26,43,45-64,74.7143,0.6700,0.5862,0.7662
55,2018-10-26,43,65+,29.0000,0.4717,0.4161,0.5342
56,2018-10-27,43,0-5,116.8571,1.0724,0.9366,1.2274
56,2018-10-27,43,6-11,400.7143,1.7832,1.5274,2.0798
56,2018-10-27,43,12-17,93.1429,1.6795,1.4595,1.9285
56,2018-10-27,43,18-44,151.0000,0.8310,0.7283,0.9493
56,2018-10-27,43,45-64,79.2857,0.6764,0.5924,0.7745
56,2018-10-27,43,65+,29.7143,0.4743,0.4189,0.5376
57,2018-10-28,44,0-5,131.0000,1.0880,0.9532,1.2411
57,2018-10-28,44,6-11,429.5714,1.8192,1.5650,2.1144
57,2018-10-28,44,12-17,104.4286,1.7321,1.5114,1.9811
57,2018-10-28,44,18-44,167.4286,0.8465,0.7429,0.9670
57,2018-10-28,44,45-64,86.7143,0.6853,0.6002,0.7835
57,2018-10-28,44,65+,31.4286,0.4785,0.4230,0.5414
58,2018-10-29,44,0-5,141.4286,1.0979,0.9613,1.2528
58,2018-10-29,44,6-11,470.5714,1.8452,1.5905,2.1482
58,2018-10-29,44,12-17,123.4286,1.7755,1.5502,2.0371
58,2018-10-29,44,18-44,180.4286,0.8580,0.7527,0.9799
58,2018-10-29,44,45-64,92.2857,0.6895,0.6040,0.7877
58,2018-10-29,44,65+,35.7143,0.4797,0.4242,0.5428
59,2018-10-30,44,0-5,158.2857,1.1011,0.9678,1.2600
59,2018-10-30,44,6-11,536.7143,1.8614,1.6067,2.1751
59,2018-10-30,44,12-17,148.2857,1.8129,1.5827,2.0812
59,2018-10-30,44,18-44,200.4286,0.8630,0.7595,0.9844
59,2018-10-30,44,45-64,98.8571,0.6889,0.6052,0.7864
59,2018-10-30,44,65+,36.2857,0.4776,0.4229,0.5402
60,2018-10-31,44,0-5,172.7143,1.0975,0.9614,1.2515
60,2018-10-31,44,6-11,596.5714,1.8624,1.6026,2.1720
60,2018-10-31,44,12-17,174.7143,1.8297,1.5944,2.0979
60,2018-10-31,44,18-44,222.0000,0.8634,0.7582,0.9838
60,2018-10-31,44,45-64,104.1429,0.6855,0.6020,0.7808
60,2018-10-31,44,65+,38.5714,0.4735,0.4192,0.5344
61,2018-11-01,44,0-5,187.2857,1.0765,0.9443,1.2273
61,2018-11-01,44,6-11,651.0000,1.8363,1.5808,2.1305
61,2018-11-01,44,12-17,192.8571,1.8264,1.5873,2.0969
61,2018-11-01,44,18-44,239.2857,0.8563,0.7491,0.9777
61,2018-11-01,44,45-64,109.0000,0.6765,0.5919,0.7731
61,2018-11-01,44,65+,40.0000,0.4649,0.4111,0.5255
62,2018-11-02,44,0-5,212.5714,1.0428,0.9127,1.1905
62,2018-11-02,44,6-11,771.5714,1.7825,1.5303,2.0719
62,2018-11-02,44,12-17,255.2857,1.7864,1.5547,2.0501
62,2018-11-02,44,18-44,276.5714,0.8333,0.7327,0.9506
62,2018-11-02,44,45-64,122.1429,0.6569,0.5776,0.7482
62,2018-11-02,44,65+,44.7143,0.4500,0.3994,0.5073
63,2018-11-03,44,0-5,234.8571,1.0000,0.8768,1.1427
63,2018-11-03,44,6-11,856.5714,1.7071,1.4702,1.9966
63,2018-11-03,44,12-17,295.7143,1.7248,1.5010,1.9819
63,2018-11-03,44,18-44,312.2857,0.8055,0.7064,0.9195
63,2018-11-03,44,45-64,131.2857,0.6330,0.5560,0.7219
63,2018-11-03,44,65+,47.8571,0.4322,0.3833,0.4872
64,2018-11-04,45,0-5,255.4286,0.9544,0.8351,1.0891
64,2018-11-04,45,6-11,916.8571,1.6254,1.3999,1.8914
64,2018-11-04,45,12-17,330.0000,1.6503,1.4379,1.8937
64,2018-11-04,45,18-44,354.7143,0.7707,0.6758,0.8802
64,2018-11-04,45,45-64,142.7143,0.6060,0.5321,0.6913
64,2018-11-04,45,65+,51.2857,0.4131,0.3662,0.4659
65,2018-11-05,45,0-5,273.7143,0.9084,0.7954,1.0378
65,2018-11-05,45,6-11,985.8571,1.5458,1.3300,1.7984
65,2018-11-05,45,12-17,373.5714,1.5776,1.3737,1.8129
65,2018-11-05,45,18-44,389.8571,0.7377,0.6471,0.8437
65,2018-11-05,45,45-64,150.7143,0.5803,0.5094,0.6632
65,2018-11-05,45,65+,53.7143,0.3946,0.3495,0.4456
66,2018-11-06,45,0-5,289.7143,0.8726,0.7641,0.9970
66,2018-11-06,45,6-11,1045.1429,1.4815,1.2770,1.7243
66,2018-11-06,45,12-17,419.4286,1.5178,1.3196,1.7435
66,2018-11-06,45,18-44,422.5714,0.7099,0.6236,0.8144
66,2018-11-06,45,45-64,164.7143,0.5588,0.4906,0.6397
66,2018-11-06,45,65+,57.2857,0.3789,0.3361,0.4281
67,2018-11-07,45,0-5,301.7143,0.8505,0.7461,0.9707
67,2018-11-07,45,6-11,1095.5714,1.4349,1.2368,1.6702
67,2018-11-07,45,12-17,455.0000,1.4747,1.2851,1.6946
