day,age_group,incidence,incidence_per1000,incidence_per100k
106,65+,691.602843,0.074628,7.462838
107,0-5,316.073606,0.176401,17.640123
107,6-11,153.367272,0.056644,5.664380
107,12-17,536.086786,0.193387,19.338666
107,18-44,4266.725293,0.236734,23.673361
107,45-64,2718.237517,0.161062,16.106195
107,65+,649.663580,0.070103,7.010286
108,0-5,291.796842,0.162852,16.285233
108,6-11,141.328724,0.052198,5.219755
108,12-17,494.932290,0.178541,17.854069
108,18-44,3979.284421,0.220785,22.078533
108,45-64,2543.520130,0.150710,15.070953
108,65+,610.145792,0.065839,6.583864
109,0-5,269.352107,0.150326,15.032588
109,6-11,130.223243,0.048096,4.809591
109,12-17,456.904218,0.164823,16.482253
109,18-44,3710.532561,0.205874,20.587399
109,45-64,2379.559015,0.140994,14.099445
109,65+,572.906045,0.061820,6.182023
110,0-5,248.597626,0.138743,13.874277
110,6-11,119.976688,0.044312,4.431151
110,12-17,421.755459,0.152143,15.214306
110,18-44,3459.223492,0.191930,19.193044
110,45-64,2225.675271,0.131876,13.187648
110,65+,537.810079,0.058033,5.803316
111,0-5,229.403323,0.128030,12.803039
111,6-11,110.521164,0.040819,4.081926
111,12-17,389.260177,0.140421,14.042079
111,18-44,3224.200722,0.178891,17.889051
111,45-64,2081.236489,0.123318,12.331814
111,65+,504.732223,0.054464,5.446384
112,0-5,211.649779,0.118122,11.812211
112,6-11,101.794461,0.037596,3.759619
112,12-17,359.211796,0.129581,12.958120
112,18-44,3004.390634,0.166695,16.669464
112,45-64,1945.653407,0.115285,11.528453
112,65+,473.554834,0.051100,5.109960
113,0-5,195.227296,0.108957,10.895669
113,6-11,93.739540,0.034621,3.462123
113,12-17,331.421179,0.119556,11.955608
113,18-44,2798.796140,0.155287,15.528750
113,45-64,1818.376799,0.107743,10.774309
113,65+,444.167771,0.047929,4.792855
114,0-5,180.035041,0.100478,10.047787
114,6-11,86.304077,0.031875,3.187506
114,12-17,305.715010,0.110283,11.028290
114,18-44,2606.490821,0.144618,14.461769
114,45-64,1698.894558,0.100663,10.066349
114,65+,416.467898,0.044940,4.493956
115,0-5,165.980273,0.092634,9.263388
115,6-11,79.440042,0.029340,2.933993
115,12-17,281.934324,0.101704,10.170431
115,18-44,2426.613508,0.134637,13.463744
115,45-64,1586.729004,0.094017,9.401742
115,65+,390.358607,0.042122,4.212220
116,0-5,152.977641,0.085377,8.537709
116,6-11,73.103323,0.027000,2.699957
116,12-17,259.933200,0.093768,9.376768
116,18-44,2258.363290,0.125302,12.530230
116,45-64,1481.434361,0.087778,8.777846
116,65+,365.749378,0.039467,3.946670
117,0-5,140.948547,0.078664,7.866363
117,6-11,67.253379,0.024839,2.483898
117,12-17,239.577569,0.086425,8.642464
117,18-44,2100.994901,0.116571,11.657092
117,45-64,1382.594430,0.081922,8.192196
117,65+,342.555365,0.036964,3.696392
118,0-5,129.820569,0.072453,7.245309
118,6-11,61.852934,0.022844,2.284441
118,12-17,220.744158,0.079631,7.963072
118,18-44,1953.814466,0.108405,10.840481
118,45-64,1289.820418,0.076425,7.642489
118,65+,320.697000,0.034605,3.460526
119,0-5,119.526931,0.066708,6.670819
119,6-11,56.867689,0.021003,2.100319
119,12-17,203.319519,0.073345,7.334500
119,18-44,1816.175591,0.100768,10.076810
119,45-64,1202.748939,0.071266,7.126570
119,65+,300.099633,0.032383,3.238267
120,0-5,110.006028,0.061395,6.139456
120,6-11,52.266069,0.019304,1.930365
120,12-17,187.199169,0.067530,6.752978
120,18-44,1687.475749,0.093627,9.362736
120,45-64,1121.040146,0.066424,6.642426
120,65+,280.693191,0.030289,3.028859
121,0-5,101.200993,0.056480,5.648045
121,6-11,48.018993,0.017735,1.773506
121,12-17,172.286804,0.062150,6.215033
121,18-44,1567.152957,0.086951,8.695141
121,45-64,1044.376020,0.061882,6.188173
121,65+,262.411853,0.028316,2.831592
122,0-5,93.059298,0.051937,5.193656
122,6-11,44.099655,0.016288,1.628752
122,12-17,158.493589,0.057175,5.717460
122,18-44,1454.682719,0.080711,8.071115
122,45-64,972.458770,0.057620,5.762046
122,65+,245.193762,0.026458,2.645798
123,0-5,85.532395,0.047736,4.773578
123,6-11,40.483338,0.014952,1.495189
123,12-17,145.737521,0.052573,5.257300
123,18-44,1349.575211,0.074879,7.487939
123,45-64,905.009370,0.053624,5.362393
123,65+,228.980744,0.024708,2.470849
124,0-5,78.575391,0.043853,4.385306
124,6-11,37.147238,0.013720,1.371975
124,12-17,133.942846,0.048318,4.831822
124,18-44,1251.372683,0.069431,6.943076
124,45-64,841.766194,0.049877,4.987662
124,65+,213.718051,0.023062,2.306155
125,0-5,72.146747,0.040265,4.026522
125,6-11,34.070303,0.012583,1.258333
125,12-17,123.039536,0.044385,4.438499
125,18-44,1159.647087,0.064341,6.434148
125,45-64,782.483763,0.046364,4.636400
125,65+,199.354122,0.021512,2.151159
126,0-5,66.208008,0.036951,3.695080
126,6-11,31.233092,0.011535,1.153545
126,12-17,112.962808,0.040750,4.074993
126,18-44,1073.997876,0.059589,5.958935
126,45-64,726.931589,0.043072,4.307240
126,65+,185.840366,0.020053,2.005337
127,0-5,60.723552,0.033890,3.388992
127,6-11,28.617638,0.010569,1.056948
127,12-17,103.652698,0.037391,3.739143
127,18-44,994.049992,0.055154,5.515355
127,45-64,674.893101,0.039989,3.998900
127,65+,173.130951,0.018682,1.868194
128,0-5,55.660370,0.031064,3.106415
128,6-11,26.207334,0.009679,0.967927
128,12-17,95.053661,0.034289,3.428943
128,18-44,919.452012,0.051015,5.101458
128,45-64,626.164663,0.037102,3.710173
128,65+,161.182615,0.017393,1.739264
129,0-5,50.987854,0.028456,2.845641
129,6-11,23.986818,0.008859,0.885915
129,12-17,87.114221,0.031425,3.142538
129,18-44,849.874446,0.047154,4.715416
129,45-64,580.554668,0.034399,3.439923
129,65+,149.954495,0.016181,1.618105
130,0-5,46.677609,0.026051,2.605085
130,6-11,21.941877,0.008104,0.810389
130,12-17,79.786639,0.028782,2.878204
130,18-44,785.008172,0.043555,4.355514
130,45-64,537.882695,0.031871,3.187081
130,65+,139.407956,0.015043,1.504301
131,0-5,42.703286,0.023833,2.383278
131,6-11,20.059354,0.007409,0.740861
131,12-17,73.026623,0.026343,2.634345
131,18-44,724.562992,0.040201,4.020142
131,45-64,497.978743,0.029506,2.950641
131,65+,129.506448,0.013975,1.397458
132,0-5,39.040421,0.021789,2.178853
132,6-11,18.327067,0.006769,0.676881
132,12-17,66.793057,0.024095,2.409477
132,18-44,668.266317,0.037078,3.707787
132,45-64,460.682520,0.027297,2.729652
132,65+,120.215363,0.012972,1.297201
133,0-5,35.666290,0.019905,1.990542
133,6-11,16.733732,0.006180,0.618034
133,12-17,61.047753,0.022022,2.202222
133,18-44,615.861947,0.034170,3.417029
133,45-64,425.842792,0.025232,2.523218
133,65+,111.501909,0.012032,1.203177
134,0-5,32.559783,0.018172,1.817167
134,6-11,15.268889,0.005639,0.563932
134,12-17,55.755230,0.020113,2.011301
134,18-44,567.108956,0.031465,3.146529
134,45-64,393.316777,0.023305,2.330494
134,65+,103.334991,0.011151,1.115051
135,0-5,29.701277,0.016576,1.657633
135,6-11,13.922849,0.005142,0.514219
135,12-17,50.882510,0.018355,1.835523
135,18-44,521.780665,0.028950,2.895031
135,45-64,362.969601,0.021507,2.150680
135,65+,95.685104,0.010325,1.032504
136,0-5,27.072531,0.015109,1.510923
136,6-11,12.686625,0.004686,0.468561
136,12-17,46.398926,0.016738,1.673784
136,18-44,479.663699,0.026614,2.661351
136,45-64,334.673781,0.019830,1.983021
136,65+,88.524231,0.009552,0.955233
137,0-5,24.656583,0.013761,1.376088
137,6-11,11.551884,0.004267,0.426651
137,12-17,42.275956,0.015251,1.525053
137,18-44,440.557122,0.024444,2.444373
137,45-64,308.308765,0.018268,1.826802
137,65+,81.825754,0.008830,0.882952
138,0-5,22.437656,0.012522,1.252249
138,6-11,10.510900,0.003882,0.388204
138,12-17,38.487065,0.013884,1.388373
138,18-44,404.271635,0.022430,2.243048
138,45-64,283.760499,0.016813,1.681348
138,65+,75.564369,0.008154,0.815388
139,0-5,20.401075,0.011386,1.138588
139,6-11,9.556504,0.003530,0.352954
139,12-17,35.007560,0.012629,1.262854
139,18-44,370.628847,0.020564,2.056385
139,45-64,260.921034,0.015460,1.546018
139,65+,69.716007,0.007523,0.752280
140,0-5,18.533188,0.010343,1.034340
140,6-11,8.682046,0.003207,0.320658
140,12-17,31.814459,0.011477,1.147667
140,18-44,339.460598,0.018835,1.883452
140,45-64,239.688162,0.014202,1.420209
140,65+,64.257765,0.006934,0.693382
141,0-5,16.821292,0.009388,0.938799
141,6-11,7.881360,0.002911,0.291086
141,12-17,28.886373,0.010420,1.042040
141,18-44,310.608334,0.017234,1.723369
141,45-64,219.965080,0.013033,1.303345
141,65+,59.167840,0.006385,0.638459
142,0-5,15.253572,0.008513,0.851305
142,6-11,7.148721,0.002640,0.264027
142,12-17,26.203389,0.009453,0.945255
142,18-44,283.922540,0.015753,1.575307
142,45-64,201.660090,0.011949,1.194883
142,65+,54.425470,0.005873,0.587286
143,0-5,13.819034,0.007712,0.771243
143,6-11,6.478823,0.002393,0.239285
143,12-17,23.746972,0.008566,0.856643
143,18-44,259.262205,0.014385,1.438482
143,45-64,184.686306,0.010943,1.094310
143,65+,50.010880,0.005396,0.539649
144,0-5,12.507451,0.006980,0.698043
144,6-11,5.866740,0.002167,0.216679
144,12-17,21.499872,0.007756,0.775581
144,18-44,236.494338,0.013122,1.312158
144,45-64,168.961403,0.010011,1.001136
144,65+,45.905229,0.004953,0.495347
145,0-5,11.309312,0.006312,0.631175
145,6-11,5.307907,0.001960,0.196039
145,12-17,19.446032,0.007015,0.701491
145,18-44,215.493513,0.011956,1.195637
145,45-64,154.407369,0.009149,0.914900
145,65+,42.090568,0.004542,0.454184
146,0-5,10.215773,0.005701,0.570144
146,6-11,4.798089,0.001772,0.177210
146,12-17,17.570510,0.006338,0.633834
146,18-44,196.141451,0.010883,1.088265
146,45-64,140.950286,0.008352,0.835164
146,65+,38.549793,0.004160,0.415977
147,0-5,9.218612,0.005145,0.514492
147,6-11,4.333361,0.001600,0.160046
147,12-17,15.859408,0.005721,0.572108
147,18-44,178.326635,0.009894,0.989422
147,45-64,128.520122,0.007615,0.761512
147,65+,35.266612,0.003805,0.380549
148,0-5,8.310187,0.004638,0.463793
148,6-11,3.910085,0.001444,0.144413
148,12-17,14.299798,0.005158,0.515847
148,18-44,161.943946,0.008985,0.898525
148,45-64,117.050545,0.006936,0.693552
148,65+,32.225503,0.003477,0.347734
149,0-5,7.483400,0.004176,0.417650
149,6-11,3.524892,0.001302,0.130186
149,12-17,12.879660,0.004646,0.464618
149,18-44,146.894326,0.008150,0.815024
149,45-64,106.478739,0.006309,0.630912
149,65+,29.411685,0.003174,0.317371
