day,age_group,incidence,incidence_per1000,incidence_per100k
108,0-5,256.000000,0.142874,14.287405
108,6-11,92.000000,0.033979,3.397876
108,12-17,516.000000,0.186141,18.614061
108,18-44,2839.000000,0.157518,15.751816
108,45-64,2727.000000,0.161581,16.158115
108,65+,479.000000,0.051687,5.168717
109,0-5,238.000000,0.132828,13.282821
109,6-11,129.000000,0.047644,4.764413
109,12-17,510.000000,0.183976,18.397618
109,18-44,3936.000000,0.218384,21.838375
109,45-64,2021.000000,0.119749,11.974899
109,65+,630.000000,0.067981,6.798104
110,0-5,216.000000,0.120550,12.054998
110,6-11,113.000000,0.041735,4.173478
110,12-17,326.000000,0.117600,11.760046
110,18-44,3660.000000,0.203070,20.307026
110,45-64,2223.000000,0.131718,13.171796
110,65+,357.000000,0.038523,3.852259
111,0-5,258.000000,0.143990,14.399025
111,6-11,78.000000,0.028808,2.880808
111,12-17,430.000000,0.155117,15.511717
111,18-44,3644.000000,0.202183,20.218252
111,45-64,2613.000000,0.154826,15.482638
111,65+,455.000000,0.049097,4.909742
112,0-5,258.000000,0.143990,14.399025
112,6-11,105.000000,0.038780,3.878010
112,12-17,345.000000,0.124454,12.445447
112,18-44,2642.000000,0.146588,14.658787
112,45-64,2226.000000,0.131896,13.189572
112,65+,565.000000,0.060967,6.096712
113,0-5,256.000000,0.142874,14.287405
113,6-11,72.000000,0.026592,2.659207
113,12-17,346.000000,0.124815,12.481521
113,18-44,2383.000000,0.132218,13.221760
113,45-64,1989.000000,0.117853,11.785292
113,65+,441.000000,0.047587,4.758673
114,0-5,190.000000,0.106039,10.603933
114,6-11,129.000000,0.047644,4.764413
114,12-17,307.000000,0.110746,11.074645
114,18-44,2781.000000,0.154300,15.430010
114,45-64,1410.000000,0.083546,8.354581
114,65+,399.000000,0.043055,4.305466
115,0-5,153.000000,0.085390,8.538957
115,6-11,75.000000,0.027700,2.770007
115,12-17,286.000000,0.103171,10.317096
115,18-44,1858.000000,0.103089,10.308867
115,45-64,1421.000000,0.084198,8.419758
115,65+,459.000000,0.049529,4.952904
116,0-5,134.000000,0.074786,7.478563
116,6-11,76.000000,0.028069,2.806941
116,12-17,222.000000,0.080084,8.008375
116,18-44,2280.000000,0.126503,12.650278
116,45-64,1517.000000,0.089886,8.988581
116,65+,257.000000,0.027732,2.773195
117,0-5,187.000000,0.104365,10.436503
117,6-11,50.000000,0.018467,1.846672
117,12-17,208.000000,0.075033,7.503342
117,18-44,2227.000000,0.123562,12.356215
117,45-64,879.000000,0.052083,5.208281
117,65+,321.000000,0.034638,3.463796
118,0-5,234.000000,0.130596,13.059581
118,6-11,70.000000,0.025853,2.585340
118,12-17,240.000000,0.086577,8.657703
118,18-44,2061.000000,0.114352,11.435186
118,45-64,1544.000000,0.091486,9.148562
118,65+,305.000000,0.032911,3.291146
119,0-5,114.000000,0.063624,6.362360
119,6-11,68.000000,0.025115,2.511473
119,12-17,176.000000,0.063490,6.348982
119,18-44,2096.000000,0.116294,11.629379
119,45-64,979.000000,0.058008,5.800805
119,65+,436.000000,0.047047,4.704720
120,0-5,129.000000,0.071995,7.199512
120,6-11,70.000000,0.025853,2.585340
120,12-17,240.000000,0.086577,8.657703
120,18-44,1253.000000,0.069521,6.952105
120,45-64,1182.000000,0.070036,7.003627
120,65+,217.000000,0.023416,2.341569
121,0-5,104.000000,0.058043,5.804258
121,6-11,82.000000,0.030285,3.028541
121,12-17,143.000000,0.051585,5.158548
121,18-44,2364.000000,0.131163,13.116341
121,45-64,1234.000000,0.073117,7.311739
121,65+,177.000000,0.019099,1.909943
122,0-5,79.000000,0.044090,4.409004
122,6-11,42.000000,0.015512,1.551204
122,12-17,82.000000,0.029580,2.958048
122,18-44,1118.000000,0.062031,6.203075
122,45-64,758.000000,0.044913,4.491328
122,65+,245.000000,0.026437,2.643707
123,0-5,96.000000,0.053578,5.357777
123,6-11,63.000000,0.023268,2.326806
123,12-17,124.000000,0.044731,4.473146
123,18-44,2249.000000,0.124783,12.478279
123,45-64,977.000000,0.057890,5.788954
123,65+,260.000000,0.028056,2.805567
124,0-5,75.000000,0.041858,4.185763
124,6-11,50.000000,0.018467,1.846672
124,12-17,152.000000,0.054832,5.483212
124,18-44,915.000000,0.050768,5.076756
124,45-64,798.000000,0.047283,4.728337
124,65+,166.000000,0.017912,1.791246
125,0-5,81.000000,0.045206,4.520624
125,6-11,19.000000,0.007017,0.701735
125,12-17,162.000000,0.058439,5.843949
125,18-44,876.000000,0.048604,4.860370
125,45-64,596.000000,0.035314,3.531440
125,65+,294.000000,0.031724,3.172448
126,0-5,63.000000,0.035160,3.516041
126,6-11,36.000000,0.013296,1.329604
126,12-17,147.000000,0.053028,5.302843
126,18-44,782.000000,0.043388,4.338823
126,45-64,629.000000,0.037270,3.726973
126,65+,160.000000,0.017265,1.726503
127,0-5,48.000000,0.026789,2.678888
127,6-11,26.000000,0.009603,0.960269
127,12-17,96.000000,0.034631,3.463081
127,18-44,1437.000000,0.079730,7.973004
127,45-64,527.000000,0.031226,3.122599
127,65+,207.000000,0.022337,2.233663
128,0-5,48.000000,0.026789,2.678888
128,6-11,29.000000,0.010711,1.071070
128,12-17,104.000000,0.037517,3.751671
128,18-44,753.000000,0.041779,4.177921
128,45-64,493.000000,0.029211,2.921141
128,65+,209.000000,0.022552,2.255244
129,0-5,74.000000,0.041300,4.129953
129,6-11,30.000000,0.011080,1.108003
129,12-17,77.000000,0.027777,2.777680
129,18-44,542.000000,0.030072,3.007215
129,45-64,494.000000,0.029271,2.927066
129,65+,157.000000,0.016941,1.694131
130,0-5,26.000000,0.014511,1.451065
130,6-11,18.000000,0.006648,0.664802
130,12-17,101.000000,0.036434,3.643450
130,18-44,718.000000,0.039837,3.983728
130,45-64,619.000000,0.036677,3.667720
130,65+,159.000000,0.017157,1.715712
131,0-5,49.000000,0.027347,2.734699
131,6-11,20.000000,0.007387,0.738669
131,12-17,74.000000,0.026695,2.669458
131,18-44,708.000000,0.039282,3.928244
131,45-64,494.000000,0.029271,2.927066
131,65+,145.000000,0.015646,1.564643
132,0-5,45.000000,0.025115,2.511458
132,6-11,18.000000,0.006648,0.664802
132,12-17,63.000000,0.022726,2.272647
132,18-44,658.000000,0.036508,3.650826
132,45-64,627.000000,0.037151,3.715122
132,65+,141.000000,0.015215,1.521480
133,0-5,29.000000,0.016185,1.618495
133,6-11,18.000000,0.006648,0.664802
133,12-17,66.000000,0.023809,2.380868
133,18-44,531.000000,0.029462,2.946183
133,45-64,437.000000,0.025893,2.589328
133,65+,135.000000,0.014567,1.456737
134,0-5,34.000000,0.018975,1.897546
134,6-11,14.000000,0.005171,0.517068
134,12-17,40.000000,0.014430,1.442950
134,18-44,600.000000,0.033290,3.329021
134,45-64,368.000000,0.021805,2.180486
134,65+,91.000000,0.009819,0.981948
135,0-5,31.000000,0.017301,1.730115
135,6-11,15.000000,0.005540,0.554001
135,12-17,76.000000,0.027416,2.741606
135,18-44,497.000000,0.027575,2.757539
135,45-64,302.000000,0.017894,1.789421
135,65+,93.000000,0.010035,1.003530
136,0-5,24.000000,0.013394,1.339444
136,6-11,18.000000,0.006648,0.664802
136,12-17,31.000000,0.011183,1.118287
136,18-44,533.000000,0.029573,2.957280
136,45-64,309.000000,0.018309,1.830897
136,65+,62.000000,0.006690,0.669020
137,0-5,28.000000,0.015627,1.562685
137,6-11,16.000000,0.005909,0.590935
137,12-17,65.000000,0.023448,2.344794
137,18-44,677.000000,0.037562,3.756245
137,45-64,265.000000,0.015702,1.570187
137,65+,70.000000,0.007553,0.755345
138,0-5,21.000000,0.011720,1.172014
138,6-11,13.000000,0.004801,0.480135
138,12-17,35.000000,0.012626,1.262582
138,18-44,493.000000,0.027353,2.735345
138,45-64,298.000000,0.017657,1.765720
138,65+,52.000000,0.005611,0.561113
139,0-5,19.000000,0.010604,1.060393
139,6-11,3.000000,0.001108,0.110800
139,12-17,40.000000,0.014430,1.442950
139,18-44,395.000000,0.021916,2.191605
139,45-64,246.000000,0.014576,1.457608
139,65+,67.000000,0.007230,0.722973
140,0-5,11.000000,0.006139,0.613912
140,6-11,9.000000,0.003324,0.332401
140,12-17,26.000000,0.009379,0.937918
140,18-44,380.000000,0.021084,2.108380
140,45-64,400.000000,0.023701,2.370094
140,65+,61.000000,0.006582,0.658229
141,0-5,24.000000,0.013394,1.339444
141,6-11,4.000000,0.001477,0.147734
141,12-17,27.000000,0.009740,0.973992
141,18-44,198.000000,0.010986,1.098577
141,45-64,194.000000,0.011495,1.149496
141,65+,69.000000,0.007446,0.744554
142,0-5,19.000000,0.010604,1.060393
142,6-11,12.000000,0.004432,0.443201
142,12-17,20.000000,0.007215,0.721475
142,18-44,238.000000,0.013205,1.320511
142,45-64,166.000000,0.009836,0.983589
142,65+,46.000000,0.004964,0.496369
143,0-5,22.000000,0.012278,1.227824
143,6-11,8.000000,0.002955,0.295467
143,12-17,33.000000,0.011904,1.190434
143,18-44,204.000000,0.011319,1.131867
143,45-64,98.000000,0.005807,0.580673
143,65+,42.000000,0.004532,0.453207
144,0-5,28.000000,0.015627,1.562685
144,6-11,6.000000,0.002216,0.221601
144,12-17,38.000000,0.013708,1.370803
144,18-44,226.000000,0.012539,1.253931
144,45-64,239.000000,0.014161,1.416131
144,65+,48.000000,0.005180,0.517951
145,0-5,9.000000,0.005023,0.502292
145,6-11,7.000000,0.002585,0.258534
145,12-17,24.000000,0.008658,0.865770
145,18-44,127.000000,0.007046,0.704643
145,45-64,137.000000,0.008118,0.811757
145,65+,21.000000,0.002266,0.226603
146,0-5,15.000000,0.008372,0.837153
146,6-11,6.000000,0.002216,0.221601
146,12-17,29.000000,0.010461,1.046139
146,18-44,240.000000,0.013316,1.331608
146,45-64,133.000000,0.007881,0.788056
146,65+,61.000000,0.006582,0.658229
147,0-5,10.000000,0.005581,0.558102
147,6-11,2.000000,0.000739,0.073867
147,12-17,25.000000,0.009018,0.901844
147,18-44,212.000000,0.011763,1.176254
147,45-64,82.000000,0.004859,0.485869
147,65+,53.000000,0.005719,0.571904
148,0-5,5.000000,0.002791,0.279051
148,6-11,2.000000,0.000739,0.073867
148,12-17,8.000000,0.002886,0.288590
148,18-44,161.000000,0.008933,0.893287
148,45-64,114.000000,0.006755,0.675477
148,65+,46.000000,0.004964,0.496369
149,0-5,4.000000,0.002232,0.223241
149,6-11,2.000000,0.000739,0.073867
149,12-17,6.000000,0.002164,0.216443
149,18-44,136.000000,0.007546,0.754578
149,45-64,117.000000,0.006933,0.693252
149,65+,19.000000,0.002050,0.205022
