Np,L,day,age_group,uniq
1000000,24,74,12-17,36662
1000000,24,74,18-44,36702
1000000,24,74,45-64,38565
1000000,24,74,65+,40257
1000000,24,75,0-5,38746
1000000,24,75,6-11,40488
1000000,24,75,12-17,36739
1000000,24,75,18-44,36780
1000000,24,75,45-64,38519
1000000,24,75,65+,40239
1000000,24,76,0-5,38741
1000000,24,76,6-11,40527
1000000,24,76,12-17,36747
1000000,24,76,18-44,36765
1000000,24,76,45-64,38542
1000000,24,76,65+,40214
1000000,24,77,0-5,38765
1000000,24,77,6-11,40621
1000000,24,77,12-17,36871
1000000,24,77,18-44,36786
1000000,24,77,45-64,38515
1000000,24,77,65+,40175
1000000,24,78,0-5,38887
1000000,24,78,6-11,40604
1000000,24,78,12-17,36962
1000000,24,78,18-44,36730
1000000,24,78,45-64,38410
1000000,24,78,65+,40195
1000000,24,79,0-5,38858
1000000,24,79,6-11,40718
1000000,24,79,12-17,37049
1000000,24,79,18-44,36663
1000000,24,79,45-64,38352
1000000,24,79,65+,40218
1000000,24,80,0-5,38869
1000000,24,80,6-11,40757
1000000,24,80,12-17,37094
1000000,24,80,18-44,36673
1000000,24,80,45-64,38433
1000000,24,80,65+,40170
1000000,24,81,0-5,38900
1000000,24,81,6-11,40691
1000000,24,81,12-17,37105
1000000,24,81,18-44,36633
1000000,24,81,45-64,38470
1000000,24,81,65+,40212
1000000,24,82,0-5,38822
1000000,24,82,6-11,40637
1000000,24,82,12-17,37052
1000000,24,82,18-44,36671
1000000,24,82,45-64,38394
1000000,24,82,65+,40206
1000000,24,83,0-5,38859
1000000,24,83,6-11,40670
1000000,24,83,12-17,37165
1000000,24,83,18-44,36675
1000000,24,83,45-64,38360
1000000,24,83,65+,40204
1000000,24,84,0-5,38978
1000000,24,84,6-11,40775
1000000,24,84,12-17,37199
1000000,24,84,18-44,36753
1000000,24,84,45-64,38316
1000000,24,84,65+,40181
1000000,24,85,0-5,39011
1000000,24,85,6-11,40691
1000000,24,85,12-17,37287
1000000,24,85,18-44,36765
1000000,24,85,45-64,38266
1000000,24,85,65+,40191
1000000,24,86,0-5,39052
1000000,24,86,6-11,40755
1000000,24,86,12-17,37331
1000000,24,86,18-44,36829
1000000,24,86,45-64,38355
1000000,24,86,65+,40166
1000000,24,87,0-5,39051
1000000,24,87,6-11,40885
1000000,24,87,12-17,37383
1000000,24,87,18-44,36976
1000000,24,87,45-64,38316
1000000,24,87,65+,40139
1000000,24,88,0-5,39016
1000000,24,88,6-11,40938
1000000,24,88,12-17,37357
1000000,24,88,18-44,36950
1000000,24,88,45-64,38338
1000000,24,88,65+,40122
1000000,24,89,0-5,39138
1000000,24,89,6-11,41019
1000000,24,89,12-17,37400
1000000,24,89,18-44,36946
1000000,24,89,45-64,38354
1000000,24,89,65+,40117
1000000,24,90,0-5,39238
1000000,24,90,6-11,41104
1000000,24,90,12-17,37450
1000000,24,90,18-44,36831
1000000,24,90,45-64,38222
1000000,24,90,65+,40119
1000000,24,91,0-5,39310
1000000,24,91,6-11,41271
1000000,24,91,12-17,37484
1000000,24,91,18-44,36811
1000000,24,91,45-64,38297
1000000,24,91,65+,40087
1000000,24,92,0-5,39382
1000000,24,92,6-11,41337
1000000,24,92,12-17,37567
1000000,24,92,18-44,36779
1000000,24,92,45-64,38262
1000000,24,92,65+,40068
1000000,24,93,0-5,39492
1000000,24,93,6-11,41441
1000000,24,93,12-17,37631
1000000,24,93,18-44,36815
1000000,24,93,45-64,38303
1000000,24,93,65+,40072
1000000,24,94,0-5,39593
1000000,24,94,6-11,41501
1000000,24,94,12-17,37718
1000000,24,94,18-44,36797
1000000,24,94,45-64,38290
1000000,24,94,65+,40100
1000000,24,95,0-5,39624
1000000,24,95,6-11,41542
1000000,24,95,12-17,37925
1000000,24,95,18-44,36829
1000000,24,95,45-64,38236
1000000,24,95,65+,40297
1000000,24,96,0-5,39668
1000000,24,96,6-11,41690
1000000,24,96,12-17,37939
1000000,24,96,18-44,36818
1000000,24,96,45-64,38142
1000000,24,96,65+,40293
1000000,24,97,0-5,39790
1000000,24,97,6-11,41893
1000000,24,97,12-17,38001
1000000,24,97,18-44,36827
1000000,24,97,45-64,38164
1000000,24,97,65+,40276
1000000,24,98,0-5,39779
1000000,24,98,6-11,41987
1000000,24,98,12-17,38055
1000000,24,98,18-44,36929
1000000,24,98,45-64,38097
1000000,24,98,65+,40250
1000000,24,99,0-5,39983
1000000,24,99,6-11,42137
1000000,24,99,12-17,38087
1000000,24,99,18-44,36919
1000000,24,99,45-64,38094
1000000,24,99,65+,40219
1000000,24,100,0-5,40159
1000000,24,100,6-11,42320
1000000,24,100,12-17,38125
1000000,24,100,18-44,36893
1000000,24,100,45-64,38250
1000000,24,100,65+,40269
1000000,24,101,0-5,40337
1000000,24,101,6-11,42402
1000000,24,101,12-17,38058
1000000,24,101,18-44,36911
1000000,24,101,45-64,38320
1000000,24,101,65+,40327
1000000,24,102,0-5,40534
1000000,24,102,6-11,42558
1000000,24,102,12-17,38143
1000000,24,102,18-44,36897
1000000,24,102,45-64,38335
1000000,24,102,65+,40459
1000000,24,103,0-5,40697
1000000,24,103,6-11,42834
1000000,24,103,12-17,38262
1000000,24,103,18-44,36815
1000000,24,103,45-64,38389
1000000,24,103,65+,40586
1000000,24,104,0-5,40831
1000000,24,104,6-11,42951
1000000,24,104,12-17,38261
1000000,24,104,18-44,36788
1000000,24,104,45-64,38434
1000000,24,104,65+,40647
1000000,24,105,0-5,40928
1000000,24,105,6-11,43127
1000000,24,105,12-17,38304
1000000,24,105,18-44,36716
1000000,24,105,45-64,38408
1000000,24,105,65+,40748
1000000,24,106,0-5,41056
1000000,24,106,6-11,43334
1000000,24,106,12-17,38372
1000000,24,106,18-44,36641
1000000,24,106,45-64,38351
1000000,24,106,65+,40816
1000000,24,107,0-5,41208
1000000,24,107,6-11,43645
1000000,24,107,12-17,38560
1000000,24,107,18-44,36717
1000000,24,107,45-64,38359
1000000,24,107,65+,40743
1000000,24,108,0-5,41278
1000000,24,108,6-11,43856
1000000,24,108,12-17,38735
1000000,24,108,18-44,36736
1000000,24,108,45-64,38354
1000000,24,108,65+,40677
1000000,24,109,0-5,41423
1000000,24,109,6-11,44161
1000000,24,109,12-17,38915
1000000,24,109,18-44,36651
1000000,24,109,45-64,38308
1000000,24,109,65+,40653
1000000,24,110,0-5,41492
1000000,24,110,6-11,44296
1000000,24,110,12-17,39020
1000000,24,110,18-44,36698
1000000,24,110,45-64,38278
1000000,24,110,65+,40789
1000000,24,111,0-5,41673
1000000,24,111,6-11,44628
1000000,24,111,12-17,39161
1000000,24,111,18-44,36802
1000000,24,111,45-64,38315
1000000,24,111,65+,40766
1000000,24,112,0-5,41839
1000000,24,112,6-11,44983
1000000,24,112,12-17,39315
1000000,24,112,18-44,36796
1000000,24,112,45-64,38318
1000000,24,112,65+,40864
1000000,24,113,0-5,42162
1000000,24,113,6-11,45273
1000000,24,113,12-17,39517
1000000,24,113,18-44,36812
1000000,24,113,45-64,38390
1000000,24,113,65+,41037
1000000,24,114,0-5,42353
1000000,24,114,6-11,45604
1000000,24,114,12-17,39632
1000000,24,114,18-44,36844
1000000,24,114,45-64,38360
1000000,24,114,65+,41173
1000000,24,115,0-5,42537
1000000,24,115,6-11,45935
1000000,24,115,12-17,39874
1000000,24,115,18-44,36771
1000000,24,115,45-64,38381
1000000,24,115,65+,41153
1000000,24,116,0-5,42864
1000000,24,116,6-11,46285
1000000,24,116,12-17,40058
1000000,24,116,18-44,36887
1000000,24,116,45-64,38441
1000000,24,116,65+,41189
1000000,24,117,0-5,43124
1000000,24,117,6-11,46688
1000000,24,117,12-17,40159
1000000,24,117,18-44,36869
1000000,24,117,45-64,38376
1000000,24,117,65+,41282
1000000,24,118,0-5,43325
1000000,24,118,6-11,47051
1000000,24,118,12-17,40323
1000000,24,118,18-44,36881
1000000,24,118,45-64,38288
1000000,24,118,65+,41423
1000000,24,119,0-5,43649
1000000,24,119,6-11,47356
1000000,24,119,12-17,40511
1000000,24,119,18-44,36961
1000000,24,119,45-64,38386
1000000,24,119,65+,41565
1000000,24,120,0-5,44032
1000000,24,120,6-11,47676
1000000,24,120,12-17,40722
1000000,24,120,18-44,36984
1000000,24,120,45-64,38468
1000000,24,120,65+,41587
1000000,24,121,0-5,44267
1000000,24,121,6-11,48095
1000000,24,121,12-17,40932
1000000,24,121,18-44,37132
1000000,24,121,45-64,38493
1000000,24,121,65+,41694
1000000,24,122,0-5,44555
1000000,24,122,6-11,48433
1000000,24,122,12-17,41252
1000000,24,122,18-44,37193
1000000,24,122,45-64,38526
1000000,24,122,65+,41881
1000000,24,123,0-5,44901
1000000,24,123,6-11,48803
1000000,24,123,12-17,41634
1000000,24,123,18-44,37119
1000000,24,123,45-64,38537
1000000,24,123,65+,41997
1000000,24,124,0-5,45146
1000000,24,124,6-11,49258
1000000,24,124,12-17,41871
1000000,24,124,18-44,37181
1000000,24,124,45-64,38667
1000000,24,124,65+,42155
1000000,24,125,0-5,45463
1000000,24,125,6-11,49718
1000000,24,125,12-17,42203
1000000,24,125,18-44,37165
1000000,24,125,45-64,38669
1000000,24,125,65+,42312
1000000,24,126,0-5,47620
1000000,24,126,6-11,52041
1000000,24,126,12-17,44160
1000000,24,126,18-44,38802
1000000,24,126,45-64,40338
1000000,24,126,65+,44148
1000000,24,127,0-5,49939
1000000,24,127,6-11,54533
1000000,24,127,12-17,46327
1000000,24,127,18-44,40623
1000000,24,127,45-64,42282
1000000,24,127,65+,46312
1000000,24,128,0-5,52546
1000000,24,128,6-11,57341
1000000,24,128,12-17,48627
1000000,24,128,18-44,42548
1000000,24,128,45-64,44355
1000000,24,128,65+,48611
1000000,24,129,0-5,55371
1000000,24,129,6-11,60369
1000000,24,129,12-17,51258
1000000,24,129,18-44,44735
1000000,24,129,45-64,46609
1000000,24,129,65+,51128
1000000,24,130,0-5,58467
1000000,24,130,6-11,63765
1000000,24,130,12-17,54132
1000000,24,130,18-44,47194
1000000,24,130,45-64,49113
1000000,24,130,65+,53865
1000000,24,131,0-5,61902
1000000,24,131,6-11,67587
1000000,24,131,12-17,57354
1000000,24,131,18-44,49897
1000000,24,131,45-64,51857
1000000,24,131,65+,56863
1000000,24,132,0-5,65700
1000000,24,132,6-11,71714
1000000,24,132,12-17,60791
1000000,24,132,18-44,52828
1000000,24,132,45-64,54988
1000000,24,132,65+,60199
1000000,24,133,0-5,69942
1000000,24,133,6-11,76332
1000000,24,133,12-17,64850
1000000,24,133,18-44,56107
1000000,24,133,45-64,58398
1000000,24,133,65+,64034
1000000,24,134,0-5,74859
1000000,24,134,6-11,81597
1000000,24,134,12-17,69390
1000000,24,134,18-44,59823
1000000,24,134,45-64,62289
1000000,24,134,65+,68212
1000000,24,135,0-5,80223
1000000,24,135,6-11,87660
1000000,24,135,12-17,74552
1000000,24,135,18-44,64002
1000000,24,135,45-64,66745
1000000,24,135,65+,73213
1000000,24,136,0-5,86385
1000000,24,136,6-11,94203
1000000,24,136,12-17,80321
1000000,24,136,18-44,68900
1000000,24,136,45-64,71833
1000000,24,136,65+,78838
1000000,24,137,0-5,93492
1000000,24,137,6-11,101777
1000000,24,137,12-17,87266
1000000,24,137,18-44,74732
1000000,24,137,45-64,77826
1000000,24,137,65+,85366
1000000,24,138,0-5,101764
1000000,24,138,6-11,110689
1000000,24,138,12-17,95237
1000000,24,138,18-44,81460
1000000,24,138,45-64,84788
1000000,24,138,65+,93019
1000000,24,139,0-5,111830
1000000,24,139,6-11,121078
1000000,24,139,12-17,104644
1000000,24,139,18-44,89627
1000000,24,139,45-64,92936
1000000,24,139,65+,102129
1000000,24,140,0-5,123725
1000000,24,140,6-11,133470
1000000,24,140,12-17,116055
1000000,24,140,18-44,99294
1000000,24,140,45-64,102977
1000000,24,140,65+,112812
1000000,24,141,0-5,138097
1000000,24,141,6-11,148677
1000000,24,141,12-17,130103
1000000,24,141,18-44,111384
1000000,24,141,45-64,115388
1000000,24,141,65+,125790
1000000,24,142,0-5,155663
1000000,24,142,6-11,167038
1000000,24,142,12-17,147401
1000000,24,142,18-44,126492
1000000,24,142,45-64,130839
1000000,24,142,65+,142101
1000000,24,143,0-5,177822
1000000,24,143,6-11,189478
1000000,24,143,12-17,169361
1000000,24,143,18-44,146098
1000000,24,143,45-64,150774
1000000,24,143,65+,163223
1000000,24,144,0-5,205581
1000000,24,144,6-11,217542
1000000,24,144,12-17,197357
1000000,24,144,18-44,172437
1000000,24,144,45-64,177360
1000000,24,144,65+,190503
1000000,24,145,0-5,241196
1000000,24,145,6-11,252966
1000000,24,145,12-17,234019
1000000,24,145,18-44,208249
1000000,24,145,45-64,213148
1000000,24,145,65+,226711
1000000,24,146,0-5,289421
1000000,24,146,6-11,299361
1000000,24,146,12-17,282833
1000000,24,146,18-44,258147
1000000,24,146,45-64,262553
1000000,24,146,65+,275801
1000000,24,147,0-5,356581
1000000,24,147,6-11,363660
1000000,24,147,12-17,350297
1000000,24,147,18-44,329026
1000000,24,147,45-64,332896
1000000,24,147,65+,344558
1000000,24,148,0-5,456754
1000000,24,148,6-11,461106
1000000,24,148,12-17,452065
1000000,24,148,18-44,435266
1000000,24,148,45-64,438279
1000000,24,148,65+,447556
1000000,24,149,0-5,626497
1000000,24,149,6-11,628234
1000000,24,149,12-17,623470
1000000,24,149,18-44,614237
1000000,24,149,45-64,615769
1000000,24,149,65+,620560
1000000,32,1,0-5,20341
1000000,32,1,6-11,268
1000000,32,1,12-17,5751
1000000,32,1,18-44,28015
1000000,32,1,45-64,24175
1000000,32,1,65+,19817
1000000,32,2,0-5,21856
1000000,32,2,6-11,322
1000000,32,2,12-17,7063
1000000,32,2,18-44,28722
1000000,32,2,45-64,26180
1000000,32,2,65+,22121
1000000,32,3,0-5,24307
1000000,32,3,6-11,1373
1000000,32,3,12-17,11989
1000000,32,3,18-44,29788
1000000,32,3,45-64,29341
1000000,32,3,65+,25757
1000000,32,4,0-5,27054
1000000,32,4,6-11,19844
1000000,32,4,12-17,24356
1000000,32,4,18-44,30612
1000000,32,4,45-64,31239
1000000,32,4,65+,29251
1000000,32,5,0-5,28283
1000000,32,5,6-11,24491
1000000,32,5,12-17,27311
1000000,32,5,18-44,31017
1000000,32,5,45-64,31847
1000000,32,5,65+,31158
1000000,32,6,0-5,28692
1000000,32,6,6-11,24927
1000000,32,6,12-17,27893
1000000,32,6,18-44,31103
1000000,32,6,45-64,32023
1000000,32,6,65+,32124
1000000,32,7,0-5,28878
1000000,32,7,6-11,25153
1000000,32,7,12-17,28029
1000000,32,7,18-44,31118
1000000,32,7,45-64,32123
1000000,32,7,65+,32593
1000000,32,8,0-5,28969
1000000,32,8,6-11,25361
1000000,32,8,12-17,28033
1000000,32,8,18-44,31150
1000000,32,8,45-64,32208
1000000,32,8,65+,32768
1000000,32,9,0-5,29052
1000000,32,9,6-11,25615
1000000,32,9,12-17,28074
1000000,32,9,18-44,31185
1000000,32,9,45-64,32154
1000000,32,9,65+,32893
1000000,32,10,0-5,29078
1000000,32,10,6-11,25836
1000000,32,10,12-17,28059
1000000,32,10,18-44,31193
1000000,32,10,45-64,32133
1000000,32,10,65+,32956
1000000,32,11,0-5,29140
1000000,32,11,6-11,26001
1000000,32,11,12-17,28114
1000000,32,11,18-44,31109
1000000,32,11,45-64,32097
1000000,32,11,65+,32884
1000000,32,12,0-5,29177
1000000,32,12,6-11,26206
1000000,32,12,12-17,28140
1000000,32,12,18-44,31036
1000000,32,12,45-64,32153
1000000,32,12,65+,32808
1000000,32,13,0-5,29264
1000000,32,13,6-11,26396
1000000,32,13,12-17,28099
1000000,32,13,18-44,30973
1000000,32,13,45-64,32048
1000000,32,13,65+,32686
1000000,32,14,0-5,29314
1000000,32,14,6-11,26606
1000000,32,14,12-17,28122
1000000,32,14,18-44,30881
1000000,32,14,45-64,31971
1000000,32,14,65+,32655
1000000,32,15,0-5,29400
1000000,32,15,6-11,26839
1000000,32,15,12-17,28165
1000000,32,15,18-44,30779
1000000,32,15,45-64,31970
1000000,32,15,65+,32601
1000000,32,16,0-5,29404
1000000,32,16,6-11,27053
1000000,32,16,12-17,28165
1000000,32,16,18-44,30787
1000000,32,16,45-64,31974
1000000,32,16,65+,32615
1000000,32,17,0-5,29435
1000000,32,17,6-11,27271
1000000,32,17,12-17,28200
1000000,32,17,18-44,30762
1000000,32,17,45-64,31947
1000000,32,17,65+,32532
1000000,32,18,0-5,29463
1000000,32,18,6-11,27509
1000000,32,18,12-17,28173
1000000,32,18,18-44,30708
1000000,32,18,45-64,32015
1000000,32,18,65+,32507
1000000,32,19,0-5,29557
1000000,32,19,6-11,27677
1000000,32,19,12-17,28190
1000000,32,19,18-44,30605
1000000,32,19,45-64,31914
1000000,32,19,65+,32462
1000000,32,20,0-5,29597
1000000,32,20,6-11,27918
1000000,32,20,12-17,28162
1000000,32,20,18-44,30517
1000000,32,20,45-64,31843
1000000,32,20,65+,32474
1000000,32,21,0-5,29554
1000000,32,21,6-11,28123
1000000,32,21,12-17,28148
1000000,32,21,18-44,30457
1000000,32,21,45-64,31787
1000000,32,21,65+,32399
1000000,32,22,0-5,29630
1000000,32,22,6-11,28215
1000000,32,22,12-17,28123
1000000,32,22,18-44,30409
1000000,32,22,45-64,31730
1000000,32,22,65+,32256
1000000,32,23,0-5,29692
1000000,32,23,6-11,28477
1000000,32,23,12-17,28116
1000000,32,23,18-44,30320
1000000,32,23,45-64,31606
1000000,32,23,65+,32188
1000000,32,24,0-5,29779
1000000,32,24,6-11,28671
1000000,32,24,12-17,28000
1000000,32,24,18-44,30212
1000000,32,24,45-64,31497
1000000,32,24,65+,32117
1000000,32,25,0-5,29786
1000000,32,25,6-11,28836
1000000,32,25,12-17,27925
1000000,32,25,18-44,30145
1000000,32,25,45-64,31410
1000000,32,25,65+,32138
1000000,32,26,0-5,29751
1000000,32,26,6-11,28983
1000000,32,26,12-17,27913
1000000,32,26,18-44,30089
1000000,32,26,45-64,31297
1000000,32,26,65+,32059
1000000,32,27,0-5,29704
1000000,32,27,6-11,29169
1000000,32,27,12-17,27848
1000000,32,27,18-44,30023
1000000,32,27,45-64,31226
1000000,32,27,65+,32004
1000000,32,28,0-5,29636
1000000,32,28,6-11,29352
1000000,32,28,12-17,27842
1000000,32,28,18-44,29815
1000000,32,28,45-64,31065
1000000,32,28,65+,31975
1000000,32,29,0-5,29569
1000000,32,29,6-11,29452
1000000,32,29,12-17,27829
1000000,32,29,18-44,29656
1000000,32,29,45-64,30988
1000000,32,29,65+,31926
1000000,32,30,0-5,29561
1000000,32,30,6-11,29566
1000000,32,30,12-17,27793
1000000,32,30,18-44,29538
1000000,32,30,45-64,30905
1000000,32,30,65+,31920
1000000,32,31,0-5,29594
1000000,32,31,6-11,29686
1000000,32,31,12-17,27719
1000000,32,31,18-44,29417
1000000,32,31,45-64,30835
1000000,32,31,65+,31860
1000000,32,32,0-5,29578
1000000,32,32,6-11,29850
1000000,32,32,12-17,27718
1000000,32,32,18-44,29273
1000000,32,32,45-64,30773
1000000,32,32,65+,31837
1000000,32,33,0-5,29507
1000000,32,33,6-11,29998
1000000,32,33,12-17,27685
1000000,32,33,18-44,29152
1000000,32,33,45-64,30621
1000000,32,33,65+,31841
1000000,32,34,0-5,29456
1000000,32,34,6-11,30083
1000000,32,34,12-17,27639
1000000,32,34,18-44,29056
1000000,32,34,45-64,30544
1000000,32,34,65+,31861
1000000,32,35,0-5,29491
1000000,32,35,6-11,30141
1000000,32,35,12-17,27636
1000000,32,35,18-44,29035
1000000,32,35,45-64,30469
1000000,32,35,65+,31722
1000000,32,36,0-5,29425
1000000,32,36,6-11,30207
1000000,32,36,12-17,27554
1000000,32,36,18-44,29008
1000000,32,36,45-64,30365
1000000,32,36,65+,31657
1000000,32,37,0-5,29455
1000000,32,37,6-11,30195
1000000,32,37,12-17,27507
1000000,32,37,18-44,28893
1000000,32,37,45-64,30298
1000000,32,37,65+,31592
1000000,32,38,0-5,29465
1000000,32,38,6-11,30166
1000000,32,38,12-17,27492
1000000,32,38,18-44,28854
1000000,32,38,45-64,30219
1000000,32,38,65+,31576
1000000,32,39,0-5,29415
1000000,32,39,6-11,30121
1000000,32,39,12-17,27471
1000000,32,39,18-44,28722
1000000,32,39,45-64,30144
1000000,32,39,65+,31492
1000000,32,40,0-5,29395
1000000,32,40,6-11,30061
1000000,32,40,12-17,27444
1000000,32,40,18-44,28653
1000000,32,40,45-64,30015
1000000,32,40,65+,31404
1000000,32,41,0-5,29358
1000000,32,41,6-11,30025
1000000,32,41,12-17,27445
1000000,32,41,18-44,28569
1000000,32,41,45-64,29908
1000000,32,41,65+,31309
1000000,32,42,0-5,29279
1000000,32,42,6-11,30065
1000000,32,42,12-17,27455
1000000,32,42,18-44,28511
1000000,32,42,45-64,29806
1000000,32,42,65+,31209
1000000,32,43,0-5,29299
1000000,32,43,6-11,30027
1000000,32,43,12-17,27467
1000000,32,43,18-44,28448
1000000,32,43,45-64,29772
1000000,32,43,65+,31211
1000000,32,44,0-5,29198
1000000,32,44,6-11,29966
1000000,32,44,12-17,27376
1000000,32,44,18-44,28402
1000000,32,44,45-64,29691
1000000,32,44,65+,31138
1000000,32,45,0-5,29147
1000000,32,45,6-11,29970
1000000,32,45,12-17,27389
1000000,32,45,18-44,28335
1000000,32,45,45-64,29614
1000000,32,45,65+,31073
1000000,32,46,0-5,29105
1000000,32,46,6-11,30010
1000000,32,46,12-17,27423
1000000,32,46,18-44,28266
1000000,32,46,45-64,29537
1000000,32,46,65+,31000
1000000,32,47,0-5,29138
1000000,32,47,6-11,29981
1000000,32,47,12-17,27337
1000000,32,47,18-44,28177
1000000,32,47,45-64,29494
1000000,32,47,65+,30902
1000000,32,48,0-5,29149
1000000,32,48,6-11,29944
1000000,32,48,12-17,27308
1000000,32,48,18-44,28164
1000000,32,48,45-64,29543
1000000,32,48,65+,30814
1000000,32,49,0-5,29136
1000000,32,49,6-11,29979
1000000,32,49,12-17,27282
1000000,32,49,18-44,28194
1000000,32,49,45-64,29482
1000000,32,49,65+,30703
1000000,32,50,0-5,29146
1000000,32,50,6-11,30011
1000000,32,50,12-17,27320
1000000,32,50,18-44,28153
1000000,32,50,45-64,29454
1000000,32,50,65+,30651
1000000,32,51,0-5,29097
1000000,32,51,6-11,30038
1000000,32,51,12-17,27266
1000000,32,51,18-44,28102
1000000,32,51,45-64,29394
1000000,32,51,65+,30573
1000000,32,52,0-5,29072
1000000,32,52,6-11,30024
1000000,32,52,12-17,27268
1000000,32,52,18-44,28015
1000000,32,52,45-64,29473
1000000,32,52,65+,30447
1000000,32,53,0-5,29076
1000000,32,53,6-11,30012
1000000,32,53,12-17,27259
1000000,32,53,18-44,27984
1000000,32,53,45-64,29480
1000000,32,53,65+,30397
1000000,32,54,0-5,29095
1000000,32,54,6-11,30078
1000000,32,54,12-17,27259
1000000,32,54,18-44,27920
1000000,32,54,45-64,29420
1000000,32,54,65+,30394
1000000,32,55,0-5,29083
1000000,32,55,6-11,30033
1000000,32,55,12-17,27274
1000000,32,55,18-44,27825
1000000,32,55,45-64,29386
1000000,32,55,65+,30388
1000000,32,56,0-5,29111
1000000,32,56,6-11,30043
1000000,32,56,12-17,27243
1000000,32,56,18-44,27770
1000000,32,56,45-64,29300
1000000,32,56,65+,30324
1000000,32,57,0-5,29045
1000000,32,57,6-11,30055
1000000,32,57,12-17,27255
1000000,32,57,18-44,27736
1000000,32,57,45-64,29197
1000000,32,57,65+,30301
1000000,32,58,0-5,29072
1000000,32,58,6-11,30074
1000000,32,58,12-17,27243
1000000,32,58,18-44,27728
1000000,32,58,45-64,29134
1000000,32,58,65+,30291
1000000,32,59,0-5,29083
1000000,32,59,6-11,30084
1000000,32,59,12-17,27263
1000000,32,59,18-44,27650
1000000,32,59,45-64,29104
1000000,32,59,65+,30336
1000000,32,60,0-5,29016
1000000,32,60,6-11,30138
1000000,32,60,12-17,27264
1000000,32,60,18-44,27556
1000000,32,60,45-64,29099
1000000,32,60,65+,30257
1000000,32,61,0-5,29070
1000000,32,61,6-11,30130
1000000,32,61,12-17,27312
1000000,32,61,18-44,27455
1000000,32,61,45-64,29091
1000000,32,61,65+,30198
1000000,32,62,0-5,29080
1000000,32,62,6-11,30152
1000000,32,62,12-17,27328
1000000,32,62,18-44,27521
1000000,32,62,45-64,29129
1000000,32,62,65+,30177
1000000,32,63,0-5,29110
1000000,32,63,6-11,30261
1000000,32,63,12-17,27322
1000000,32,63,18-44,27476
1000000,32,63,45-64,29033
1000000,32,63,65+,30205
1000000,32,64,0-5,29066
1000000,32,64,6-11,30296
1000000,32,64,12-17,27357
1000000,32,64,18-44,27510
1000000,32,64,45-64,28938
1000000,32,64,65+,30218
1000000,32,65,0-5,29045
1000000,32,65,6-11,30282
1000000,32,65,12-17,27409
1000000,32,65,18-44,27433
1000000,32,65,45-64,28960
1000000,32,65,65+,30227
1000000,32,66,0-5,29071
1000000,32,66,6-11,30359
1000000,32,66,12-17,27342
1000000,32,66,18-44,27459
1000000,32,66,45-64,28991
1000000,32,66,65+,30325
1000000,32,67,0-5,29055
1000000,32,67,6-11,30408
1000000,32,67,12-17,27382
1000000,32,67,18-44,27463
1000000,32,67,45-64,29007
1000000,32,67,65+,30311
1000000,32,68,0-5,29088
1000000,32,68,6-11,30349
1000000,32,68,12-17,27386
1000000,32,68,18-44,27466
1000000,32,68,45-64,28992
1000000,32,68,65+,30301
1000000,32,69,0-5,29077
1000000,32,69,6-11,30328
1000000,32,69,12-17,27438
1000000,32,69,18-44,27521
1000000,32,69,45-64,28940
1000000,32,69,65+,30323
1000000,32,70,0-5,29111
1000000,32,70,6-11,30312
1000000,32,70,12-17,27456
1000000,32,70,18-44,27507
1000000,32,70,45-64,28907
1000000,32,70,65+,30339
1000000,32,71,0-5,29088
1000000,32,71,6-11,30412
1000000,32,71,12-17,27498
1000000,32,71,18-44,27483
1000000,32,71,45-64,28856
1000000,32,71,65+,30356
1000000,32,72,0-5,29102
1000000,32,72,6-11,30456
1000000,32,72,12-17,27529
1000000,32,72,18-44,27473
1000000,32,72,45-64,28885
1000000,32,72,65+,30371
1000000,32,73,0-5,29122
1000000,32,73,6-11,30462
1000000,32,73,12-17,27539
1000000,32,73,18-44,27444
1000000,32,73,45-64,28840
1000000,32,73,65+,30333
1000000,32,74,0-5,29082
1000000,32,74,6-11,30402
1000000,32,74,12-17,27569
1000000,32,74,18-44,27450
1000000,32,74,45-64,28801
1000000,32,74,65+,30306
1000000,32,75,0-5,29045
1000000,32,75,6-11,30417
1000000,32,75,12-17,27655
1000000,32,75,18-44,27533
1000000,32,75,45-64,28772
1000000,32,75,65+,30322
1000000,32,76,0-5,29089
1000000,32,76,6-11,30514
1000000,32,76,12-17,27688
1000000,32,76,18-44,27569
1000000,32,76,45-64,28781
1000000,32,76,65+,30331
1000000,32,77,0-5,29196
1000000,32,77,6-11,30471
1000000,32,77,12-17,27782
1000000,32,77,18-44,27566
1000000,32,77,45-64,28719
1000000,32,77,65+,30285
1000000,32,78,0-5,29248
1000000,32,78,6-11,30465
1000000,32,78,12-17,27853
1000000,32,78,18-44,27557
1000000,32,78,45-64,28691
1000000,32,78,65+,30236
1000000,32,79,0-5,29232
1000000,32,79,6-11,30509
1000000,32,79,12-17,27875
1000000,32,79,18-44,27549
1000000,32,79,45-64,28740
1000000,32,79,65+,30239
1000000,32,80,0-5,29252
1000000,32,80,6-11,30575
1000000,32,80,12-17,27975
1000000,32,80,18-44,27548
1000000,32,80,45-64,28768
1000000,32,80,65+,30156
1000000,32,81,0-5,29336
1000000,32,81,6-11,30606
1000000,32,81,12-17,27957
1000000,32,81,18-44,27552
1000000,32,81,45-64,28818
1000000,32,81,65+,30134
1000000,32,82,0-5,29355
1000000,32,82,6-11,30733
