day,date,wk,age_group,obs,dR_med,dR_lo,dR_hi,Rj_med,Rj_lo,Rj_hi,Rj_renewal
5,2022-09-01,36,6-11,26.7143,24.3672,20.2258,28.9144,1.3826,1.1707,1.6267,2.0075
5,2022-09-01,36,12-17,40.8571,41.9520,35.8104,49.2614,1.7661,1.4902,2.1053,2.1442
5,2022-09-01,36,18-44,53.8571,53.7862,45.2113,64.1689,0.7234,0.6177,0.8509,1.0130
5,2022-09-01,36,45-64,19.2857,18.1632,14.3450,22.8937,0.6817,0.5873,0.7920,0.9512
5,2022-09-01,36,65+,13.8571,12.9479,10.2150,16.5304,0.6834,0.5762,0.8100,1.0121
6,2022-09-02,36,0-5,13.8571,15.2360,12.2359,18.8042,1.1240,0.9339,1.3447,1.3487
6,2022-09-02,36,6-11,25.7143,23.4731,19.2199,28.4913,1.3206,1.1244,1.5534,1.7340
6,2022-09-02,36,12-17,46.8571,46.4718,39.2548,55.1578,1.7237,1.4367,2.0710,1.9988
6,2022-09-02,36,18-44,56.0000,53.7149,44.7745,63.6445,0.6845,0.5855,0.8035,0.8761
6,2022-09-02,36,45-64,18.8571,18.1307,14.3656,22.9191,0.6449,0.5566,0.7484,0.8266
6,2022-09-02,36,65+,13.0000,12.8211,9.9941,16.4083,0.6475,0.5472,0.7687,0.8514
7,2022-09-03,36,0-5,14.2857,15.1904,12.0867,18.8465,1.0927,0.9069,1.3157,1.2644
7,2022-09-03,36,6-11,24.5714,22.7578,18.5112,27.7256,1.2597,1.0729,1.4821,1.5797
7,2022-09-03,36,12-17,53.0000,51.4055,43.2383,60.3877,1.6348,1.3518,1.9551,1.9324
7,2022-09-03,36,18-44,55.8571,53.1329,44.4146,62.7858,0.6435,0.5526,0.7551,0.8118
7,2022-09-03,36,45-64,20.2857,18.1504,14.4671,22.8048,0.6056,0.5225,0.7025,0.7720
7,2022-09-03,36,65+,13.0000,12.6629,9.8394,16.1087,0.6127,0.5161,0.7287,0.7864
8,2022-09-04,37,0-5,15.1429,15.3565,12.0598,18.9622,1.0592,0.8730,1.2807,1.2258
8,2022-09-04,37,6-11,22.7143,22.0661,17.8985,26.9342,1.1989,1.0160,1.4213,1.4484
8,2022-09-04,37,12-17,62.4286,55.8645,47.4754,66.2584,1.4989,1.2469,1.8101,1.9282
8,2022-09-04,37,18-44,55.2857,52.2452,43.6594,61.9486,0.6052,0.5166,0.7087,0.7559
8,2022-09-04,37,45-64,19.1429,18.1666,14.6983,22.6623,0.5672,0.4878,0.6581,0.7125
8,2022-09-04,37,65+,12.4286,12.5308,9.6646,15.7203,0.5820,0.4881,0.6949,0.7138
9,2022-09-05,37,0-5,17.1429,15.5207,12.2773,19.2005,1.0342,0.8579,1.2574,1.3002
9,2022-09-05,37,6-11,24.2857,21.4165,17.3070,26.2572,1.1585,0.9779,1.3796,1.4998
9,2022-09-05,37,12-17,73.1429,59.2052,50.5368,70.4341,1.3802,1.1393,1.6616,1.9818
9,2022-09-05,37,18-44,58.8571,51.0849,42.6740,60.6108,0.5753,0.4924,0.6752,0.7711
9,2022-09-05,37,45-64,19.5714,18.3804,14.8721,22.7454,0.5375,0.4613,0.6252,0.7192
9,2022-09-05,37,65+,13.5714,12.4472,9.6877,15.5361,0.5578,0.4688,0.6652,0.7277
10,2022-09-06,37,0-5,18.1429,15.7419,12.4694,19.5973,1.0278,0.8446,1.2462,1.2136
10,2022-09-06,37,6-11,21.4286,20.8840,17.0299,25.7301,1.1427,0.9660,1.3610,1.2881
10,2022-09-06,37,12-17,68.4286,61.2057,52.0477,72.4814,1.2830,1.0665,1.5465,1.6501
10,2022-09-06,37,18-44,51.1429,49.8493,42.0831,59.0983,0.5590,0.4791,0.6562,0.6624
10,2022-09-06,37,45-64,18.7143,18.6294,14.9736,22.9838,0.5193,0.4472,0.6043,0.6142
10,2022-09-06,37,65+,12.5714,12.4549,9.7810,15.4513,0.5465,0.4588,0.6491,0.6313
11,2022-09-07,37,0-5,16.0000,16.0207,12.8131,19.9980,1.0381,0.8615,1.2648,1.0566
11,2022-09-07,37,6-11,19.7143,20.6001,16.8946,25.2851,1.1602,0.9783,1.3857,1.1614
11,2022-09-07,37,12-17,66.0000,61.4905,52.0616,72.3199,1.2270,1.0218,1.4809,1.4642
11,2022-09-07,37,18-44,46.4286,48.9950,41.3765,58.1984,0.5606,0.4804,0.6580,0.5879
11,2022-09-07,37,45-64,17.1429,19.1655,15.3520,23.5774,0.5184,0.4460,0.6039,0.5494
11,2022-09-07,37,65+,12.4286,12.5471,9.9198,15.5194,0.5492,0.4624,0.6516,0.5804
12,2022-09-08,37,0-5,15.1429,16.2956,13.0529,20.3461,1.0785,0.8923,1.3005,1.0135
12,2022-09-08,37,6-11,19.4286,20.6371,17.0217,25.2105,1.2094,1.0255,1.4387,1.1478
12,2022-09-08,37,12-17,65.7143,60.3157,51.0265,71.1315,1.2111,1.0079,1.4591,1.4074
12,2022-09-08,37,18-44,45.2857,48.6119,41.2309,58.0037,0.5798,0.4984,0.6757,0.5741
12,2022-09-08,37,45-64,17.5714,19.7952,15.8124,24.4479,0.5338,0.4603,0.6189,0.5398
12,2022-09-08,37,65+,12.4286,12.6683,10.1418,15.6908,0.5693,0.4786,0.6752,0.5745
13,2022-09-09,37,0-5,16.2857,16.5157,13.3250,20.6314,1.1344,0.9434,1.3734,1.0151
13,2022-09-09,37,6-11,17.2857,20.7896,17.1984,25.6308,1.2961,1.0920,1.5390,1.0444
13,2022-09-09,37,12-17,57.1429,58.2834,49.3813,68.5967,1.2384,1.0377,1.4857,1.2155
13,2022-09-09,37,18-44,39.8571,48.6919,41.2810,58.0183,0.6164,0.5304,0.7214,0.5224
13,2022-09-09,37,45-64,16.1429,20.3667,16.3040,25.2859,0.5669,0.4894,0.6597,0.4808
13,2022-09-09,37,65+,10.5714,12.8838,10.3198,16.0041,0.6053,0.5100,0.7185,0.5067
14,2022-09-10,37,0-5,17.5714,16.8742,13.6463,21.0054,1.2164,1.0083,1.4577,1.1274
14,2022-09-10,37,6-11,20.4286,21.3036,17.5737,26.2279,1.4069,1.1908,1.6624,1.2186
14,2022-09-10,37,12-17,56.0000,56.0695,47.2026,66.3075,1.3075,1.0985,1.5646,1.2622
14,2022-09-10,37,18-44,43.4286,49.4783,41.6445,58.4897,0.6704,0.5753,0.7852,0.5841
14,2022-09-10,37,45-64,18.2857,20.9801,16.9562,26.0826,0.6168,0.5314,0.7175,0.5345
14,2022-09-10,37,65+,11.2857,13.0780,10.5012,16.2706,0.6577,0.5506,0.7803,0.5643
15,2022-09-11,38,0-5,17.7143,17.2611,14.0033,21.4346,1.3143,1.0918,1.5736,1.1639
15,2022-09-11,38,6-11,21.4286,22.1918,18.3567,27.3341,1.5319,1.3019,1.8119,1.2871
15,2022-09-11,38,12-17,47.0000,54.0458,45.4781,63.9618,1.4055,1.1918,1.6632,1.1772
15,2022-09-11,38,18-44,45.7143,50.7541,42.5023,60.2214,0.7354,0.6320,0.8610,0.6110
15,2022-09-11,38,45-64,18.8571,21.6209,17.4442,26.6628,0.6779,0.5845,0.7890,0.5570
15,2022-09-11,38,65+,12.1429,13.3350,10.5637,16.5283,0.7217,0.6084,0.8580,0.6033
16,2022-09-12,38,0-5,15.8571,17.6982,14.5170,22.0134,1.4266,1.1936,1.7069,1.0914
16,2022-09-12,38,6-11,20.5714,23.3835,19.2212,28.5663,1.6683,1.4212,1.9684,1.2585
16,2022-09-12,38,12-17,41.0000,52.4625,44.0476,62.0542,1.5255,1.2875,1.8145,1.1261
16,2022-09-12,38,18-44,45.8571,52.6386,43.8742,62.6275,0.8055,0.6943,0.9450,0.6060
16,2022-09-12,38,45-64,20.0000,22.3512,18.0826,27.6580,0.7443,0.6432,0.8657,0.5581
16,2022-09-12,38,65+,11.0000,13.6381,10.6655,16.8844,0.7926,0.6704,0.9410,0.5874
17,2022-09-13,38,0-5,16.1429,18.4441,15.1547,22.8862,1.5377,1.2845,1.8438,1.1918
17,2022-09-13,38,6-11,24.0000,24.8948,20.4267,30.2285,1.7906,1.5197,2.1060,1.4676
17,2022-09-13,38,12-17,44.5714,51.7825,43.2491,61.7465,1.6413,1.3897,1.9403,1.3044
17,2022-09-13,38,18-44,53.5714,55.1503,46.0440,66.1082,0.8712,0.7447,1.0195,0.6979
17,2022-09-13,38,45-64,21.7143,23.2123,18.8681,28.5224,0.8070,0.6948,0.9368,0.6414
17,2022-09-13,38,65+,12.0000,14.0987,10.9906,17.6385,0.8609,0.7261,1.0204,0.6662
18,2022-09-14,38,0-5,18.8571,19.5855,15.8855,24.1787,1.6453,1.3715,1.9604,1.3724
18,2022-09-14,38,6-11,27.4286,26.7429,21.9481,32.6460,1.8870,1.6105,2.2180,1.6657
18,2022-09-14,38,12-17,49.4286,52.2292,43.7650,61.9450,1.7428,1.4745,2.0560,1.5100
18,2022-09-14,38,18-44,60.7143,58.0334,48.7796,69.6703,0.9261,0.7943,1.0838,0.8002
18,2022-09-14,38,45-64,25.2857,24.1063,19.5262,29.1734,0.8609,0.7414,0.9990,0.7400
18,2022-09-14,38,65+,14.0000,14.6843,11.5746,18.2864,0.9231,0.7801,1.0941,0.7711
19,2022-09-15,38,0-5,19.7143,21.2773,17.1846,26.1495,1.7304,1.4522,2.0584,1.3676
19,2022-09-15,38,6-11,27.5714,28.8855,23.7657,35.1841,1.9471,1.6618,2.2852,1.6220
19,2022-09-15,38,12-17,50.7143,53.5232,44.8855,63.4816,1.7974,1.5202,2.1192,1.5314
19,2022-09-15,38,18-44,61.4286,61.2465,51.6989,73.5948,0.9602,0.8274,1.1219,0.7893
19,2022-09-15,38,45-64,24.8571,25.1547,20.4332,30.4979,0.8936,0.7727,1.0377,0.7325
19,2022-09-15,38,65+,15.1429,15.5889,12.3825,19.2783,0.9642,0.8184,1.1405,0.7762
20,2022-09-16,38,0-5,22.4286,23.6519,19.1626,28.9409,1.7826,1.4959,2.1160,1.5253
20,2022-09-16,38,6-11,34.0000,31.4823,25.8696,38.4327,1.9640,1.6770,2.3088,1.8772
20,2022-09-16,38,12-17,59.8571,55.3951,46.5821,65.6862,1.8124,1.5354,2.1326,1.7869
20,2022-09-16,38,18-44,72.2857,65.2376,54.7439,78.2581,0.9720,0.8401,1.1305,0.9043
20,2022-09-16,38,45-64,30.0000,26.6631,21.7176,32.3762,0.9065,0.7843,1.0470,0.8498
20,2022-09-16,38,65+,19.2857,16.8685,13.4145,20.8288,0.9832,0.8337,1.1603,0.9160
21,2022-09-17,38,0-5,25.5714,26.7047,21.6947,32.4561,1.7953,1.5150,2.1457,1.5448
21,2022-09-17,38,6-11,34.5714,34.3710,28.2732,41.6610,1.9419,1.6657,2.2708,1.7916
21,2022-09-17,38,12-17,61.2857,57.8028,48.5408,68.6792,1.7875,1.5206,2.1014,1.7400
21,2022-09-17,38,18-44,73.7143,70.0967,58.7741,83.6815,0.9640,0.8368,1.1225,0.8783
21,2022-09-17,38,45-64,30.8571,28.7306,23.6682,35.1598,0.8991,0.7797,1.0397,0.8264
21,2022-09-17,38,65+,21.4286,18.4904,14.7821,23.0410,0.9767,0.8329,1.1530,0.9089
22,2022-09-18,39,0-5,32.0000,30.6059,24.8871,37.1208,1.7774,1.5017,2.1150,1.6772
22,2022-09-18,39,6-11,39.7143,37.7506,31.2177,45.3452,1.8963,1.6229,2.2202,1.8578
22,2022-09-18,39,12-17,64.5714,60.4812,50.7349,71.6428,1.7436,1.4853,2.0608,1.7434
22,2022-09-18,39,18-44,79.2857,75.7327,63.6205,90.7059,0.9429,0.8170,1.0905,0.8926
22,2022-09-18,39,45-64,33.1429,31.4962,26.0281,38.6359,0.8784,0.7626,1.0118,0.8226
22,2022-09-18,39,65+,21.7143,20.4674,16.5450,25.2459,0.9530,0.8137,1.1183,0.8843
23,2022-09-19,39,0-5,37.2857,35.1928,29.1120,42.7377,1.7391,1.4686,2.0551,1.7294
23,2022-09-19,39,6-11,42.1429,41.1789,34.1373,49.2238,1.8358,1.5732,2.1340,1.8415
23,2022-09-19,39,12-17,63.4286,63.0990,53.3341,74.5947,1.6871,1.4351,1.9839,1.6828
23,2022-09-19,39,18-44,86.5714,82.3210,69.2243,99.2033,0.9123,0.7906,1.0519,0.9029
23,2022-09-19,39,45-64,36.7143,35.0485,28.9673,42.4951,0.8471,0.7364,0.9758,0.8328
23,2022-09-19,39,65+,24.5714,22.7128,18.4939,27.7645,0.9138,0.7858,1.0693,0.9075
24,2022-09-20,39,0-5,43.8571,40.3586,33.6930,48.6145,1.6659,1.3997,1.9725,1.7894
24,2022-09-20,39,6-11,46.7143,44.7447,37.2081,53.1966,1.7567,1.5048,2.0531,1.8869
24,2022-09-20,39,12-17,70.5714,65.6308,55.4828,77.7469,1.6310,1.3800,1.9182,1.7715
24,2022-09-20,39,18-44,94.2857,89.7670,75.4493,106.9269,0.8736,0.7598,1.0077,0.9329
24,2022-09-20,39,45-64,42.5714,38.8785,32.2305,46.6046,0.8103,0.7056,0.9300,0.8715
24,2022-09-20,39,65+,28.5714,25.0054,20.5076,30.5259,0.8708,0.7451,1.0177,0.9583
25,2022-09-21,39,0-5,47.7143,45.6020,38.2058,54.4605,1.5893,1.3337,1.8912,1.7074
25,2022-09-21,39,6-11,48.4286,48.1694,40.3698,57.3264,1.6857,1.4452,1.9667,1.7886
25,2022-09-21,39,12-17,67.4286,68.0515,57.6494,80.2931,1.5740,1.3349,1.8558,1.6408
25,2022-09-21,39,18-44,97.5714,97.9618,82.7551,116.3353,0.8374,0.7262,0.9701,0.8856
25,2022-09-21,39,45-64,44.8571,42.6079,35.4879,51.0742,0.7741,0.6736,0.8905,0.8269
25,2022-09-21,39,65+,29.1429,27.2197,22.5398,33.0900,0.8259,0.7064,0.9685,0.9044
26,2022-09-22,39,0-5,49.1429,50.7107,42.6454,60.1216,1.5097,1.2718,1.7921,1.5833
26,2022-09-22,39,6-11,50.2857,51.3667,43.3487,60.9260,1.6138,1.3821,1.8857,1.6962
26,2022-09-22,39,12-17,65.7143,70.4101,59.4892,83.0898,1.5286,1.2953,1.8038,1.5383
26,2022-09-22,39,18-44,99.4286,106.3168,90.2346,126.0793,0.8045,0.6967,0.9294,0.8300
26,2022-09-22,39,45-64,45.1429,45.9256,38.5547,54.7229,0.7427,0.6462,0.8513,0.7736
26,2022-09-22,39,65+,28.7143,29.2920,24.2648,35.3937,0.7886,0.6766,0.9223,0.8374
27,2022-09-23,39,0-5,57.2857,54.9997,46.4695,65.1357,1.4232,1.1994,1.6832,1.6725
27,2022-09-23,39,6-11,54.7143,54.2054,45.6764,64.1723,1.5351,1.3180,1.7908,1.7542
27,2022-09-23,39,12-17,72.5714,72.4638,61.4124,85.5364,1.4758,1.2548,1.7442,1.6249
27,2022-09-23,39,18-44,112.5714,114.7111,97.7180,135.5750,0.7676,0.6652,0.8882,0.8652
27,2022-09-23,39,45-64,47.7143,48.7852,40.9675,57.5790,0.7088,0.6167,0.8148,0.7955
27,2022-09-23,39,65+,29.4286,31.1426,25.8603,37.6032,0.7529,0.6461,0.8818,0.8405
28,2022-09-24,39,0-5,60.0000,58.3677,49.3001,69.1570,1.3388,1.1288,1.5875,1.6388
28,2022-09-24,39,6-11,57.2857,56.3051,47.4973,66.4073,1.4586,1.2512,1.7031,1.7488
28,2022-09-24,39,12-17,75.0000,74.4795,62.7729,87.8059,1.4255,1.2016,1.6822,1.6354
28,2022-09-24,39,18-44,123.8571,122.4223,104.8810,144.2321,0.7298,0.6310,0.8469,0.8743
28,2022-09-24,39,45-64,50.8571,50.4035,42.1924,59.2720,0.6750,0.5860,0.7752,0.8088
28,2022-09-24,39,65+,32.2857,32.5317,27.2905,39.0406,0.7180,0.6139,0.8392,0.8595
29,2022-09-25,40,0-5,60.8571,60.5046,51.3369,71.6175,1.2612,1.0565,1.5084,1.5673
29,2022-09-25,40,6-11,57.1429,57.5577,48.6574,68.2227,1.3860,1.1861,1.6209,1.6869
29,2022-09-25,40,12-17,79.4286,76.0220,64.5206,89.2053,1.3763,1.1678,1.6330,1.6463
29,2022-09-25,40,18-44,132.8571,128.0873,109.0690,150.2273,0.6937,0.5988,0.8067,0.8630
29,2022-09-25,40,45-64,53.2857,51.2166,42.9065,60.1393,0.6431,0.5574,0.7416,0.8052
29,2022-09-25,40,65+,34.4286,33.6148,28.0120,40.4829,0.6849,0.5840,0.8060,0.8565
30,2022-09-26,40,0-5,64.5714,61.5805,52.4424,72.1242,1.1909,1.0047,1.4093,1.5321
30,2022-09-26,40,6-11,60.5714,57.9259,49.4597,68.5636,1.3183,1.1293,1.5405,1.6594
30,2022-09-26,40,12-17,82.1429,77.0525,65.4882,90.6754,1.3323,1.1290,1.5799,1.6044
30,2022-09-26,40,18-44,136.4286,132.4421,113.4222,154.0340,0.6609,0.5718,0.7660,0.8318
30,2022-09-26,40,45-64,51.7143,51.3016,42.9814,60.4445,0.6137,0.5332,0.7051,0.7684
30,2022-09-26,40,65+,35.0000,34.3174,28.6543,41.4743,0.6548,0.5591,0.7669,0.8178
31,2022-09-27,40,0-5,63.4286,61.6811,52.4100,72.3917,1.1339,0.9547,1.3501,1.4345
31,2022-09-27,40,6-11,58.7143,57.8487,49.4005,67.8977,1.2652,1.0832,1.4839,1.5547
31,2022-09-27,40,12-17,78.4286,78.1086,66.4854,92.0454,1.3092,1.1019,1.5542,1.4940
31,2022-09-27,40,18-44,138.4286,134.2163,115.4176,156.2993,0.6354,0.5512,0.7374,0.7890
31,2022-09-27,40,45-64,51.7143,50.8561,42.8935,59.9269,0.5918,0.5149,0.6826,0.7306
31,2022-09-27,40,65+,35.4286,34.8323,28.8693,41.7761,0.6311,0.5386,0.7426,0.7812
32,2022-09-28,40,0-5,62.5714,60.7864,51.8298,71.4668,1.0902,0.9158,1.2960,1.3645
32,2022-09-28,40,6-11,60.0000,57.1449,48.7556,67.4973,1.2265,1.0469,1.4420,1.5135
32,2022-09-28,40,12-17,81.2857,78.6853,67.1250,93.2295,1.2943,1.0905,1.5454,1.4725
32,2022-09-28,40,18-44,138.1429,134.5953,115.9948,156.6722,0.6183,0.5364,0.7216,0.7570
32,2022-09-28,40,45-64,49.8571,50.1624,42.2319,59.3783,0.5782,0.5026,0.6676,0.7006
32,2022-09-28,40,65+,35.8571,34.8861,28.9023,41.9095,0.6165,0.5253,0.7254,0.7522
33,2022-09-29,40,0-5,62.0000,59.2493,50.2518,69.7878,1.0736,0.9011,1.2758,1.3196
33,2022-09-29,40,6-11,59.0000,55.8701,47.4106,66.1677,1.2149,1.0400,1.4189,1.4657
33,2022-09-29,40,12-17,85.2857,79.3255,67.5243,93.6626,1.3045,1.0999,1.5499,1.4796
33,2022-09-29,40,18-44,138.2857,134.2200,115.6190,155.1520,0.6158,0.5306,0.7148,0.7386
33,2022-09-29,40,45-64,50.1429,49.1869,41.6070,58.3797,0.5768,0.5012,0.6646,0.6866
33,2022-09-29,40,65+,35.8571,34.8016,28.8842,41.6018,0.6137,0.5220,0.7220,0.7340
34,2022-09-30,40,0-5,54.0000,57.2538,48.4200,67.6355,1.0818,0.9059,1.2878,1.1295
34,2022-09-30,40,6-11,51.2857,54.3857,46.2530,64.8819,1.2299,1.0514,1.4404,1.2522
34,2022-09-30,40,12-17,71.8571,80.2340,68.0278,94.3322,1.3474,1.1332,1.6091,1.2380
34,2022-09-30,40,18-44,120.8571,132.7837,114.5264,154.1873,0.6277,0.5406,0.7265,0.6311
34,2022-09-30,40,45-64,43.8571,48.4212,40.7661,57.6262,0.5895,0.5120,0.6785,0.5861
34,2022-09-30,40,65+,31.4286,34.5762,28.6756,41.1970,0.6237,0.5328,0.7313,0.6289
35,2022-10-01,40,0-5,52.5714,55.2740,46.9325,65.2312,1.1126,0.9345,1.3334,1.1456
35,2022-10-01,40,6-11,51.0000,53.0411,45.0384,63.3130,1.2680,1.0867,1.4871,1.2862
35,2022-10-01,40,12-17,76.4286,81.6218,69.3857,96.1515,1.4181,1.1886,1.7001,1.3107
35,2022-10-01,40,18-44,126.4286,131.1106,113.3510,152.1764,0.6520,0.5611,0.7623,0.6562
35,2022-10-01,40,45-64,44.0000,47.9443,39.8429,57.1427,0.6143,0.5317,0.7102,0.6113
35,2022-10-01,40,65+,32.8571,34.1578,28.3105,40.7956,0.6453,0.5502,0.7591,0.6575
36,2022-10-02,41,0-5,52.0000,53.2935,45.0510,63.2582,1.1673,0.9813,1.3819,1.1470
36,2022-10-02,41,6-11,50.5714,51.6590,43.9443,61.3012,1.3329,1.1373,1.5580,1.2886
36,2022-10-02,41,12-17,77.4286,83.7953,71.5490,98.5005,1.4976,1.2597,1.7925,1.3223
36,2022-10-02,41,18-44,122.4286,130.3104,112.2457,152.2471,0.6893,0.5932,0.7985,0.6515
36,2022-10-02,41,45-64,42.5714,47.3818,39.7200,57.1141,0.6493,0.5627,0.7486,0.6061
36,2022-10-02,41,65+,32.2857,33.6812,27.8481,40.0972,0.6775,0.5769,0.7988,0.6527
37,2022-10-03,41,0-5,49.2857,51.8294,43.5632,61.2964,1.2315,1.0399,1.4589,1.1480
37,2022-10-03,41,6-11,47.5714,50.6085,42.6833,60.0792,1.4058,1.2030,1.6441,1.2923
37,2022-10-03,41,12-17,85.0000,86.9661,74.5703,102.6687,1.5815,1.3322,1.8972,1.4267
37,2022-10-03,41,18-44,125.1429,129.6546,110.9721,151.9965,0.7328,0.6312,0.8558,0.6743
37,2022-10-03,41,45-64,44.4286,47.1131,39.4627,56.9545,0.6911,0.5979,0.7991,0.6358
37,2022-10-03,41,65+,33.2857,33.2313,27.3138,39.5997,0.7175,0.6101,0.8469,0.6823
38,2022-10-04,41,0-5,47.7143,50.7553,42.5846,60.2422,1.3137,1.1042,1.5578,1.1562
38,2022-10-04,41,6-11,48.1429,50.0030,42.2730,59.2210,1.5009,1.2830,1.7579,1.3287
38,2022-10-04,41,12-17,94.0000,91.4330,78.0798,107.9540,1.6673,1.4150,1.9617,1.5201
38,2022-10-04,41,18-44,126.4286,130.0299,111.6131,152.7526,0.7855,0.6741,0.9164,0.6878
38,2022-10-04,41,45-64,45.1429,47.4589,39.8776,57.2347,0.7398,0.6399,0.8536,0.6469
38,2022-10-04,41,65+,31.0000,32.9263,27.1332,39.4552,0.7677,0.6537,0.8975,0.6730
39,2022-10-05,41,0-5,47.4286,50.3310,42.0678,59.7749,1.4027,1.1804,1.6648,1.1812
39,2022-10-05,41,6-11,46.5714,50.1783,42.2219,59.6312,1.6034,1.3751,1.8675,1.3370
39,2022-10-05,41,12-17,98.8571,96.7864,82.5698,114.2707,1.7487,1.4825,2.0699,1.5550
39,2022-10-05,41,18-44,129.1429,132.6586,113.4814,155.0454,0.8421,0.7242,0.9853,0.7039
39,2022-10-05,41,45-64,47.2857,48.5341,40.8017,58.1105,0.7926,0.6858,0.9160,0.6629
39,2022-10-05,41,65+,30.7143,33.0039,27.1354,39.4634,0.8214,0.7030,0.9600,0.6830
40,2022-10-06,41,0-5,47.4286,50.6215,42.7360,60.5563,1.4896,1.2586,1.7708,1.2008
40,2022-10-06,41,6-11,48.7143,51.0917,43.1303,60.9164,1.7033,1.4599,1.9903,1.3766
40,2022-10-06,41,12-17,99.5714,103.0300,87.7527,121.9798,1.8223,1.5508,2.1486,1.5291
40,2022-10-06,41,18-44,130.1429,137.9950,116.5043,162.0232,0.8985,0.7736,1.0487,0.7092
40,2022-10-06,41,45-64,47.8571,50.6917,42.5226,60.5628,0.8434,0.7327,0.9732,0.6634
40,2022-10-06,41,65+,30.4286,33.5814,27.7127,40.2852,0.8739,0.7490,1.0254,0.6827
41,2022-10-07,41,0-5,47.4286,51.5223,43.3584,61.9581,1.5524,1.3078,1.8434,1.2510
41,2022-10-07,41,6-11,49.2857,52.8366,44.7393,63.2961,1.7814,1.5299,2.0803,1.4363
41,2022-10-07,41,12-17,107.7143,110.2423,93.9964,129.9687,1.8644,1.5916,2.1972,1.6098
41,2022-10-07,41,18-44,140.8571,146.3379,124.0455,171.8064,0.9420,0.8083,1.1025,0.7539
41,2022-10-07,41,45-64,51.7143,53.9109,45.1382,64.6539,0.8819,0.7643,1.0168,0.7085
41,2022-10-07,41,65+,33.1429,34.9093,28.8813,41.7633,0.9183,0.7865,1.0705,0.7336
42,2022-10-08,41,0-5,55.5714,53.2999,44.9138,63.6794,1.5805,1.3418,1.8654,1.4484
42,2022-10-08,41,6-11,57.0000,55.5424,46.7165,66.3175,1.8279,1.5710,2.1286,1.6404
42,2022-10-08,41,12-17,123.4286,118.5184,100.9448,138.6440,1.8926,1.6126,2.2285,1.7904
42,2022-10-08,41,18-44,162.5714,156.8644,133.8710,185.0351,0.9681,0.8311,1.1299,0.8565
42,2022-10-08,41,45-64,60.2857,57.8032,48.4788,69.3168,0.9030,0.7822,1.0404,0.7996
42,2022-10-08,41,65+,37.1429,36.9740,30.6027,44.1561,0.9405,0.8071,1.1022,0.8229
43,2022-10-09,42,0-5,58.7143,55.2484,46.4039,66.0974,1.5742,1.3363,1.8609,1.5022
